"FRST_LETTER"	"vulcan"	"pronunciation"	"fse"
"405"	"d"	"Da-sfek-vukharat"	""	"axial vector"
"406"	"d"	"Da-sfek-yumaya"	""	"axial flow"
"407"	"d"	"Da-skramek "	" d_ - ' skr_m - ek /"	"lathe<ca>(n.)"
"408"	"d"	"Da-tor "	" d_ - ' tor /"	"rotate, turn"
"409"	"d"	"Dafel "	" ' d_f - el /"	"pelvis"
"410"	"d"	"Dafel-, Dafelik"	""	"pelvic"
"411"	"d"	"Dah'es"	""	"duality"
"412"	"d"	"Dah-glan"	""	"double vision, diplopia"
"413"	"d"	"Dah-guv-, Dah-guvik"	""	"bisexual<ca>(adj.)"
"414"	"d"	"Dah-halek"	""	"bicycle<ca>(n.)"
"415"	"d"	"Dah-ketil"	""	"double integral"
"416"	"d"	"Dah-kharat-, Dah-kharatik"	""	"bidirectional<ca>(adj.)"
"417"	"d"	"Dah-kharat-katrom (DKhK)"	""	"alternating current (AC)"
"418"	"d"	"Dah-kiht"	""	"binary code"
"419"	"d"	"Dah-kulan"	""	"double helix"
"420"	"d"	"Dah-lan-tol"	""	"double floor"
"421"	"d"	"Dah-leh"	""	"twenty"
"422"	"d"	"Dah-leh'rak, dah-lehr-"	""	"twentieth<ca>(adj.)"
"423"	"d"	"Dah-leh'veh"	""	"twentieth<ca>(n.)"
"424"	"d"	"Dah-mashek"	""	"emulsifier"
"425"	"d"	"Dah-masu-tukh"	""	"deuterium"
"426"	"d"	"Dah-mavaya"	""	"duet<ca>(n.)"
"427"	"d"	"Dah-narafek"	""	"diode"
"428"	"d"	"Dah-pim-folayek"	""	"dilithium reactor"
"429"	"d"	"Dah-pim-tukh"	""	"dilithium"
"430"	"d"	"Dah-pim-viskulan"	""	"dilithium matrix"
"431"	"d"	"Dah-rala-, Dah-ralaik"	""	"dipterous"
"432"	"d"	"Dah-ralash-vel"	""	"diphthong"
"433"	"d"	"Dah-sashavaya"	""	"double exposure"
"434"	"d"	"Dah-shivaya"	""	"paraplegia"
"435"	"d"	"Dah-stonn-pi'sef |t'shahov|"	""	"beach cusp"
"436"	"d"	"Dah-stonn-sef"	""	"barchan"
"437"	"d"	"Dah-svep"	""	"double door"
"438"	"d"	"Dah-svin"	""	"double entry"
"439"	"d"	"Dah-temok"	""	"double wall, double bulkhead"
"440"	"d"	"Dah-tukh"	""	"curium"
"441"	"d"	"Dah-vla-, Dah-vlaik"	""	"bilateral<ca>(adj.)"
"442"	"d"	"Dah-vukh"	""	"double hull"
"443"	"d"	"Dah-wak"	""	"twice"
"444"	"d"	"Dah-weizehl"	""	"double series"
"445"	"d"	"Dah-wek-, Dah-wekik"	""	"diphasic"
"446"	"d"	"Dah-yel"	""	"binary star"
"447"	"d"	"Dah-zalu"	""	"coenzyme"
"448"	"d"	"Dah-zamasu"	""	"double agent"
"449"	"d"	"Dah-zan-vel"	""	"binoculars"
"450"	"d"	"Dah-zun"	""	"digraph"
"451"	"d"	"Dahal-tor "	" d_ - ' h_l - tor /"	"go around<ca>(v.)"
"452"	"d"	"Dahek "	" ' d_' - ek , ' d_ - /"	"duo"
"453"	"d"	"Dahkvalu "	" d_' - ' kv_ - lu , d_ - /"	"parabola"
"454"	"d"	"Dahl-tor"	""	"detach, disengage"
"455"	"d"	"Dahli"	""	"apart"
"456"	"d"	"Dahli-nesh-tor"	""	"dissect"
"457"	"d"	"Dahli-neshan"	""	"dissection"
"458"	"d"	"Dahpul-vo'ihn"	""	"quadratic equation"
"459"	"d"	"Dahr-, Dahrik"	""	"second, secondary<ca>(adj.)"
"460"	"d"	"Dahs-da-kuv"	""	"equator"
"461"	"d"	"Dahsau"	""	"divide<ca>(v.)"
"462"	"d"	"Dahsau-nosahp"	""	"quotient"
"463"	"d"	"Dahsaya"	""	"divide, division<ca>(n.)"
"464"	"d"	"Dahshau"	""	"separate<ca>(v.)"
"465"	"d"	"Dahshaya"	""	"separation"
"466"	"d"	"Dahsu'us"	""	"binomial<ca>(n., math.)"
"467"	"d"	"Dahtau"	""	"double<ca>(v.)"
"468"	"d"	"Dailissak"	""	"adventure<ca>(n.)"
"469"	"d"	"Dakh--(anc.)ï¿½"	""	"cast out, evict, expel, toss out"
"470"	"d"	"Dakh-ha'tanaya"	""	"luminescence"
"471"	"d"	"Dan"	""	"rotation, turn(ing)"
"472"	"d"	"Dan-, Danik"	""	"most<ca>(adj.)"
"473"	"d"	"Dan-fa-, Dan-faik"	""	"foremost<ca>(adj.)"
"474"	"d"	"Dan-glu|-|"	""	"deepest<ca>(adj.)"
"475"	"d"	"Dan-has-bosh"	""	"sickest<ca>(adj.)"
"476"	"d"	"Dan-karik"	""	"strongest<ca>(adj.)"
"477"	"d"	"Dan-klon|-|"	""	"smartest<ca>(adj.)"
"478"	"d"	"Dan-kobat|-|"	""	"weakest<ca>(adj.)"
"479"	"d"	"Dan-lerash|-|"	""	"hardest<ca>(adj., least soft)"
"480"	"d"	"Dan-nu'ri|-|"	""	"youngest<ca>(adj.)"
"481"	"d"	"Dan-nuk|-|"	""	"lowest<ca>(adj.)"
"482"	"d"	"Dan-os|-|"	""	"oldest<ca>(adj.)"
"483"	"d"	"Dan-pid|-|"	""	"highest<ca>(adj.)"
"484"	"d"	"Dan-ras|-|"	""	"heaviest<ca>(adj.)"
"485"	"d"	"Dan-rom|-|"	""	"best<ca>(adj.)"
"486"	"d"	"Dan-runemek"	""	"clutch<ca>(mech.)"
"487"	"d"	"Dan-sahr-, Dan-sahris"	""	"fastest, quickest<ca>(adj.)"
"488"	"d"	"Dan-slu-, Dan-sluk"	""	"freshest<ca>(adj.)"
"489"	"d"	"Dan-ta'hal|-|"	""	"lightest<ca>(adj., least heavy)"
"490"	"d"	"Dan-thel-, Dan-thelik"	""	"fattest<ca>(adj.)"
"491"	"d"	"Dan-vohr-, Dan-vohris"	""	"slowest<ca>(adj.)"
"492"	"d"	"Dan-wonil|-|"	""	"thinnest<ca>(adj.)"
"493"	"d"	"Danan "	" ' d_n - _n /"	"majority"
"494"	"d"	"Danau "	" d_n - ' a_ /"	"explain"
"495"	"d"	"Danau-dunap"	""	"encyclopedia"
"496"	"d"	"Dap"	""	"mercy"
"497"	"d"	"Dap-lan-pa"	""	"children's game similar to Mercy or Uncle"
"498"	"d"	"Dash"	""	"injury"
"499"	"d"	"Dash-tor"	""	"injure"
"500"	"d"	"Datau "	" d_ - ' ta_ /"	"propel"
"501"	"d"	"Datau-tukh"	""	"propellant<ca>(n.)"
"502"	"d"	"Dataya"	""	"propulsion"
"503"	"d"	"Datayek"	""	"propeller"
"504"	"d"	"Dator "	" ' d_ - tor /"	"prepare"
"505"	"d"	"Dau"	""	"affect"
"506"	"d"	"Dau-bosh"	""	"effective"
"507"	"d"	"Dau-tukh"	""	"hormone"
"508"	"d"	"Dawan "	" ' d_ - w_n /--(anc.)ï¿½"	"a person who cannot be counted on"
"509"	"d"	"Daya"	""	"effect"
"510"	"d"	"Def"	""	"batch<ca>(n.)"
"511"	"d"	"Deik"	""	"file<ca>(document)"
"512"	"d"	"Del"	""	"rim"
"513"	"d"	"Desh'rak "	" ' de_ - r_k /"	"north"
"514"	"d"	"Desh'rak-, Desh'rakik"	""	"northern"
"515"	"d"	"Desh'raksu"	""	"northerner"
"516"	"d"	"Desh-she'rak"	""	"northeast"
"517"	"d"	"Desh-tev'rak"	""	"northwest"
"518"	"d"	"Desh-tukh"	""	"dolomite"
"519"	"d"	"Deshkau "	" de_ - ' ka_ /"	"question<ca>(v.)"
"520"	"d"	"Deshker "	" de_ - ' ker /"	"question<ca>(n.)"
"521"	"d"	"Detra"	""	"bunch"
"522"	"d"	"Di'kish-torek"	""	"metabolism"
"523"	"d"	"Di'kish-tor"	""	"metabolize"
"524"	"d"	"Di'kizh "	" di - ' ki_ /"	"exchange<ca>(n.)"
"525"	"d"	"Dif-tor "	" dif - ' tor /"	"live a long time, live a full life"
"526"	"d"	"Dihrf"	""	"sexual intercourse"
"527"	"d"	"Din-tor"	""	"miss<ca>(v.)"
"528"	"d"	"Dir-, Dirik"	""	"coarse"
"529"	"d"	"Do"	""	"than"
"530"	"d"	"Dohn"	""	"board, plank, playing surface for a board game"
"531"	"d"	"Dok"	""	"brick<ca>(n.)"
"532"	"d"	"Dok-krizhiv"	""	"brick clay"
"533"	"d"	"Dok-torvausu"	""	"bricklayer"
"534"	"d"	"Dol-hinek"	""	"clavicle"
"535"	"d"	"Dom"	""	"so<ca>(exclamation)"
"536"	"d"	"Don-ka "	" don - ' k_ /--(anc.)ï¿½"	"rich, wealthy"
"537"	"d"	"Don-kut "	" don - ' kut /--(anc.)ï¿½"	"bonanza, financial windfall"
"538"	"d"	"Don-tak "	" ' don - t_k /--(anc.)ï¿½"	"riches, wealth"
"539"	"d"	"Donkes-tor"	""	"finance, fund, bankroll<ca>(v.)"
"540"	"d"	"Donketu "	" don - ' ket - u /--(anc.)ï¿½"	"funds, monetary resources"
"541"	"d"	"Donku "	" ' don - ku /--(anc.)ï¿½"	"money, currency"
"542"	"d"	"Dor"	""	"honor<ca>(n.)"
"543"	"d"	"Dor-tor"	""	"honor<ca>(v.)"
"544"	"d"	"Dor-yehat"	""	"honorable"
"545"	"d"	"Dorli "	" ' dor - li /"	"honorable<ca>(mostly obs.)"
"546"	"d"	"Dotokau "	" do - to - ' ka_ /"	"fine<ca>(v., penalize)"
"547"	"d"	"Dozhuhk"	""	"troll"
"548"	"d"	"Drahk"	""	"throat, pharynx"
"549"	"d"	"Drahk-pi'nafek"	""	"thyroid gland"
"550"	"d"	"Dref"	""	"rake"
"551"	"d"	"Drichel-, Drichelik"	""	"creepy, eerie, spooky"
"552"	"d"	"Drizh"	""	"itch<ca>(n.)"
"553"	"d"	"Drizh-tor"	""	"itch<ca>(v.)"
"554"	"d"	"Drizhaya"	""	"pruritis"
"555"	"d"	"Drom|-|"	""	"pure<ca>(adj.)"
"556"	"d"	"Drom'es"	""	"purity"
"557"	"d"	"Drom-tor"	""	"purify"
"558"	"d"	"Du"	""	"you"
"559"	"d"	"Dud"	""	"a small piece of paper, film, etc."
"560"	"d"	"Duf"	""	"leather"
"561"	"d"	"Duh-, Duhik"	""	"daffy, foolish, goofy"
"562"	"d"	"Duk"	""	"bubble<ca>(n.)"
"563"	"d"	"Dukal "	" du - ' k_l /"	"ball"
"564"	"d"	"Dukal-guf-lesek"	""	"ball-and-socket joint"
"565"	"d"	"Dukal-igen-wesh"	""	"ball lightning"
"566"	"d"	"Dukal-kuvish"	""	"ball bearing"
"567"	"d"	"Dukal-spunek"	""	"ball valve"
"568"	"d"	"Dukau "	" du - ' ka_ /"	"bubble<ca>(v.)"
"569"	"d"	"Dulai|-| "	" du - ' la_ /"	"tough<ca>(adj.)"
"570"	"d"	"Dun"	""	"paper"
"571"	"d"	"Dun-zhuksu"	""	"paper-maker"
"572"	"d"	"Dunap "	" dun - ' _p /"	"book<ca>(n.)"
"573"	"d"	"Dunap-krus"	""	"chapter"
"574"	"d"	"Dunap-tsorayek"	""	"bookcase"
"575"	"d"	"Dunapshausu"	""	"bookbinder"
"576"	"d"	"Dunapsu"	""	"librarian"
"577"	"d"	"Dunesh "	" ' dun - e_ /"	"pamphlet, brochure, leaflet"
"578"	"d"	"Dungi|-| "	" dun - ' gi /"	"will, shall<ca>(v.)"
"579"	"d"	"Dunusu"	""	"clerk<ca>(n.)"
"580"	"d"	"Duta'es"	""	"diplomacy"
"581"	"d"	"Duta-, Dutarik"	""	"diplomatic"
"582"	"d"	"Duta-shan-hali"	""	"diplomatic courier vessel"
"583"	"d"	"Duta-Sklada-Dvin T'Khasi"	""	"Vulcan Diplomatic Courier Service"
"584"	"d"	"Dutar "	" du - ' t_r /--(anc.)ï¿½"	"diplomat"
"585"	"d"	"Duv"	""	"shadow<ca>(n.), umbra"
"586"	"d"	"Duv-tor"	""	"shadow<ca>(v.)"
"587"	"d"	"Duvyan-, Duvyanik"	""	"shady<ca>(adj.)"
"588"	"d"	"Dva"	""	"belief"
"589"	"d"	"Dva-tor"	""	"believe"
"590"	"d"	"Dvanik"	""	"believed<ca>(adj.)"
"591"	"d"	"Dvar"	""	"risk<ca>(n.)"
"592"	"d"	"Dvar-tor"	""	"risk<ca>(v.)"
"593"	"d"	"Dvariben"	""	"preach<ca>(v.)"
"594"	"d"	"Dvasu "	" ' dv_ - su /"	"believer"
"595"	"d"	"Dvatai "	" dv_ - ' ta_ /"	"doctrine, principle, tenet"
"596"	"d"	"Dvel"	""	"choice"
"597"	"d"	"Dvel'nahr--(anc.)ï¿½"	""	"old concept of \"Vulcan-by-choice\""
"598"	"d"	"Dvel-tor"	""	"choose"
"599"	"d"	"Dvesh-tukh"	""	"brass"
"600"	"d"	"Dvin-tor"	""	"serve"
"601"	"d"	"Dvinsu "	" ' dvin - su /"	"servant"
"602"	"d"	"Dvolau "	" dvo - ' la_ /"	"set, adjust"
"603"	"d"	"Dvor-tukh"	""	"astatine"
"604"	"d"	"Dvubolau "	" dvu - bo - ' la_ /"	"motivate"
"605"	"d"	"Dvubolau-staribsu"	""	"motivational speaker"
"606"	"d"	"Dvubolaya"	""	"motivation"
"607"	"d"	"Dvubolek "	" dvu - ' bo - lek /"	"motive<ca>(n.)"
"608"	"d"	"Dvudau-fek"	""	"crankshaft"
"609"	"d"	"Dvudau-kes-wun"	""	"crossbow"
"610"	"d"	"Dvudau-natuhn"	""	"crankcase"
"611"	"d"	"Dvudayek"	""	"crank<ca>(mech.)"
"612"	"d"	"Dvun"	""	"move(ment)"
"613"	"d"	"Dvun-mesut"	""	"drawbridge"
"614"	"d"	"Dvun-tor"	""	"move<ca>(v.)"
"615"	"d"	"Dvun-zehl"	""	"fault(line)<ca>(geol.)"
"616"	"d"	"Dvunek "	" ' dvun - ek /"	"muscle<ca>(n.)"
"617"	"d"	"Dvunek-pak-nosh"	""	"amyotrophia, amyotrophy"
"618"	"d"	"Dvunek-tash-svitan"	""	"cerebellum"
"619"	"d"	"Dvunek-tersayek"	""	"sinew"
"620"	"d"	"Dvunel "	" dvun - ' el /"	"motion"
"621"	"d"	"Dvunel-pi'harr"	""	"flagellum"
"622"	"d"	"Dwemish ni-an--(NGS)ï¿½"	""	"training: isolation of identity"
"623"	"d"	"Dzhal"	""	"mortise"
"624"	"d"	"Dzhan|-khush|"	""	"beryl"
"625"	"d"	"Dzhan-tukh "	" ' d__n - tux /"	"beryllium"
"626"	"d"	"Dzharel "	" d__ - ' rel /--(NGS)ï¿½"	"\"jarel\", a small, horned horse-like animal"
"627"	"d"	"Dzhasif "	" d__ - ' sif /--(NGS)ï¿½- /jasif/\", type of crystal used to make vre-katras\""	""
"628"	"d"	"Dzhelu "	" d_e - ' lu /"	"envy<ca>(n.)"
"629"	"d"	"Dzhih"	""	"pimple<ca>(n.)"
"630"	"d"	"Dzhinau "	" d_i - ' na_ /"	"refer"
"631"	"d"	"Dzhinaya"	""	"reference"
"632"	"d"	"Dzhya'an'Kahr "	" d_j_ - ' _n - k_'r , - k_r , - k_r /"	"\"Jia'anKahr\", a Vulcan city"
"633"	"d"	"Dzhya'an-tukh "	" d_j_ - ' _n - tux /"	"hafnium"
"634"	"e"	"Eglus--(anc.)ï¿½"	""	"religious shrine"
"635"	"e"	"Eh "	" e, _ /"	"and<ca>(after a vowel sound)"
"636"	"e"	"Eifa "	" ' e_ - f_ /"	"those"
"637"	"e"	"Eik"	""	"wide"
"638"	"e"	"Eik'es "	" ' e_k - es /"	"range<ca>(n.)"
"639"	"e"	"Eik-vath"	""	"width"
"640"	"e"	"Eiksha "	" e_k - ' __ /"	"dilate"
"641"	"e"	"Eiksharu"	""	"dilation"
"642"	"e"	"Eiktra "	" ' e_k - tr_ /"	"plain<ca>(geol.)"
"643"	"e"	"Ein"	""	"some"
"644"	"e"	"Ein-veh"	""	"someone"
"645"	"e"	"Ein-wak"	""	"someday, sometime"
"646"	"e"	"Ein-wilat"	""	"somewhere"
"647"	"e"	"Eingelsu "	" ' e__el - su /"	"English<ca>(language/person)"
"648"	"e"	"Eitau "	" e_ - ' ta_ /"	"shear, cut away<ca>(v.)"
"649"	"e"	"Ek, Ek'"	""	"all, total, complete"
"650"	"e"	"Ek'aifa "	" ek - ' a_ - f_ /"	"all (of) these"
"651"	"e"	"Ek'an"	""	"maximum"
"652"	"e"	"Ek'anau"	""	"maximize"
"653"	"e"	"Ek'ariben-, Ek'aribenik"	""	"fluent<ca>(in a language)"
"654"	"e"	"Ek'au"	""	"all of them"
"655"	"e"	"Ek'dular"	""	"all of you"
"656"	"e"	"Ek'duv"	""	"eclipse<ca>(n.)"
"657"	"e"	"Ek'eifa "	" ek - ' e_ - f_ /"	"all (of) those"
"658"	"e"	"Ek'eku "	" ek - ' ek - u /"	"continuum"
"659"	"e"	"Ek'elmin"	""	"petroleum"
"660"	"e"	"Ek'es-, Ek'esik"	""	"absolute<ca>(adj.)"
"661"	"e"	"Ek'es-danan"	""	"absolute majority"
"662"	"e"	"Ek'es-rasath"	""	"absolute weight"
"663"	"e"	"Ek'es-ris"	""	"absolute zero"
"664"	"e"	"Ek'es-tala"	""	"absolute value"
"665"	"e"	"Ek'es-tepul"	""	"absolute power"
"666"	"e"	"Ek'esik masu'es"	""	"absolute humidity"
"667"	"e"	"Ek'esik pul'es"	""	"absolute magnitude"
"668"	"e"	"Ek'etek"	""	"all of us"
"669"	"e"	"Ek'ka-, Ek'kayik"	""	"constant<ca>(adj.)"
"670"	"e"	"Ek'ka-ferek"	""	"alternator"
"671"	"e"	"Ek'kal "	" ek - ' k_l /"	"orb, sphere"
"672"	"e"	"Ek'kal t'Daison"	""	"Dyson sphere"
"673"	"e"	"Ek'kat "	" ek - ' k_t /"	"constant<ca>(n.)"
"674"	"e"	"Ek'khafau"	""	"exsanguinate"
"675"	"e"	"Ek'kovtra "	" ek - ' kov - tr_ /"	"continent"
"676"	"e"	"Ek'kovtra-dvun"	""	"continental drift"
"677"	"e"	"Ek'kovtra-ek'nosh"	""	"continental climate"
"678"	"e"	"Ek'kovtra-math"	""	"continental plate"
"679"	"e"	"Ek'man'es"	""	"safety<ca>(n.)"
"680"	"e"	"Ek'mishan"	""	"technology"
"681"	"e"	"Ek'mishupik"	""	"technical<ca>(adj.)"
"682"	"e"	"Ek'nala-dahsaya"	""	"mitosis"
"683"	"e"	"Ek'nehau"	""	"decompose"
"684"	"e"	"Ek'nosh "	" ' ek - no_ /"	"climate"
"685"	"e"	"Ek'nosh-rubah"	""	"climatic change"
"686"	"e"	"Ek'nosh-shal"	""	"climatic zone"
"687"	"e"	"Ek'nosh-tal"	""	"climatology<ca>(study)"
"688"	"e"	"Ek'nosh-tash|ek|"	""	"climate control"
"689"	"e"	"Ek'nosh-venek"	""	"climatic trend"
"690"	"e"	"Ek'os|-| "	" ek - ' os /"	"antique<ca>(adj.)"
"691"	"e"	"Ek'os-vel"	""	"antique<ca>(n.)"
"692"	"e"	"Ek'pa-ptak"	""	"paranoia"
"693"	"e"	"Ek'panu-vis"	""	"internet"
"694"	"e"	"Ek'pu-tor"	""	"sterilize"
"695"	"e"	"Ek'puyik"	""	"sterile"
"696"	"e"	"Ek'rak "	" ' ek - r_k /"	"in all directions"
"697"	"e"	"Ek'renkupik"	""	"adept, adroit, skilled"
"698"	"e"	"Ek'saven"	""	"education"
"699"	"e"	"Ek'saven-tor"	""	"educate"
"700"	"e"	"Ek'savensu"	""	"educator"
"701"	"e"	"Ek'shaht-razh"	""	"cloaca<ca>(zool.)"
"702"	"e"	"Ek'tal "	" ek - ' t_l /"	"science"
"703"	"e"	"Ek'tal-zup-shal"	""	"laboratory"
"704"	"e"	"Ek'talsu"	""	"scientist"
"705"	"e"	"Ek'te'kau"	""	"authorize"
"706"	"e"	"Ek'te'kru"	""	"authority<ca>(power)"
"707"	"e"	"Ek'te'krusu"	""	"authority<ca>(person)"
"708"	"e"	"Ek'teraya"	""	"confederation"
"709"	"e"	"Ek'tevakh"	""	"\"brain death\""
"710"	"e"	"Ek'tevan"	""	"extinction"
"711"	"e"	"Ek'tra "	" ' ek - tr_ /"	"planet"
"712"	"e"	"Ek'tra-dukal"	""	"globe"
"713"	"e"	"Ek'trasha "	" ek - tr_ - ' __ /"	"abandon, desert, forsake"
"714"	"e"	"Ek'tukh"	""	"mineral"
"715"	"e"	"Ek'tukh-razh"	""	"adit"
"716"	"e"	"Ek'tukh-tal"	""	"mineralogy"
"717"	"e"	"Ek'wak "	" ek - ' w_k /"	"forever"
"718"	"e"	"Ek'wak'es"	""	"eternity"
"719"	"e"	"Ek'wak-, Ek'wakik"	""	"eternal"
"720"	"e"	"Ek'yeht'es"	""	"reality"
"721"	"e"	"Ek'zehl "	" ek - ' z_l /"	"border"
"722"	"e"	"Ek'zer "	" ek - ' zer /"	"jewel, gem"
"723"	"e"	"Ek'zer-tam"	""	"bezel<ca>(gemology)"
"724"	"e"	"Ek'zeru"	""	"jewelry"
"725"	"e"	"Ekhartau"	""	"administer"
"726"	"e"	"Ekhartausu "	" e - x_r - ' ta_ - su /"	"administrator"
"727"	"e"	"Ekhartaya"	""	"administration"
"728"	"e"	"Ekhlami "	" e - ' xl_ - mi /"	"among them"
"729"	"e"	"Ekon "	" e - ' kon /"	"god, deity"
"730"	"e"	"Ekon-, Ekonik"	""	"godly, divine"
"731"	"e"	"Ekon-dva"	""	"deism, belief in god(s)"
"732"	"e"	"Ekon-shoret"	""	"pray<ca>(v.)"
"733"	"e"	"Ekruman-, Ekrumanik"	""	"adequate"
"734"	"e"	"Eku "	" ' ek - u /"	"whole<ca>(n.)"
"735"	"e"	"El'dayek"	""	"(hand)crank<ca>(n.)"
"736"	"e"	"El'es"	""	"freedom"
"737"	"e"	"El'mish "	" ' el - mi_ /"	"device, apparatus"
"738"	"e"	"El'neshek"	""	"scissors, shears"
"739"	"e"	"El'rek"	""	"handle<ca>(n.)"
"740"	"e"	"El'ru "	" el - ' ru /"	"hand"
"741"	"e"	"El'ru-pohshayek "	" - p__ - ' _ - jek /--(TGV)ï¿½"	"pistol, handgun"
"742"	"e"	"El'ru-pohshek "	" - ' p__ - ek /--(MGV)ï¿½"	"pistol, handgun"
"743"	"e"	"El'ru-wek-zehlek"	""	"hand phaser"
"744"	"e"	"El'ruhik "	" el - ' ru - hik /"	"manual<ca>(adj.)"
"745"	"e"	"El'tanarau"	""	"manipulate"
"746"	"e"	"El'urokesor "	" el - u - ' ro - ke - sor /"	"sickle"
"747"	"e"	"El-, Elik"	""	"free"
"748"	"e"	"El-nala"	""	"corpuscle"
"749"	"e"	"El-tor "	" el - ' tor /"	"(set) free, release"
"750"	"e"	"El-wak"	""	"leisure"
"751"	"e"	"Elakh "	" e - ' l_x /"	"cable, cord, line"
"752"	"e"	"Elakh-mev"	""	"cable duct"
"753"	"e"	"Elakh-og"	""	"cable stitch<ca>(n.)"
"754"	"e"	"Elakh-torai-vel"	""	"cable release"
"755"	"e"	"Elakh-yonshaya"	""	"corditis"
"756"	"e"	"Elakhtra"	""	"cabling, rigging<ca>(n.)"
"757"	"e"	"Elat "	" el - ' _t /"	"knob"
"758"	"e"	"Elek "	" el - ' ek /"	"pointer, hand<ca>(of a clock, etc.)"
"759"	"e"	"Elek-wak-vel"	""	"analog clock"
"760"	"e"	"Elkhrul|-| "	" el - ' xrul /"	"entire, whole<ca>(adj.)"
"761"	"e"	"Elmin "	" ' el - min /"	"oil<ca>(n.)"
"762"	"e"	"Elmuvak "	" ' el - mu - v_k /"	"ointment, unction"
"763"	"e"	"Elsaku "	" el - ' s_ - ku /"	"leash, tether<ca>(n.)"
"764"	"e"	"Enem-tor "	" e - ' nem - tor /"	"delete"
"765"	"e"	"Enok-kal fi-lar--(NGS)ï¿½"	""	"training: processes of definition"
"766"	"e"	"Ertau"	""	"bother, disturb"
"767"	"e"	"Es'merka "	" es - ' mer - k_ /--(anc.)ï¿½"	"habit(s)"
"768"	"e"	"Esh"	""	"breath"
"769"	"e"	"Esh-mev"	""	"airway, trachea, windpipe"
"770"	"e"	"Esh-nala"	""	"alveolus"
"771"	"e"	"Esh-pehkaya-nosh"	""	"apnea"
"772"	"e"	"Esh-prash"	""	"phlegm"
"773"	"e"	"Esh-tor"	""	"breathe"
"774"	"e"	"Esh-tukh"	""	"oxygen"
"775"	"e"	"Esh-tukh-tuhlek"	""	"oxygen tank"
"776"	"e"	"Esh-tukhaya"	""	"oxygenation"
"777"	"e"	"Esh-tukhovaya"	""	"oxidation"
"778"	"e"	"Eshak "	" e - ' __k , ' e - __k /--(NGS)ï¿½"	"\"eschak\", destructive psychokinetic effects"
"779"	"e"	"Eshan "	" e_ - ' _n /"	"breathing"
"780"	"e"	"Eshikh "	" e - ' _ix /"	"desert"
"781"	"e"	"Eshikh-salan"	""	"sirocco"
"782"	"e"	"Eshu'a "	" e - ' _u - _ /--(anc.)ï¿½"	"demon"
"783"	"e"	"Estuhl"	""	"touch<ca>(v.)"
"784"	"e"	"Etek "	" ' et - ek /"	"us, we<ca>(normal)"
"785"	"e"	"Etwel "	" ' et - wel /"	"us, we<ca>(superior)"
"786"	"e"	"Ezyak "	" ez - ' j_k /--(obs.)ï¿½"	"uncle"
"787"	"e"	"Ezyet "	" ez - ' jet /--(obs.)ï¿½"	"aunt"
"788"	"f"	"Fa'"	""	"before, in front of<ca>(prep.)"
"789"	"f"	"Fa'ariben "	" f_ - _ - ' ri - ben /"	"foretell"
"790"	"f"	"Fa'rak "	" ' f_ - r_k /"	"forward(s)"
"791"	"f"	"Fa'vutau"	""	"summon, send for"
"792"	"f"	"Fa'vutaya"	""	"summoning"
"793"	"f"	"Fa'vutak"	""	"summons"
"794"	"f"	"Fa-gad"	""	"tomorrow"
"795"	"f"	"Fa-glan"	""	"foresight"
"796"	"f"	"Fa-ko-mekh"	""	"grandmother"
"797"	"f"	"Fa-komi"	""	"grandma, nana"
"798"	"f"	"Fa-krus"	""	"forepart, front end"
"799"	"f"	"Fa-patam"	""	"forehead"
"800"	"f"	"Fa-rala"	""	"canard, foreplane"
"801"	"f"	"Fa-sa-mekh"	""	"grandfather"
"802"	"f"	"Fa-sami"	""	"grandpa, gramps"
"803"	"f"	"Fa-vikau"	""	"forewarn"
"804"	"f"	"Fa-wak "	" ' f_ - w_k /"	"future"
"805"	"f"	"Fa-wak-glansu"	""	"prophet"
"806"	"f"	"Fabehal-tor"	""	"pass, overtake"
"807"	"f"	"Faf-kur"	""	"pink<ca>(color)"
"808"	"f"	"Fah-yat "	" f_' - ' j_t , f_ - /--(anc.)ï¿½"	"balcony"
"809"	"f"	"Fai-tor"	""	"know"
"810"	"f"	"Fai-tukh"	""	"knowledge"
"811"	"f"	"Faik"	""	"data"
"812"	"f"	"Faik-khush"	""	"data crystal"
"813"	"f"	"Faik-pastorayek"	""	"data processor<ca>(device)"
"814"	"f"	"Faik-tsoraya"	""	"data storage"
"815"	"f"	"Faik-vistra"	""	"data network"
"816"	"f"	"Faika-, Faikaik"	""	"exact<ca>(adj.)"
"817"	"f"	"Faiktra"	""	"database"
"818"	"f"	"Fainu"	""	"(the) known<ca>(n.)"
"819"	"f"	"Faka "	" ' f_ - k_ /"	"hernia"
"820"	"f"	"Fakovau "	" f_ - ko - ' va_ /"	"prevail"
"821"	"f"	"Fal|-|"	""	"hot"
"822"	"f"	"Fal-tor "	" f_l - ' tor /"	"rejoin, reunite, put back together"
"823"	"f"	"Fal-tor-pan"	""	"refusion of body and soul"
"824"	"f"	"Falek "	" ' f_l - ek /"	"heat"
"825"	"f"	"Falek'es"	""	"temperature"
"826"	"f"	"Falkrashaya"	""	"ablation"
"827"	"f"	"Falun "	" f_ - ' lun /"	"charge<ca>(n., electrical)"
"828"	"f"	"Fam"	""	"lack, dearth"
"829"	"f"	"Fam-kursu"	""	"albino<ca>(person)"
