"FRST_LETTER"	"fse"	"domain"	"vulcan"
"445"	"a"	"Air pocket"	NA	"abulik sov-razh"
"446"	"a"	"Air pressure"	NA	"sov-vihish"
"447"	"a"	"Air pump"	NA	"sov-spol"
"448"	"a"	"Air purifier"	NA	"sov-dromek"
"449"	"a"	"Air raid"	NA	"sov-absakaya"
"450"	"a"	"Air raid shelter"	NA	"rau-nol t'sov-absakaya"
"451"	"a"	"Air raid siren"	NA	"she-vikayek t'sov-absakaya"
"452"	"a"	"Air shaft"	NA	"sov-ur"
"453"	"a"	"Air sickness"	NA	"hash-has-mar"
"454"	"a"	"Air speed"	NA	"fna-sov-threshan"
"455"	"a"	"Air start"	"v."	"sov-palikau"
"456"	"a"	"Air superiority"	NA	"sov-ekilabu'es"
"457"	"a"	"Air support"	"military"	"sasov-nenikaya"
"458"	"a"	"Air-to-air missile "	"AAM"	"sov-sovik yon-kliton"
"459"	"a"	"Air-to-air refueling"	NA	"sov-sovik hal-tukhaya"
"460"	"a"	"Air-to-ground missile "	"AGM"	"sov-solektraik yon-kliton"
"461"	"a"	"Air traffic control "	"ATC"	"hash-halakiv-tash"
"462"	"a"	"Air traffic controller"	NA	"hash-halakiv-tashsu"
"463"	"a"	"Air valve"	NA	"sov-spunek"
"464"	"a"	"Airborne warning and control system "	"AWACS"	"hashanik vikaun-tashan-torektra |HVTT|"
"465"	"a"	"Aircraft"	NA	"sov-hali"
"466"	"a"	"Aircraft carrier"	NA	"sov-hali-leshek"
"467"	"a"	"Airdrop"	"n."	"sov-nut"
"468"	"a"	"Airfield"	NA	"shi'sov-hali"
"469"	"a"	"Airflow"	NA	"sov-yumaya"
"470"	"a"	"Airfoil"	NA	"aberala"
"471"	"a"	"Airframe"	NA	"sov-hali-veltra(aircraft), hash-hali-veltra(missile, rocket, etc.)"
"472"	"a"	"Airglow"	NA	"sov-min"
"473"	"a"	"Airless"	NA	"sov-fam-, sov-famik"
"474"	"a"	"Airline"	NA	"sov-ifis-krozhak"
"475"	"a"	"Airliner"	NA	"sov-su-yata"
"476"	"a"	"Airlock"	NA	"fna-svep"
"477"	"a"	"Airman"	"pilot"	"hashsu"
"478"	"a"	"Airmanship"	NA	"hash-renkup'es"
"479"	"a"	"Airplane"	NA	"sov-hashek"
"480"	"a"	"Airplane crash"	NA	"sov-hashek-tevul"
"481"	"a"	"Airport"	NA	"shi'sov-hali"
"482"	"a"	"Airship"	NA	"|tepuhik| pa-sov-hali"
"483"	"a"	"Airshow"	NA	"sov-hali-gluvaya"
"484"	"a"	"Airspeed"	NA	"sov-threshan"
"485"	"a"	"Airspeed indicator "	"ASI"	"mik-yal t'sov-threshan"
"486"	"a"	"Airtight"	"adj."	"sov-fenk|-|"
"487"	"a"	"Airway"	"med."	"esh-mev"
"488"	"a"	"Airway obstruction"	NA	"esh-mev-klotaya"
"489"	"a"	"Airworthy"	NA	"hash-ek'manik"
"490"	"a"	"Aisle"	NA	"latyut"
"491"	"a"	"Akinesia"	NA	"fam-dvunel-nosh"
"492"	"a"	"Alabaster"	NA	"tanaf-kov; halihalu(anc.)"
"493"	"a"	"Alarm"	"n."	"vikaya(warning); vikayek(device)"
"494"	"a"	"Alarm clock"	NA	"vikayek-wak-vel"
"495"	"a"	"Alarmed"	"adj."	"pavikalik"
"496"	"a"	"Alate"	"adj."	"ralan-, ralanik"
"497"	"a"	"Albedo"	NA	"ha'gel-haulan-tavat"
"498"	"a"	"Albino"	"n."	"fam-kursu(sentient), fam-kurfa(non-sentient)"
"499"	"a"	"Albumin"	NA	"tesihk"
"500"	"a"	"Alchemical"	"adj."	"fmelaf-, fmelafik"
"501"	"a"	"Alchemist"	NA	"fmel(anc.)"
"502"	"a"	"Alchemy"	NA	"fmelaf(anc.)"
"503"	"a"	"Alcohol"	NA	"naliveh"
"504"	"a"	"Alcoholic"	"n."	"naliveh-tessausu"
"505"	"a"	"Alcoholism"	NA	"naliveh-tessaya"
"506"	"a"	"Ale"	NA	"eil, ei'uhl"
"507"	"a"	"Alee"	NA	"ri-salan-kharat"
"508"	"a"	"Alektorophobia"	NA	"tchihkuhn-pthak"
"509"	"a"	"Alert"	NA	"vikwam(n.), vikwam-tor(v.)"
"510"	"a"	"Alert status"	NA	"vikwam-nosh"
"511"	"a"	"Algae"	NA	"smollar"
"512"	"a"	"Algebra"	NA	"seht-su'us-ek'tal"
"513"	"a"	"Algebraic"	NA	"seht-su'us-, seht-su'usik"
"514"	"a"	"Algebraic curve"	NA	"seht-su'us-tsa"
"515"	"a"	"Algebraic function"	NA	"seht-su'us-kek"
"516"	"a"	"Algebraic number"	NA	"seht-su'us"
"517"	"a"	"Algicide"	NA	"smol-stau-tukh"
"518"	"a"	"Algology"	NA	"smol-tal"
"519"	"a"	"Algophobia"	NA	"kusut-pthak"
"520"	"a"	"Algorithm"	NA	"kilkau-torek"
"521"	"a"	"Alias"	NA	"riyeht-ahm"
"522"	"a"	"Alidade"	NA	"dah-glanekik pa'ash-pasu-skothonek"
"523"	"a"	"Alien"	NA	"akan|-|(adj.); akansu(n.)"
"524"	"a"	"Alien lifeform"	NA	"akan-ha-vel"
"525"	"a"	"Alienate"	NA	"akan-tor"
"526"	"a"	"Alienated"	"adj."	"akanal-, akanalik"
"527"	"a"	"Align"	"v."	"zehl-tor"
"528"	"a"	"Aligned"	"adj."	"zehlik"
"529"	"a"	"Aligned, to be"	NA	"puzehl-tor"
"530"	"a"	"Alignment"	NA	"zehl'es"
"531"	"a"	"Alike"	NA	"kahkwa(anc.)"
"532"	"a"	"Alimentary canal"	NA	"skaun-ek'ur"
"533"	"a"	"Alimentary system"	NA	"skaun-torektra"
"534"	"a"	"Aliquot"	NA	"tukh-nisauk pi'li-fal"
"535"	"a"	"Alive"	"adj."	"kaha'kiv-, kaha'kivik"
"536"	"a"	"Alkalemia"	NA	"pid-sovash-nosh"
"537"	"a"	"Alkali"	NA	"sovash"
"538"	"a"	"Alkali granite"	NA	"sovash-zasuhl"
"539"	"a"	"Alkali metals"	NA	"sovash-mokevlar"
"540"	"a"	"Alkaline"	NA	"sovash-, sovashik"
"541"	"a"	"Alkaline battery"	NA	"sovash-kipof"
"542"	"a"	"Alkaline earth metals"	NA	"sovash-solek-mokevlar"
"543"	"a"	"Alkalinity"	NA	"sovash'es"
"544"	"a"	"Alkalosis"	NA	"ritsuri-sovash-nosh"
"545"	"a"	"All"	NA	"ek(n.); ek'(prep.)"
"546"	"a"	"All of them"	NA	"ek'au"
"547"	"a"	"All of these"	NA	"ek'aifa"
"548"	"a"	"All of those"	NA	"ek'eifa"
"549"	"a"	"All of us"	NA	"ek'etek"
"550"	"a"	"All of you"	NA	"ek'dular"
"551"	"a"	"Allegiance"	NA	"pukrelkot"
"552"	"a"	"Allele"	NA	"tol-shid"
"553"	"a"	"Allelomorph"	NA	"tol-shid"
"554"	"a"	"Allergen"	NA	"tehn-folau-tukh"
"555"	"a"	"Allergic"	"adj."	"tehn-folaunik"
"556"	"a"	"Allergy"	NA	"tehn-folaya"
"557"	"a"	"Alley"	NA	"svayut"
"558"	"a"	"Alliance"	NA	"puk'aya"
"559"	"a"	"Alliumphobia"	NA	"gar'lihk-pthak"
"560"	"a"	"Allochthonous"	NA	"kitok-wilat-shidoralik"
"561"	"a"	"Allophone"	"linguistics"	"ralibi-vuhnaya"
"562"	"a"	"Allow"	NA	"kal-tor"
"563"	"a"	"Allowance"	"money"	"kalal-donku"
"564"	"a"	"Allowed"	"adj."	"kalal-, kalalik"
"565"	"a"	"Alloy"	"n."	"rish-mokev"
"566"	"a"	"Alluvial"	NA	"nu-tin-, nu-tinik"
"567"	"a"	"Alluvial deposit"	NA	"nu-tin-titaya"
"568"	"a"	"Alluvial fan"	NA	"nu-tin-sovek"
"569"	"a"	"Alluvial mining"	NA	"nu-tin-vanan"
"570"	"a"	"Alluvial placer"	NA	"ek'tukh-titaya t'nu-tin"
"571"	"a"	"Alluvial plain"	NA	"nu-tin-eiktra"
"572"	"a"	"Alluvium"	NA	"nu-tin |s'masu-titaya|"
"573"	"a"	"Ally"	"n."	"puk'ai'la"
"574"	"a"	"Almighty"	"adj."	"maut-lauyik"
"575"	"a"	"Almost"	NA	"siyah"
"576"	"a"	"Aloft"	NA	"abu'shi"
"577"	"a"	"Alogia"	NA	"pak t'stariben-kup'es"
"578"	"a"	"Alone"	NA	"sa'awek"
"579"	"a"	"Along"	"prep."	"bi'"
"580"	"a"	"Alopecia"	NA	"isachaya-pak"
"581"	"a"	"Alpha decay"	NA	"sih-nehaya"
"582"	"a"	"Alpha emitter"	NA	"sih-sayek"
"583"	"a"	"Alpha particle"	NA	"sih-pi'gal"
"584"	"a"	"Alpha radiation"	NA	"sih-saya"
"585"	"a"	"Alpha rays"	NA	"sih-zehllar"
"586"	"a"	"Alphabet"	NA	"ek'zuntra"
"587"	"a"	"Alpine"	"adj."	"pid-kunel-, pid-kunelik"
"588"	"a"	"Also"	NA	"isha"
"589"	"a"	"Altar"	NA	"oslauvoskaf"
"590"	"a"	"Alter"	NA	"rubitau"
"591"	"a"	"Alteration"	NA	"rubitaya"
"592"	"a"	"Alternate"	"v."	"krusitau"
"593"	"a"	"Alternate angle"	NA	"krusit-vulu"
"594"	"a"	"Alternate exterior angle"	NA	"krusit-si-vulu"
"595"	"a"	"Alternate interior angle"	NA	"krusit-tvi-vulu"
"596"	"a"	"Alternating current "	"AC"	"dah-kharat-katrom (DKhK)"
"597"	"a"	"Alternating series"	NA	"krusit-weizehl"
"598"	"a"	"Alternative medicine"	NA	"vath-has-tal"
"599"	"a"	"Alternator"	NA	"ek'ka-ferek"
"600"	"a"	"Although"	NA	"hemshin"
"601"	"a"	"Altimeter"	NA	"|sov-|pidek-thonek"
"602"	"a"	"Altitude"	NA	"|sov-|pidek"
"603"	"a"	"Altitude switch"	NA	"sov-pidek-dvelek"
"604"	"a"	"Altitude valve"	NA	"sov-pidek-spunek"
"605"	"a"	"Alto"	NA	"alto-, altoyik(adj.); alto(person)"
"606"	"a"	"Altocumulus"	"cloud"	"pid-tra-wan"
"607"	"a"	"Altophobia"	NA	"pidek-pthak"
"608"	"a"	"Altostratus"	"cloud"	"pid-tin-wan"
"609"	"a"	"Altricial"	NA	"gol-fam-pukeshtalik"
"610"	"a"	"Altruism"	NA	"vathu-tunan"
"611"	"a"	"Alula"	NA	"kar-nik-kidlar"
"612"	"a"	"Alumina"	NA	"eshu t'wan-tukh"
"613"	"a"	"Aluminum, Aluminium"	NA	"wan-tukh"
"614"	"a"	"Aluminum bronze"	NA	"wan-tukh-krish"
"615"	"a"	"Aluminum foil"	NA	"wan-tukh-thalv"
"616"	"a"	"Aluminum leaf"	NA	"wan-tukh-mor"
"617"	"a"	"Aluminum powder"	NA	"wan-tukh-grazhiv"
"618"	"a"	"Aluminum siding"	NA	"wan-tukhik vla-wein"
"619"	"a"	"Alveolitis"	NA	"esh-nala-yonshaya"
"620"	"a"	"Alveolus"	NA	"esh-nala"
"621"	"a"	"Always"	NA	"kwon-sum"
"622"	"a"	"Amalgam"	"chem."	"masumok-rish-mokev"
"623"	"a"	"Amastia"	NA	"fam-thak-nosh"
"624"	"a"	"Amateur"	NA	"riyigal-, riyigalik(adj.); riyigalsu(n.)"
"625"	"a"	"Amathophobia"	NA	"grazhiv-pthak"
"626"	"a"	"Amaxophobia"	NA	"pthak t'solektra-hali-faun"
"627"	"a"	"Amaze"	NA	"taurau"
"628"	"a"	"Amazed, to be"	NA	"putaurau"
"629"	"a"	"Amazement"	NA	"tauraya"
"630"	"a"	"Amazing"	NA	"taurauk"
"631"	"a"	"Amazonite"	NA	"ahmuh'zan-tukh"
"632"	"a"	"Ambassador"	NA	"kevet-dutar(TGV), kevetsu(MGV)"
"633"	"a"	"Amber"	NA	"puhku-kur(adj.); puhku(n.)"
"634"	"a"	"Ambient"	"adj."	"pa-nosh-, pa-noshik"
"635"	"a"	"Ambient noise"	NA	"pa-nosh-ralash"
"636"	"a"	"Ambient temperature"	NA	"pa-nosh-falek'es"
"637"	"a"	"Ambulance"	NA	"hasausu-hors-hali(horse-drawn), hasausu-hali(modern)"
"638"	"a"	"Ambulatory"	NA	"lates-kupik"
"639"	"a"	"Ambulophobia"	NA	"lates-pthak"
"640"	"a"	"Ambuscade"	"n."	"ip-nashiv"
"641"	"a"	"Ambush"	NA	"ip-nashiv(n.), ip-nashiv-tor(v.)"
"642"	"a"	"Amend"	NA	"tonahau"
"643"	"a"	"America"	NA	"Uhmerikuh"
"644"	"a"	"American"	NA	"uhmerikan-, uhmerikanik(adj.); uhmerikasu(person)"
"645"	"a"	"American Indian"	NA	"salat-uhmerikan-, salat-uhmerikanik(adj.); salat-uhmerikasu(n.)"
"646"	"a"	"Americium"	NA	"wuh-tukh"
"647"	"a"	"Amethyst"	NA	"gahv"
"648"	"a"	"Amid"	"prep."	"svi'"
"649"	"a"	"Amidships"	"adj."	"khihaliyanik"
"650"	"a"	"Amino acid"	NA	"sash t'ha-torek"
"651"	"a"	"Ammeter, Ampmeter"	NA	"norak-thonek"
"652"	"a"	"Ammonia"	NA	"reh-masuyu t'sov-tukh"
"653"	"a"	"Ammonium"	NA	"skrahk-tukh"
"654"	"a"	"Ammonium nitrate"	NA	"sov-reh-eshu t'skrahk-tukh"
"655"	"a"	"Ammonium perchlorate"	NA	"yonuk-lafu t'skrahk-tukh"
"656"	"a"	"Ammonium sulfate"	NA	"vlau-keh-eshu t'skrahk-tukh"
"657"	"a"	"Ammunition "	"ammo"	"pohsh-tukh"
"658"	"a"	"Amnesia"	NA	"ek'vokaya-pak"
"659"	"a"	"Amnesiphobia"	NA	"vokaya-pak-pthak"
"660"	"a"	"Amniocentesis"	NA	"sudef-masu-nisan"
"661"	"a"	"Amniotic fluid"	NA	"sudef-masu"
"662"	"a"	"Amniotic sac"	NA	"sudef-masu-sa'haf"
"663"	"a"	"Amoeba"	NA	"stanak"
"664"	"a"	"Amoebic dysentery"	NA	"stanakik rasah-masu-pekh"
"665"	"a"	"Among"	"prep."	"svi'"
"666"	"a"	"Among us"	NA	"akhlami"
"667"	"a"	"Among them"	NA	"ekhlami"
"668"	"a"	"Amorphous"	NA	"fam-shidik"
"669"	"a"	"Amount"	NA	"nosahp"
"670"	"a"	"Amp"	"ere"	"norak"
"671"	"a"	"Amperage"	NA	"norak'es"
"672"	"a"	"Amphibian"	"n."	"ulef-masu-aushfa"
"673"	"a"	"Amphibious"	NA	"ulef-masutik"
"674"	"a"	"Amphibious assault vehicle"	NA	"ulef-masutik nashiv-hali"
"675"	"a"	"Amphitheater"	NA	"wehk-isan-shi'torperan"
"676"	"a"	"Amphora"	NA	"am'fora, ahm'foruh |dah-kalukalik krizh'vi-vin-tuhlek|"
"677"	"a"	"Ample"	NA	"hiyuk"
"678"	"a"	"Amplifier"	NA	"ashenayek"
"679"	"a"	"Amplitude"	NA	"tsulaya"
"680"	"a"	"Amplitude distortion"	NA	"tsulau-saznek"
"681"	"a"	"Amplitude limiter"	NA	"tsulau-greyek"
"682"	"a"	"Amplitude modulation "	"AM"	"tsulau-nakihtilaya |TsN|"
"683"	"a"	"Amplitude peak"	NA	"tsulau-feh"
"684"	"a"	"Amp"	"o"	"has-mashek"
"685"	"a"	"Amputate"	NA	"sanesh-tor"
"686"	"a"	"Amputation"	NA	"sanesh"
"687"	"a"	"Amputee"	NA	"saneshal-veh"
"688"	"a"	"Amulet"	NA	"zaibihk"
"689"	"a"	"Amusement park"	NA	"kertra t'mihrsh-mutaya"
"690"	"a"	"Amychophobia"	NA	"thesh-pthak"
"691"	"a"	"Amyoplasia"	NA	"fam-dvunek-storaya"
"692"	"a"	"Amyotrophia, Amyotrophy"	NA	"dvunek-pak-nosh"
"693"	"a"	"Amylum"	"bot."	"|kas-|slok"
"694"	"a"	"Anabatic"	NA	"abu-dvun-, abu-dvunik"
"695"	"a"	"Anabatic wind"	NA	"|kunelik| abu-dvun-salan"
"696"	"a"	"Anabolic"	NA	"torvau-torik"
"697"	"a"	"Anabolism"	NA	"torvau-torek"
"698"	"a"	"Anadromous"	NA	"zalmatrupik"
"699"	"a"	"Anaerobe"	NA	"risov-ha-vel"
"700"	"a"	"Anaerobic"	NA	"risov-ladik"
"701"	"a"	"Anal"	NA	"pekh-razh-, pekh-razhik"
"702"	"a"	"Analgesic"	"n."	"kusut-nem-tukh"
"703"	"a"	"Analog"	"ue"	"elek-wak-vel"
"704"	"a"	"Analog"	"ue"	"vuhna-tum-vel"
"705"	"a"	"Analog"	"ue"	"vuhna-kapol"
"706"	"a"	"Analog"	"ue"	"vuhna-vipladayek"
"707"	"a"	"Analog"	"ue"	"vuhna-glantokaya"
"708"	"a"	"Analog"	"ue"	"karik elek-wak-vel"
"709"	"a"	"Analysis"	NA	"nisaya"
"710"	"a"	"Analyst"	NA	"nisausu"
"711"	"a"	"Analytic continuation"	NA	"nisau-fatoran"
"712"	"a"	"Analytic function"	NA	"nisau-kek"
"713"	"a"	"Analytic set"	NA	"nisau-eku"
"714"	"a"	"Analyze"	NA	"nisau"
"715"	"a"	"Anaphase"	NA	"toltra-dahsaya"
"716"	"a"	"Anaphylactic shock"	NA	"pid-folau-kolaya"
"717"	"a"	"Anarchism"	NA	"spanakhat-fam-dva"
"718"	"a"	"Anarchist"	NA	"spanakhat-fam-dvasu"
"719"	"a"	"Anarchy"	NA	"spanakhat-fam"
"720"	"a"	"Anatidaephobia"	NA	"glantaun-duhk-pthak"
"721"	"a"	"Anatomy"	"study"	"vukhut-tal"
"722"	"a"	"Ancestor"	NA	"orfikkesu(sentient), orfikkefa(non-sentient), orfikkevel(inanimate)"
"723"	"a"	"Ancestors"	NA	"orfikkel(anc.)"
"724"	"a"	"Ancestry"	NA	"orfiktra"
"725"	"a"	"Anchor"	NA	"mavohrek(n.); mavohrek-tor(v.)"
"726"	"a"	"Anchor ball"	NA	"fimavohrek-dukal"
"727"	"a"	"Anchor bend"	NA	"mavohrek-gor"
"728"	"a"	"Anchor cable"	NA	"mavohrek-elakh"
"729"	"a"	"Anchor chain"	NA	"mavohrek-naf-elakh(TGV), mavohrek-naflakh(MGV)"
"730"	"a"	"Anchor light"	NA	"fimavohrek-ha'gelet"
"731"	"a"	"Anchor locker"	NA	"mavohrek-tsorayek"
"732"	"a"	"Anchor watch"	NA	"mavohrekal-glantaya"
"733"	"a"	"Anchor windlass"	NA	"mavohrek-ashenayek"
"734"	"a"	"Anchorage"	NA	"shi'mavohrekan"
"735"	"a"	"Ancient"	"adj."	"ma'os|-|"
"736"	"a"	"Ancraophobia"	NA	"salan-pthak"
"737"	"a"	"And"	"conj."	"eh, heh"
"738"	"a"	"And/or"	"conj."	"il-eh"
"739"	"a"	"Andesite"	NA	"kraan-zul-tukh"
"740"	"a"	"Andiron"	NA	"yon-lapan-nentu"
"741"	"a"	"Andorian"	NA	"andor-, andorik(adj.); andorsu(person/language)"
"742"	"a"	"Androecious"	NA	"sa-gohik"
"743"	"a"	"Androecium"	NA	"sa-svai-krus"
"744"	"a"	"Androgen"	NA	"dau-tukh t'sa-noshtra"
"745"	"a"	"Androgynous"	NA	"on-noshtra-mayik"
"746"	"a"	"Android"	NA	"sutorsu"
"747"	"a"	"Androphobia"	NA	"sasu-pthak"
"748"	"a"	"Androphilia"	NA	"nasa-ashaya"
"749"	"a"	"Anemia"	NA	"fam-khaf-meil |svi'hasular k'yon-khaf-nalalar|"
"750"	"a"	"Anemometer"	NA	"salan-thonek"
"751"	"a"	"Anemophily"	NA	"k'salan-vikantaya"
"752"	"a"	"Anemophobia"	NA	"salan-pthak"
"753"	"a"	"Aneroid barometer"	NA	"dvunek-elekik sov-vihish-thonek"
"754"	"a"	"Anesthesiologist"	NA	"kashan-nesu"
"755"	"a"	"Anesthesiology"	NA	"kashan-ne-tal"
"756"	"a"	"Anesthetic"	NA	"kashan-ne-meil"
"757"	"a"	"Aneurysm"	NA	"khaf-mev-eikan"
"758"	"a"	"Angel"	NA	"eindzhuhl(VTW), ha'su(usage other than Terran idea)"
"759"	"a"	"Anger"	NA	"reshan(n.), resha(v.)"
"760"	"a"	"Angiologist"	NA	"vukhut-mevsu"
"761"	"a"	"Angiology"	NA	"vukhut-mev-tal"
"762"	"a"	"Angiosperm"	NA	"wein-nei-kastik"
"763"	"a"	"Angle"	"n."	"vulu"
"764"	"a"	"Angle bracket"	NA	"vulu-mad"
"765"	"a"	"Angle gauge"	NA	"vulu-mik-yal"
"766"	"a"	"Angle iron"	NA	"vulu-vel"
"767"	"a"	"Angle of approach"	NA	"betau-vulu"
"768"	"a"	"Angle of arrival"	NA	"lasha-vulu"
"769"	"a"	"Angle of attack"	"aero."	"hash-vulu"
"770"	"a"	"Angle of deflection"	NA	"sakwitau-vulu"
"771"	"a"	"Angle of departure"	NA	"trasha-vulu"
"772"	"a"	"Angle of deviation"	NA	"tekeret-vulu"
"773"	"a"	"Angle of friction"	NA	"tetalau-vulu"
"774"	"a"	"Angle of heel"	NA	"galat-vulu"
"775"	"a"	"Angle of incidence"	NA	"skonn-tev-vulu"
"776"	"a"	"Angle of reflection"	NA	"haul-vulu"
"777"	"a"	"Angle of refraction"	NA	"ha'zehl-vulau-vulu"
"778"	"a"	"Angle of repose"	NA	"ek'an-tuh-vulu"
"779"	"a"	"Angle of roll"	NA	"padukau-vulu"
"780"	"a"	"Angle of slide"	NA	"tuh-tev-vulu"
"781"	"a"	"Angle of stall"	NA	"ek'an-hash-vulu"
"782"	"a"	"Angle of view"	NA	"zan-vulu"
"783"	"a"	"Angle valve"	NA	"vulu-spunek"
"784"	"a"	"Anglesite"	NA	"vlau-keh-eshu t'ras-tukh"
"785"	"a"	"Anglophilia"	NA	"Engluhnd-ashaya"
"786"	"a"	"Anglophile"	NA	"Engluhnd-ashausu"
"787"	"a"	"Anglophobia"	NA	"Engluhnd-pthak"
"788"	"a"	"Angrophobia"	NA	"reshnek-pthak"
"789"	"a"	"Angry"	NA	"reshnek|-|(anc.)"
"790"	"a"	"Anguish"	NA	"thonaya(n.), thonau(v.)"
"791"	"a"	"Anguished"	"adj."	"thonalik"
"792"	"a"	"Angular acceleration"	NA	"vukharat-sahraya"
"793"	"a"	"Angular divergence"	NA	"vukharat-sataya"
"794"	"a"	"Angular frequency"	NA	"vukharat-vakav'es"
"795"	"a"	"Angular momentum"	NA	"vukharat-dvunelinak"
"796"	"a"	"Angular velocity"	NA	"vukharat-threshan"
"797"	"a"	"Anhydrous"	"adj."	"fam-masupik"
"798"	"a"	"Animal"	NA	"aushfamaluhr(adj.); aushfa(n.)"
"799"	"a"	"Animal husbandry"	NA	"aushfa-palutunatra"
"800"	"a"	"Animate"	"v."	"ha'vitor"
"801"	"a"	"Animation"	NA	"ha'vitoran"
"802"	"a"	"Animism"	NA	"ek'pa'kiv-dva"
"803"	"a"	"Animist"	NA	"ek'pa'kiv-dvasu"
"804"	"a"	"Anion"	NA	"u'rak-falun-krus"
"805"	"a"	"Ankle"	NA	"mal-nik"
"806"	"a"	"Ankle bone"	NA	"mal-nik-hinek"
"807"	"a"	"Anklet"	NA	"mal-nik-pakuv"
"808"	"a"	"Anneal"	"v."	"kwoshau"
"809"	"a"	"Annealing"	"v."	"kwoshaya"
"810"	"a"	"Annihilate"	NA	"nitozhau"
"811"	"a"	"Annihilation"	NA	"nitozhaya"
"812"	"a"	"Anniversary"	NA	"tevun-pudorilaya"
"813"	"a"	"Anno Domini "	"A.D."	"Tevun t'Iyi-Nuhs |TIN|"
"814"	"a"	"Announce"	NA	"sastariben"
"815"	"a"	"Annoy"	NA	"iksevau"
"816"	"a"	"Annoyed"	"adj."	"iksevaul-, iksevaulik"
"817"	"a"	"Annoying"	"adj."	"iksevaun-, iksevaunik"
"818"	"a"	"Annual"	"adj."	"tevun-, tevunik; kanok-tevunik(yearly); wuh-tevunik(bot.)"
"819"	"a"	"Annual event"	NA	"kanok-tevunik pavek"
"820"	"a"	"Annual ring"	NA	"tevun-pakuv"
"821"	"a"	"Anode"	NA	"a'rak-narafek"
"822"	"a"	"Anomalous"	NA	"flekh-, flekhik"
"823"	"a"	"Anomaly"	NA	"flekh'es"
"824"	"a"	"Anonymous"	NA	"riahman-, riahmanik"
"825"	"a"	"Anorchia"	NA	"fam-sakal-nosh"
"826"	"a"	"Anosmia"	NA	"fam-fnish-nosh"
"827"	"a"	"Another"	NA	"wuh'ashiv|-|"
"828"	"a"	"Anovulation"	NA	"fam-yukaya"
"829"	"a"	"Anoxia"	NA	"fam-esh-tukh"
"830"	"a"	"Anoxic"	NA	"esh-tukh-famik"
"831"	"a"	"Answer"	NA	"kilko|-srashiv|(n.), kilko-tor(v.)"
"832"	"a"	"Answered, to be"	NA	"pukilko-tor"
"833"	"a"	"Answering machine"	NA	"kilko-el'mish"
"834"	"a"	"Antacid"	NA	"tehn-sash-meil"
"835"	"a"	"Antagonism"	NA	"mulut'es"
"836"	"a"	"Antagonistic"	NA	"mulutik"
"837"	"a"	"Antagonize"	NA	"mulut-tor"
"838"	"a"	"Antarctic Circle"	NA	"Ir-Khu'rak Da-Kuv, Ahnt'ark'tik Da-Kuv"
"839"	"a"	"Antenna"	NA	"kash-gel"
"840"	"a"	"Antenna dish"	NA	"kash-gel-va'er"
"841"	"a"	"Antenna effect"	NA	"kash-gel-daya"
"842"	"a"	"Antenna fairing"	NA	"kash-gel-wein"
"843"	"a"	"Antenna feeder"	NA	"kash-gel-elakh"
"844"	"a"	"Antenna field"	NA	"kash-gel-vunai"
"845"	"a"	"Antenna grid"	NA	"kash-gel-vis"
"846"	"a"	"Antenna housing"	NA	"kash-gel-kelyu"
"847"	"a"	"Antenna impedance"	NA	"kash-gel-rasnertaya"
"848"	"a"	"Antenna resistance"	NA	"kash-gel-tehnaya"
"849"	"a"	"Anterior"	NA	"khom'rak-, khom'rakik"
"850"	"a"	"Anthelion"	NA	"mesyut-yel|-stivan|"
"851"	"a"	"Anther"	NA	"lesh-patam t'kas-sa-nei"
"852"	"a"	"Antheridium"	NA	"sa-guv-nafek t'ek'os-kastiklar"
"853"	"a"	"Antherocyte"	NA	"rivinik kas-sa-nei t'ek'os-kastiklar"
"854"	"a"	"Antherozoid"	NA	"kas-sa-nei t'ek'os-kastiklar"
"855"	"a"	"Anthesis"	NA	"svai-tu'ashya-wak"
"856"	"a"	"Anthocyanin"	NA	"yar-gahv-kurek"
"857"	"a"	"Anthology"	NA	"tersh-dunap"
"858"	"a"	"Anthracite"	NA	"lerash-kastik-kov"
"859"	"a"	"Anthrophobia"	NA	"svai-pthak"
"860"	"a"	"Anthropoid"	NA	"ek'su-eip-, ek'su-eipik(adj.); ek'su-eip-hasu(n.)"
"861"	"a"	"Anthropologist"	NA	"komihn-talsu"
"862"	"a"	"Anthropology"	NA	"komihn-tal"
"863"	"a"	"Anti-aircraft artillery "	"AAA"	"tehn-sov-haliyik pohshaituneya"
"864"	"a"	"Anti-aircraft battery"	NA	"tehn-sov-haliyik pohshaikebi"
"865"	"a"	"Anti-aircraft missile"	NA	"tehn-sov-haliyik yon-kliton"
"866"	"a"	"Anti-aircraft weapon"	NA	"tehn-sov-haliyik wun"
"867"	"a"	"Anti-collision beacon"	NA	"tehn-terkwul-glaribek"
"868"	"a"	"Anti-collision lights"	NA	"tehn-terkwul-ha'gellar"
"869"	"a"	"Anti-gravity unit "	"anti-grav"	"tehn-nu-seshanek"
"870"	"a"	"Anti-ship missile"	NA	"tehn-masu-haliyik yon-kliton"
"871"	"a"	"Anti-theft system"	NA	"tehn-vazgaya-torektra"
"872"	"a"	"Antibaryon"	NA	"tehn-pu'gal"
"873"	"a"	"Antibiotic"	"n."	"tehn-talvot|-tukh|"
"874"	"a"	"Antibody"	NA	"fosh-galutravek"
"875"	"a"	"Anticline"	NA	"abru-spis"
