"FRST_LETTER"	"vulcan"	"variety"	"pos"	"croftian_crossling_concepts"	"fse"
"300"	"b"	"Bek "	"MGV"	"n."	"OBJ.CONC"	"wait"
"301"	"b"	"Bek-tor "	"MGV"	"v."	"ACT.CONC"	"wait"
"302"	"b"	"Belaar "	"NGS"	"n."	"OBJ.CONC"	"Summer (season)"
"303"	"b"	"Belk"	"anc."	"n."	"OBJ.CONC"	"scout"
"304"	"b"	"Ben "	"MGV"	"pron."	"OBJ.CONC"	"to us"
"305"	"b"	"Ben-gun "	"anc."	"n."	"OBJ.CONC"	"therapy"
"306"	"b"	"Bes "	"MGV"	"n."	"OBJ.CONC"	"drawing"
"307"	"b"	"Bes-tor "	"MGV"	"v."	"ACT.CONC"	"draw"
"308"	"b"	"Besan "	"MGV"	"n."	"OBJ.CONC"	"chart, map, plot"
"309"	"b"	"Besan-tanaf "	"MGV"	"n."	"OBJ.CONC"	"cartography"
"310"	"b"	"Besau "	"MGV"	"v."	"ACT.CONC"	"chart, map, plot"
"311"	"b"	"Besayek "	"MGV"	"n."	"OBJ.CONC"	"plotter"
"312"	"b"	"Besu "	"MGV"	"n."	"OBJ.CONC"	"companion"
"313"	"b"	"Besu'es "	"MGV"	"n."	"OBJ.CONC"	"companionship"
"314"	"b"	"Betau "	"MGV"	"v."	"ACT.CONC"	"approach, near"
"315"	"b"	"Bezhun "	"MGV"	"n."	"OBJ.CONC"	"eye, oculus"
"316"	"b"	"Bezhun-hassu "	"MGV"	"n."	"OBJ.CONC"	"ophtalmologist"
"317"	"b"	"Bezhun-isach "	"MGV"	"n."	"OBJ.CONC"	"eyelash"
"318"	"b"	"Bezhun-kal "	"MGV"	"n."	"OBJ.CONC"	"eyeball"
"319"	"b"	"Bezhun-masu "	"MGV"	"n."	"OBJ.CONC"	"tears (multiple drops)"
"320"	"b"	"Bezhun-masu-mev "	"MGV"	"n."	"OBJ.CONC"	"lacrimal duct, tear duct"
"321"	"b"	"Bezhun-ripa'shaya "	"MGV"	"n."	"OBJ.CONC"	"cataract"
"322"	"b"	"Bezhun-tal "	"MGV"	"n."	"OBJ.CONC"	"ophtalmology"
"323"	"b"	"Bezhun-thek "	"MGV"	"n."	"OBJ.CONC"	"tear (a single drop)"
"324"	"b"	"Bezhun-wadi "	"MGV"	"n."	"OBJ.CONC"	"cornea"
"325"	"b"	"Bezhun-wan "	"MGV"	"n."	"OBJ.CONC"	"sclera"
"326"	"b"	"Bezhun-zehl "	"MGV"	"n."	"OBJ.CONC"	"eyebrow"
"327"	"b"	"Bi' "	"MGV"	"prep."	"SITU.MOD"	"along"
"328"	"b"	"Bif-, Bifik "	"MGV"	"adj."	"PROP.CONC"	"sure"
"329"	"b"	"Bikuv "	"MGV"	"n."	"OBJ.CONC"	"picture"
"330"	"b"	"Bikuv-kitaun "	"MGV"	"n."	"OBJ.CONC"	"hieroglyphic (writing)"
"331"	"b"	"Bishau "	"MGV"	"v."	"ACT.CONC"	"swarm, teem"
"332"	"b"	"Bladzh "	"MGV"	"n."	"OBJ.CONC"	"camp"
"333"	"b"	"Bladzh-yon "	"MGV"	"n."	"OBJ.CONC"	"campfire"
"334"	"b"	"Bling "	"MGV"	"n."	"OBJ.CONC"	"cymbal"
"335"	"b"	"Bohrau "	"MGV"	"v."	"ACT.CONC"	"cure"
"336"	"b"	"Bol-, Bolik "	"MGV"	"adj."	"PROP.CONC"	"critical, vital"
"337"	"b"	"Bol-falek'es "	"MGV"	"n."	"OBJ.CONC"	"critical temperature"
"338"	"b"	"Bol-mog'es "	"MGV"	"n."	"OBJ.CONC"	"critical volume"
"339"	"b"	"Bol-shivak "	"MGV"	"n."	"OBJ.CONC"	"critical mass"
"340"	"b"	"Bol-sov-masu'es "	"MGV"	"n."	"OBJ.CONC"	"critical humidity"
"341"	"b"	"Bol-suk'es "	"MGV"	"n."	"OBJ.CONC"	"critical size"
"342"	"b"	"Bol-tav "	"MGV"	"n."	"OBJ.CONC"	"critical rate"
"343"	"b"	"Bol-threshan "	"MGV"	"n."	"OBJ.CONC"	"critical speed"
"344"	"b"	"Bol-toruk'es "	"MGV"	"n."	"OBJ.CONC"	"critical voltage"
"345"	"b"	"Bol-vakav'es "	"MGV"	"n."	"OBJ.CONC"	"critical frequency"
"346"	"b"	"Bol-vihish "	"MGV"	"n."	"OBJ.CONC"	"critical pressure"
"347"	"b"	"Bol-vulu "	"MGV"	"n."	"OBJ.CONC"	"critical angle"
"348"	"b"	"Bolau "	"MGV"	"v."	"ACT.CONC"	"need"
"349"	"b"	"Bolaya "	"MGV"	"n."	"OBJ.CONC"	"need"
"350"	"b"	"Bolaya-, Bolayatik "	"MGV"	"adj."	"PROP.CONC"	"essential"
"351"	"b"	"Bosh|-| "	"MGV"	"adj."	"PROP.CONC"	"full"
"352"	"b"	"Bosh-khaf-masu "	"MGV"	"n."	"OBJ.CONC"	"plasma"
"353"	"b"	"Boshak "	"MGV"	"n."	"OBJ.CONC"	"filling"
"354"	"b"	"Boshau "	"MGV"	"v."	"ACT.CONC"	"fill"
"355"	"b"	"Bov "	"MGV"	"n."	"OBJ.CONC"	"average"
"356"	"b"	"Bov-, Bovik "	"MGV"	"adj."	"PROP.CONC"	"average"
"357"	"b"	"Bov-tor "	"MGV"	"v."	"ACT.CONC"	"average"
"358"	"b"	"Brag "	"MGV"	"n."	"OBJ.CONC"	"crypt, tomb"
"359"	"b"	"Bral-tukh "	"MGV"	"n."	"OBJ.CONC"	"gallium"
"360"	"b"	"Brash'es "	"MGV"	"n."	"OBJ.CONC"	"fecundity"
"361"	"b"	"Breth-tukh "	"MGV"	"n."	"OBJ.CONC"	"praseodymium"
"362"	"b"	"Bru "	"MGV"	"n."	"OBJ.CONC"	"lip"
"363"	"b"	"Bru-yonshaya "	"MGV"	"n."	"OBJ.CONC"	"cheilitis"
"364"	"b"	"Bruhd "	"MGV"	"n."	"OBJ.CONC"	"caterpillar"
"365"	"b"	"Budda-dva "	"MGV"	"n."	"OBJ.CONC"	"Buddhism"
"366"	"b"	"Budda-dvasu "	"MGV"	"n."	"OBJ.CONC"	"Buddhist"
"367"	"b"	"Buhfik "	"MGV"	"adj."	"PROP.CONC"	"perfect"
"368"	"b"	"Buhl'es "	"MGV"	"n."	"OBJ.CONC"	"enthusiasm"
"369"	"b"	"Buhl-, Buhlik "	"MGV"	"adj."	"PROP.CONC"	"enthusiastic"
"370"	"b"	"Buhn "	"MGV"	"n."	"OBJ.CONC"	"coin"
"371"	"b"	"Buk "	"MGV"	"n."	"OBJ.CONC"	"fate, destiny"
"372"	"b"	"Bulom-tukh "	"MGV"	"n."	"OBJ.CONC"	"molybdenum"
"373"	"b"	"Bureki "	"anc."	"n."	"OBJ.CONC"	"a volcanic stone used for construction"
"374"	"b"	"Burun "	"MGV"	"n."	"OBJ.CONC"	"crisis"
"375"	"b"	"Burun-, Burunik "	"MGV"	"adj."	"PROP.CONC"	"critical (in a crisis)"
"376"	"b"	"Burun-palutun-flanapausu "	"MGV"	"n."	"OBJ.CONC"	"critical care specialist"
"377"	"b"	"Burun-palutun-hassu "	"MGV"	"n."	"OBJ.CONC"	"critical care doctor"
"378"	"b"	"Burun-palutun-shal "	"MGV"	"n."	"OBJ.CONC"	"critical care unit"
"379"	"b"	"Burun-palutun-shi'has "	"MGV"	"n."	"OBJ.CONC"	"critical care center"
"380"	"b"	"Burun-palutunik has-golsu "	"MGV"	"n."	"OBJ.CONC"	"critical care nurse"
"381"	"b"	"Busnem "	"MGV"	"n."	"OBJ.CONC"	"abortion"
"382"	"b"	"Busnem-tor "	"MGV"	"v."	"ACT.CONC"	"abort"
"383"	"d"	"D'mallu "	"NGS"	"n."	"OBJ.CONC"	"large, carnivorous Vulcan plant"
"384"	"d"	"D'oh-tor "	"MGV"	"v."	"ACT.CONC"	"confuse, perplex, puzzle"
"385"	"d"	"D'ohan "	"MGV"	"n."	"OBJ.CONC"	"confusion, perplexity, puzzlement"
"386"	"d"	"D'ohik "	"MGV"	"adj."	"PROP.CONC"	"confused, perplexed, puzzled"
"387"	"d"	"Da "	"MGV"	"n."	"OBJ.CONC"	"pebble"
"388"	"d"	"Da'Nikhirch"	"NGS"	"n."	"OBJ.CONC"	"Eye of Fire, Fire-Eye,ie.the Vulcan Sun"
"389"	"d"	"Da-fek "	"MGV"	"n."	"OBJ.CONC"	"axle"
"390"	"d"	"Da-kuv "	"MGV"	"n."	"OBJ.CONC"	"circle"
"391"	"d"	"Da-kuv-falek'es "	"MGV"	"n."	"OBJ.CONC"	"convection"
"392"	"d"	"Da-kuvau "	"MGV"	"v."	"ACT.CONC"	"circulate"
"393"	"d"	"Da-kuvau-katrom "	"MGV"	"n."	"OBJ.CONC"	"circulating current"
"394"	"d"	"Da-kuvau-spol "	"MGV"	"n."	"OBJ.CONC"	"circulating pump"
"395"	"d"	"Da-kuvau-torektra "	"MGV"	"n."	"OBJ.CONC"	"circulatory system"
"396"	"d"	"Da-kuvaya "	"MGV"	"n."	"OBJ.CONC"	"circulation"
"397"	"d"	"Da-kuvayek "	"MGV"	"n."	"OBJ.CONC"	"circulator"
"398"	"d"	"Da-nel "	"MGV"	"n."	"OBJ.CONC"	"cycle"
"399"	"d"	"Da-nel-, Da-nelik "	"MGV"	"adj."	"PROP.CONC"	"cyclic"
"400"	"d"	"Da-rala-hali, Da-rala-hashek "	"MGV"	"n."	"OBJ.CONC"	"helicopter"
"401"	"d"	"Da-sfek "	"MGV"	"n."	"OBJ.CONC"	"axis"
"402"	"d"	"Da-sfek-lerakovayek "	"MGV"	"n."	"OBJ.CONC"	"axial compressor"
"403"	"d"	"Da-sfek-mishu "	"MGV"	"n."	"OBJ.CONC"	"axial engine"
"404"	"d"	"Da-sfek-tavat "	"MGV"	"n."	"OBJ.CONC"	"axial ratio"
"405"	"d"	"Da-sfek-vukharat "	"MGV"	"n."	"OBJ.CONC"	"axial vector"
"406"	"d"	"Da-sfek-yumaya "	"MGV"	"n."	"OBJ.CONC"	"axial flow"
"407"	"d"	"Da-skramek "	"MGV"	"n."	"OBJ.CONC"	"lathe"
"408"	"d"	"Da-tor "	"MGV"	"v."	"ACT.CONC"	"rotate, turn"
"409"	"d"	"Dafel "	"MGV"	"n."	"OBJ.CONC"	"pelvis"
"410"	"d"	"Dafel-, Dafelik "	"MGV"	"adj."	"PROP.CONC"	"pelvic"
"411"	"d"	"Dah'es "	"MGV"	"n."	"OBJ.CONC"	"duality"
"412"	"d"	"Dah-glan "	"MGV"	"n."	"OBJ.CONC"	"double vision, diplopia"
"413"	"d"	"Dah-guv-, Dah-guvik "	"MGV"	"adj."	"PROP.CONC"	"bisexual"
"414"	"d"	"Dah-halek "	"MGV"	"n."	"OBJ.CONC"	"bicycle"
"415"	"d"	"Dah-ketil "	"MGV"	"n."	"OBJ.CONC"	"double integral"
"416"	"d"	"Dah-kharat-, Dah-kharatik "	"MGV"	"adj."	"PROP.CONC"	"bidirectional"
"417"	"d"	"Dah-kharat-katrom (DKhK)"	"MGV"	"n."	"OBJ.CONC"	"alternating current (AC)"
"418"	"d"	"Dah-kiht "	"MGV"	"n."	"OBJ.CONC"	"binary code"
"419"	"d"	"Dah-kulan "	"MGV"	"n."	"OBJ.CONC"	"double helix"
"420"	"d"	"Dah-lan-tol "	"MGV"	"n."	"OBJ.CONC"	"double floor"
"421"	"d"	"Dah-leh "	"MGV"	"num."	"SELEC.MOD"	"twenty"
"422"	"d"	"Dah-leh'rak, dah-lehr- "	"MGV"	"adj."	"PROP.CONC"	"twentieth"
"423"	"d"	"Dah-leh'veh "	"MGV"	"n."	"OBJ.CONC"	"twentieth"
"424"	"d"	"Dah-mashek "	"MGV"	"n."	"OBJ.CONC"	"emulsifier"
"425"	"d"	"Dah-masu-tukh "	"MGV"	"n."	"OBJ.CONC"	"deuterium"
"426"	"d"	"Dah-mavaya "	"MGV"	"n."	"OBJ.CONC"	"duet"
"427"	"d"	"Dah-narafek "	"MGV"	"n."	"OBJ.CONC"	"diode"
"428"	"d"	"Dah-pim-folayek "	"MGV"	"n."	"OBJ.CONC"	"dilithium reactor"
"429"	"d"	"Dah-pim-tukh "	"MGV"	"n."	"OBJ.CONC"	"dilithium"
"430"	"d"	"Dah-pim-viskulan "	"MGV"	"n."	"OBJ.CONC"	"dilithium matrix"
"431"	"d"	"Dah-rala-, Dah-ralaik "	"MGV"	"adj."	"PROP.CONC"	"dipterous"
"432"	"d"	"Dah-ralash-vel "	"MGV"	"n."	"OBJ.CONC"	"diphthong"
"433"	"d"	"Dah-sashavaya "	"MGV"	"n."	"OBJ.CONC"	"double exposure"
"434"	"d"	"Dah-shivaya "	"MGV"	"n."	"OBJ.CONC"	"paraplegia"
"435"	"d"	"Dah-stonn-pi'sef |t'shahov| "	"MGV"	"n."	"OBJ.CONC"	"beach cusp"
"436"	"d"	"Dah-stonn-sef "	"MGV"	"n."	"OBJ.CONC"	"barchan"
"437"	"d"	"Dah-svep "	"MGV"	"n."	"OBJ.CONC"	"double door"
"438"	"d"	"Dah-svin "	"MGV"	"n."	"OBJ.CONC"	"double entry"
"439"	"d"	"Dah-temok "	"MGV"	"n."	"OBJ.CONC"	"double wall, double bulkhead"
"440"	"d"	"Dah-tukh "	"MGV"	"n."	"OBJ.CONC"	"curium"
"441"	"d"	"Dah-vla-, Dah-vlaik "	"MGV"	"adj."	"PROP.CONC"	"bilateral"
"442"	"d"	"Dah-vukh "	"MGV"	"n."	"OBJ.CONC"	"double hull"
"443"	"d"	"Dah-wak "	"MGV"	"adv."	"ACT.CONC.MOD"	"twice"
"444"	"d"	"Dah-weizehl "	"MGV"	"n."	"OBJ.CONC"	"double series"
"445"	"d"	"Dah-wek-, Dah-wekik "	"MGV"	"adj."	"PROP.CONC"	"diphasic"
"446"	"d"	"Dah-yel "	"MGV"	"n."	"OBJ.CONC"	"binary star"
"447"	"d"	"Dah-zalu "	"MGV"	"n."	"OBJ.CONC"	"coenzyme"
"448"	"d"	"Dah-zamasu "	"MGV"	"n."	"OBJ.CONC"	"double agent"
"449"	"d"	"Dah-zan-vel "	"MGV"	"n."	"OBJ.CONC"	"binoculars"
"450"	"d"	"Dah-zun "	"MGV"	"n."	"OBJ.CONC"	"digraph"
"451"	"d"	"Dahal-tor "	"MGV"	"v."	"ACT.CONC"	"go around"
"452"	"d"	"Dahek "	"MGV"	"n."	"OBJ.CONC"	"duo"
"453"	"d"	"Dahkvalu "	"MGV"	"n."	"OBJ.CONC"	"parabola"
"454"	"d"	"Dahl-tor "	"MGV"	"v."	"ACT.CONC"	"detach, disengage"
"455"	"d"	"Dahli "	"MGV"	"prep."	"SITU.MOD"	"apart"
"456"	"d"	"Dahli-nesh-tor "	"MGV"	"v."	"ACT.CONC"	"dissect"
"457"	"d"	"Dahli-neshan "	"MGV"	"n."	"OBJ.CONC"	"dissection"
"458"	"d"	"Dahpul-vo'ihn "	"MGV"	"n."	"OBJ.CONC"	"quadratic equation"
"459"	"d"	"Dahr-, Dahrik "	"MGV"	"adj."	"PROP.CONC"	"second, secondary"
"460"	"d"	"Dahs-da-kuv "	"MGV"	"n."	"OBJ.CONC"	"equator"
"461"	"d"	"Dahsau "	"MGV"	"v."	"ACT.CONC"	"divide"
"462"	"d"	"Dahsau-nosahp "	"MGV"	"n."	"OBJ.CONC"	"quotient"
"463"	"d"	"Dahsaya "	"MGV"	"n."	"OBJ.CONC"	"divide, division"
"464"	"d"	"Dahshau "	"MGV"	"v."	"ACT.CONC"	"separate"
"465"	"d"	"Dahshaya "	"MGV"	"n."	"OBJ.CONC"	"separation"
"466"	"d"	"Dahsu'us "	"MGV"	"n."	"OBJ.CONC"	"binomial"
"467"	"d"	"Dahtau "	"MGV"	"v."	"ACT.CONC"	"double"
"468"	"d"	"Dailissak "	"MGV"	"n."	"OBJ.CONC"	"adventure"
"469"	"d"	"Dakh"	"anc."	"v."	"ACT.CONC"	"cast out, evict, expel, toss out"
"470"	"d"	"Dakh-ha'tanaya "	"MGV"	"n."	"OBJ.CONC"	"luminescence"
"471"	"d"	"Dan "	"MGV"	"n."	"OBJ.CONC"	"rotation, turn"
"472"	"d"	"Dan-, Danik "	"MGV"	"adj."	"DEG.MOD"	"most"
"473"	"d"	"Dan-fa-, Dan-faik "	"MGV"	"adj."	"DEG.MOD"	"foremost"
"474"	"d"	"Dan-glu|-| "	"MGV"	"adj."	"DEG.MOD"	"deepest"
"475"	"d"	"Dan-has-bosh "	"MGV"	"adj."	"DEG.MOD"	"sickest"
"476"	"d"	"Dan-karik "	"MGV"	"adj."	"DEG.MOD"	"strongest"
"477"	"d"	"Dan-klon|-| "	"MGV"	"adj."	"DEG.MOD"	"smartest"
"478"	"d"	"Dan-kobat|-| "	"MGV"	"adj."	"DEG.MOD"	"weakest"
"479"	"d"	"Dan-lerash|-| "	"MGV"	"adj."	"DEG.MOD"	"hardest (least soft)"
"480"	"d"	"Dan-nu'ri|-| "	"MGV"	"adj."	"DEG.MOD"	"youngest"
"481"	"d"	"Dan-nuk|-| "	"MGV"	"adj."	"DEG.MOD"	"lowest"
"482"	"d"	"Dan-os|-| "	"MGV"	"adj."	"DEG.MOD"	"oldest"
"483"	"d"	"Dan-pid|-| "	"MGV"	"adj."	"DEG.MOD"	"highest"
"484"	"d"	"Dan-ras|-| "	"MGV"	"adj."	"DEG.MOD"	"heaviest"
"485"	"d"	"Dan-rom|-| "	"MGV"	"adj."	"DEG.MOD"	"best"
"486"	"d"	"Dan-runemek "	"MGV"	"n."	"OBJ.CONC"	"clutch"
"487"	"d"	"Dan-sahr-, Dan-sahris "	"MGV"	"adj."	"DEG.MOD"	"fastest, quickest"
"488"	"d"	"Dan-slu-, Dan-sluk "	"MGV"	"adj."	"DEG.MOD"	"freshest"
"489"	"d"	"Dan-ta'hal|-| "	"MGV"	"adj."	"DEG.MOD"	"lightest (least heavy)"
"490"	"d"	"Dan-thel-, Dan-thelik "	"MGV"	"adj."	"DEG.MOD"	"fattest"
"491"	"d"	"Dan-vohr-, Dan-vohris "	"MGV"	"adj."	"DEG.MOD"	"slowest"
"492"	"d"	"Dan-wonil|-| "	"MGV"	"adj."	"DEG.MOD"	"thinnest"
"493"	"d"	"Danan "	"MGV"	"n."	"OBJ.CONC"	"majority"
"494"	"d"	"Danau "	"MGV"	"v."	"ACT.CONC"	"explain"
"495"	"d"	"Danau-dunap "	"MGV"	"n."	"OBJ.CONC"	"encyclopedia"
"496"	"d"	"Dap "	"MGV"	"n."	"OBJ.CONC"	"mercy"
"497"	"d"	"Dap-lan-pa "	"MGV"	"n."	"OBJ.CONC"	"children's game similar to Mercy or Uncle"
"498"	"d"	"Dash "	"MGV"	"n."	"OBJ.CONC"	"injury"
"499"	"d"	"Dash-tor "	"MGV"	"v."	"ACT.CONC"	"injure"
"500"	"d"	"Datau "	"MGV"	"v."	"ACT.CONC"	"propel"
"501"	"d"	"Datau-tukh "	"MGV"	"n."	"OBJ.CONC"	"propellant"
"502"	"d"	"Dataya "	"MGV"	"n."	"OBJ.CONC"	"propulsion"
"503"	"d"	"Datayek "	"MGV"	"n."	"OBJ.CONC"	"propeller"
"504"	"d"	"Dator "	"MGV"	"v."	"ACT.CONC"	"prepare"
"505"	"d"	"Dau "	"MGV"	"v."	"ACT.CONC"	"affect"
"506"	"d"	"Dau-bosh "	"MGV"	"adj."	"PROP.CONC"	"effective"
"507"	"d"	"Dau-tukh "	"MGV"	"n."	"OBJ.CONC"	"hormone"
"508"	"d"	"Dawan "	"anc."	"n."	"OBJ.CONC"	"a person who cannot be counted on"
"509"	"d"	"Daya "	"MGV"	"n."	"OBJ.CONC"	"effect"
"510"	"d"	"Def "	"MGV"	"n."	"OBJ.CONC"	"batch"
"511"	"d"	"Deik "	"MGV"	"n."	"OBJ.CONC"	"file (document)"
"512"	"d"	"Del "	"MGV"	"n."	"OBJ.CONC"	"rim"
"513"	"d"	"Desh'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"north"
"514"	"d"	"Desh'rak-, Desh'rakik "	"MGV"	"adj."	"PROP.CONC"	"northern"
"515"	"d"	"Desh'raksu "	"MGV"	"n."	"OBJ.CONC"	"northerner"
"516"	"d"	"Desh-she'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"northeast"
"517"	"d"	"Desh-tev'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"northwest"
"518"	"d"	"Desh-tukh "	"MGV"	"n."	"OBJ.CONC"	"dolomite"
"519"	"d"	"Deshkau "	"MGV"	"v."	"ACT.CONC"	"question"
"520"	"d"	"Deshker "	"MGV"	"n."	"OBJ.CONC"	"question"
"521"	"d"	"Detra "	"MGV"	"n."	"OBJ.CONC"	"bunch"
"522"	"d"	"Di'kish-torek "	"MGV"	"n."	"OBJ.CONC"	"metabolism"
"523"	"d"	"Di'kish-tor "	"MGV"	"v."	"ACT.CONC"	"metabolize"
"524"	"d"	"Di'kizh "	"MGV"	"n."	"OBJ.CONC"	"exchange"
"525"	"d"	"Dif-tor "	"MGV"	"v."	"ACT.CONC"	"live a long time, live a full life"
"526"	"d"	"Dihrf "	"MGV"	"n."	"OBJ.CONC"	"sexual intercourse"
"527"	"d"	"Din-tor "	"MGV"	"v."	"ACT.CONC"	"miss"
"528"	"d"	"Dir-, Dirik "	"MGV"	"adj."	"PROP.CONC"	"coarse"
"529"	"d"	"Do "	"MGV"	"conj."	"CONNECTOR"	"than"
"530"	"d"	"Dohn "	"MGV"	"n."	"OBJ.CONC"	"board, plank, playing surface for a board game"
"531"	"d"	"Dok "	"MGV"	"n."	"OBJ.CONC"	"brick"
"532"	"d"	"Dok-krizhiv "	"MGV"	"n."	"OBJ.CONC"	"brick clay"
"533"	"d"	"Dok-torvausu "	"MGV"	"n."	"OBJ.CONC"	"bricklayer"
"534"	"d"	"Dol-hinek "	"MGV"	"n."	"OBJ.CONC"	"clavicle"
"535"	"d"	"Dom "	"MGV"	"interj."	"interjection"	"so (exclamation)"
"536"	"d"	"Don-ka "	"anc."	"adj."	"PROP.CONC"	"rich, wealthy"
"537"	"d"	"Don-kut "	"anc."	"n."	"OBJ.CONC"	"bonanza, financial windfall"
"538"	"d"	"Don-tak "	"anc."	"n."	"OBJ.CONC"	"riches, wealth"
"539"	"d"	"Donkes-tor "	"MGV"	"v."	"ACT.CONC"	"finance, fund, bankroll"
"540"	"d"	"Donketu "	"anc."	"n."	"OBJ.CONC"	"funds, monetary resources"
"541"	"d"	"Donku "	"anc."	"n."	"OBJ.CONC"	"money, currency"
"542"	"d"	"Dor "	"MGV"	"n."	"OBJ.CONC"	"honor"
"543"	"d"	"Dor-tor "	"MGV"	"v."	"ACT.CONC"	"honor"
"544"	"d"	"Dor-yehat "	"MGV"	"adj."	"PROP.CONC"	"honorable"
"545"	"d"	"Dorli "	"obs."	"adj."	"PROP.CONC"	"honorable"
"546"	"d"	"Dotokau "	"MGV"	"v."	"ACT.CONC"	"fine (penalize)"
"547"	"d"	"Dozhuhk "	"MGV"	"n."	"OBJ.CONC"	"troll"
"548"	"d"	"Drahk "	"MGV"	"n."	"OBJ.CONC"	"throat, pharynx"
"549"	"d"	"Drahk-pi'nafek "	"MGV"	"n."	"OBJ.CONC"	"thyroid gland"
"550"	"d"	"Dref "	"MGV"	"n."	"OBJ.CONC"	"rake"
"551"	"d"	"Drichel-, Drichelik "	"MGV"	"adj."	"PROP.CONC"	"creepy, eerie, spooky"
"552"	"d"	"Drizh "	"MGV"	"n."	"OBJ.CONC"	"itch"
"553"	"d"	"Drizh-tor "	"MGV"	"v."	"ACT.CONC"	"itch"
"554"	"d"	"Drizhaya "	"MGV"	"n."	"OBJ.CONC"	"pruritis"
"555"	"d"	"Drom|-| "	"MGV"	"adj."	"PROP.CONC"	"pure"
"556"	"d"	"Drom'es "	"MGV"	"n."	"OBJ.CONC"	"purity"
"557"	"d"	"Drom-tor "	"MGV"	"v."	"ACT.CONC"	"purify"
"558"	"d"	"Du "	"MGV"	"pron."	"OBJ.CONC"	"you"
"559"	"d"	"Dud "	"MGV"	"n."	"OBJ.CONC"	"a small piece of paper, film, etc."
"560"	"d"	"Duf "	"MGV"	"n."	"OBJ.CONC"	"leather"
"561"	"d"	"Duh-, Duhik "	"MGV"	"adj."	"PROP.CONC"	"daffy, foolish, goofy"
"562"	"d"	"Duk "	"MGV"	"n."	"OBJ.CONC"	"bubble"
"563"	"d"	"Dukal "	"MGV"	"n."	"OBJ.CONC"	"ball"
"564"	"d"	"Dukal-guf-lesek "	"MGV"	"n."	"OBJ.CONC"	"ball-and-socket joint"
"565"	"d"	"Dukal-igen-wesh "	"MGV"	"n."	"OBJ.CONC"	"ball lightning"
"566"	"d"	"Dukal-kuvish "	"MGV"	"n."	"OBJ.CONC"	"ball bearing"
"567"	"d"	"Dukal-spunek "	"MGV"	"n."	"OBJ.CONC"	"ball valve"
"568"	"d"	"Dukau "	"MGV"	"v."	"ACT.CONC"	"bubble"
"569"	"d"	"Dulai|-| "	"MGV"	"adj."	"PROP.CONC"	"tough"
"570"	"d"	"Dun "	"MGV"	"n."	"OBJ.CONC"	"paper"
"571"	"d"	"Dun-zhuksu "	"MGV"	"n."	"OBJ.CONC"	"paper-maker"
"572"	"d"	"Dunap "	"MGV"	"n."	"OBJ.CONC"	"book"
"573"	"d"	"Dunap-krus "	"MGV"	"n."	"OBJ.CONC"	"chapter"
"574"	"d"	"Dunap-tsorayek "	"MGV"	"n."	"OBJ.CONC"	"bookcase"
"575"	"d"	"Dunapshausu "	"MGV"	"n."	"OBJ.CONC"	"bookbinder"
"576"	"d"	"Dunapsu "	"MGV"	"n."	"OBJ.CONC"	"librarian"
"577"	"d"	"Dunesh "	"MGV"	"n."	"OBJ.CONC"	"pamphlet, brochure, leaflet"
"578"	"d"	"Dungi|-| "	"MGV"	"v."	"ACT.CONC"	"will, shall"
"579"	"d"	"Dunusu "	"MGV"	"n."	"OBJ.CONC"	"clerk"
"580"	"d"	"Duta'es "	"MGV"	"n."	"OBJ.CONC"	"diplomacy"
"581"	"d"	"Duta-, Dutarik "	"MGV"	"adj."	"PROP.CONC"	"diplomatic"
"582"	"d"	"Duta-shan-hali "	"MGV"	"n."	"OBJ.CONC"	"diplomatic courier vessel"
"583"	"d"	"Duta-Sklada-Dvin T'Khasi "	"MGV"	"n."	"OBJ.CONC"	"Vulcan Diplomatic Courier Service"
"584"	"d"	"Dutar "	"anc."	"n."	"OBJ.CONC"	"diplomat"
"585"	"d"	"Duv "	"MGV"	"n."	"OBJ.CONC"	"shadow"
"586"	"d"	"Duv-tor "	"MGV"	"v."	"ACT.CONC"	"shadow"
"587"	"d"	"Duvyan-, Duvyanik "	"MGV"	"adj."	"PROP.CONC"	"shady"
"588"	"d"	"Dva "	"MGV"	"n."	"OBJ.CONC"	"belief"
"589"	"d"	"Dva-tor "	"MGV"	"v."	"ACT.CONC"	"believe"
"590"	"d"	"Dvanik "	"MGV"	"adj."	"PROP.CONC"	"believed"
"591"	"d"	"Dvar "	"MGV"	"n."	"OBJ.CONC"	"risk"
"592"	"d"	"Dvar-tor "	"MGV"	"v."	"ACT.CONC"	"risk"
"593"	"d"	"Dvariben "	"MGV"	"v."	"ACT.CONC"	"preach"
"594"	"d"	"Dvasu "	"MGV"	"n."	"OBJ.CONC"	"believer"
"595"	"d"	"Dvatai "	"MGV"	"n."	"OBJ.CONC"	"doctrine, principle, tenet"
"596"	"d"	"Dvel "	"MGV"	"n."	"OBJ.CONC"	"choice"
"597"	"d"	"Dvel'nahr"	"anc."	"adj."	"PROP.CONC"	"old concept of 'Vulcan-by-choice'"
"598"	"d"	"Dvel-tor "	"MGV"	"v."	"ACT.CONC"	"choose"
"599"	"d"	"Dvesh-tukh "	"MGV"	"n."	"OBJ.CONC"	"brass"
