index	FRST_LETTER	vulcan	pronunciation	variety	pos	croftian_crossling_concepts	fse	misc
334	b	Bling 	NA	MGV	n.	OBJ.CONC	cymbal	
335	b	Bohrau 	NA	MGV	v.	ACT.CONC	cure	
336	b	Bol-, Bolik 	NA	MGV	adj.	PROP.CONC	critical, vital	
337	b	Bol-falek'es 	NA	MGV	n.	OBJ.CONC	critical temperature	
338	b	Bol-mog'es 	NA	MGV	n.	OBJ.CONC	critical volume	
339	b	Bol-shivak 	NA	MGV	n.	OBJ.CONC	critical mass	
340	b	Bol-sov-masu'es 	NA	MGV	n.	OBJ.CONC	critical humidity	
341	b	Bol-suk'es 	NA	MGV	n.	OBJ.CONC	critical size	
342	b	Bol-tav 	NA	MGV	n.	OBJ.CONC	critical rate	
343	b	Bol-threshan 	NA	MGV	n.	OBJ.CONC	critical speed	
344	b	Bol-toruk'es 	NA	MGV	n.	OBJ.CONC	critical voltage	
345	b	Bol-vakav'es 	NA	MGV	n.	OBJ.CONC	critical frequency	
346	b	Bol-vihish 	NA	MGV	n.	OBJ.CONC	critical pressure	
347	b	Bol-vulu 	NA	MGV	n.	OBJ.CONC	critical angle	
348	b	Bolau 	NA	MGV	v.	ACT.CONC	need	
349	b	Bolaya 	NA	MGV	n.	OBJ.CONC	need	
350	b	Bolaya-, Bolayatik 	NA	MGV	adj.	PROP.CONC	essential	
351	b	Bosh|-| 	NA	MGV	adj.	PROP.CONC	full	
352	b	Bosh-khaf-masu 	NA	MGV	n.	OBJ.CONC	plasma	med.
353	b	Boshak 	 ' bo_ - _k 	MGV	n.	OBJ.CONC	filling	
354	b	Boshau 	 bo_ - ' a_ 	MGV	v.	ACT.CONC	fill	
355	b	Bov 	NA	MGV	n.	OBJ.CONC	average	
356	b	Bov-, Bovik 	NA	MGV	adj.	PROP.CONC	average	
357	b	Bov-tor 	NA	MGV	v.	ACT.CONC	average	
358	b	Brag 	NA	MGV	n.	OBJ.CONC	crypt, tomb	
359	b	Bral-tukh 	NA	MGV	n.	OBJ.CONC	gallium	
360	b	Brash'es 	NA	MGV	n.	OBJ.CONC	fecundity	
361	b	Breth-tukh 	NA	MGV	n.	OBJ.CONC	praseodymium	
362	b	Bru 	NA	MGV	n.	OBJ.CONC	lip	anat.
363	b	Bru-yonshaya 	NA	MGV	n.	OBJ.CONC	cheilitis	med.
364	b	Bruhd 	NA	MGV	n.	OBJ.CONC	caterpillar	
365	b	Budda-dva 	NA	MGV	n.	OBJ.CONC	Buddhism	
366	b	Budda-dvasu 	NA	MGV	n.	OBJ.CONC	Buddhist	
367	b	Buhfik 	 ' b_f - ik , ' b_f - 	MGV	adj.	PROP.CONC	perfect	
368	b	Buhl'es 	NA	MGV	n.	OBJ.CONC	enthusiasm	
369	b	Buhl-, Buhlik 	NA	MGV	adj.	PROP.CONC	enthusiastic	
370	b	Buhn 	NA	MGV	n.	OBJ.CONC	coin	
371	b	Buk 	NA	MGV	n.	OBJ.CONC	fate, destiny	
372	b	Bulom-tukh 	NA	MGV	n.	OBJ.CONC	molybdenum	
373	b	Bureki 	 bu - ' re - ki 	anc.	n.	OBJ.CONC	a volcanic stone used for construction	Vulcan-specific term
374	b	Burun 	 bu - ' run 	MGV	n.	OBJ.CONC	crisis	
375	b	Burun-, Burunik 	NA	MGV	adj.	PROP.CONC	critical (in a crisis)	
376	b	Burun-palutun-flanapausu 	NA	MGV	n.	OBJ.CONC	critical care specialist	med.
377	b	Burun-palutun-hassu 	NA	MGV	n.	OBJ.CONC	critical care doctor	med.
378	b	Burun-palutun-shal 	NA	MGV	n.	OBJ.CONC	critical care unit	med.
379	b	Burun-palutun-shi'has 	NA	MGV	n.	OBJ.CONC	critical care center	med.
380	b	Burun-palutunik has-golsu 	NA	MGV	n.	OBJ.CONC	critical care nurse	med.
381	b	Busnem 	NA	MGV	n.	OBJ.CONC	abortion	med.
382	b	Busnem-tor 	NA	MGV	v.	ACT.CONC	abort	med.
383	d	D'mallu 	 d - ' m_ - __u 	NGS	n.	OBJ.CONC	large, carnivorous Vulcan plant	Vulcan-specific term
384	d	D'oh-tor 	NA	MGV	v.	ACT.CONC	confuse, perplex, puzzle	
385	d	D'ohan 	 ' d_ - _n 	MGV	n.	OBJ.CONC	confusion, perplexity, puzzlement	
386	d	D'ohik 	 ' d_ - ik 	MGV	adj.	PROP.CONC	confused, perplexed, puzzled	
387	d	Da 	NA	MGV	n.	OBJ.CONC	pebble	
388	d	Da'Nikhirch	NA	NGS	n.	OBJ.CONC	Eye of Fire, Fire-Eye,ie.the Vulcan Sun	Vulcan-specific term
389	d	Da-fek 	 ' d_ - fek 	MGV	n.	OBJ.CONC	axle	
390	d	Da-kuv 	 d_ - ' kuv 	MGV	n.	OBJ.CONC	circle	
391	d	Da-kuv-falek'es 	NA	MGV	n.	OBJ.CONC	convection	
392	d	Da-kuvau 	NA	MGV	v.	ACT.CONC	circulate	
393	d	Da-kuvau-katrom 	NA	MGV	n.	OBJ.CONC	circulating current	
394	d	Da-kuvau-spol 	NA	MGV	n.	OBJ.CONC	circulating pump	
395	d	Da-kuvau-torektra 	NA	MGV	n.	OBJ.CONC	circulatory system	anat.
396	d	Da-kuvaya 	NA	MGV	n.	OBJ.CONC	circulation	
397	d	Da-kuvayek 	NA	MGV	n.	OBJ.CONC	circulator	
398	d	Da-nel 	NA	MGV	n.	OBJ.CONC	cycle	
399	d	Da-nel-, Da-nelik 	NA	MGV	adj.	PROP.CONC	cyclic	
400	d	Da-rala-hali, Da-rala-hashek 	NA	MGV	n.	OBJ.CONC	helicopter	
401	d	Da-sfek 	NA	MGV	n.	OBJ.CONC	axis	
402	d	Da-sfek-lerakovayek 	NA	MGV	n.	OBJ.CONC	axial compressor	
403	d	Da-sfek-mishu 	NA	MGV	n.	OBJ.CONC	axial engine	
404	d	Da-sfek-tavat 	NA	MGV	n.	OBJ.CONC	axial ratio	
405	d	Da-sfek-vukharat 	NA	MGV	n.	OBJ.CONC	axial vector	
406	d	Da-sfek-yumaya 	NA	MGV	n.	OBJ.CONC	axial flow	
407	d	Da-skramek 	 d_ - ' skr_m - ek 	MGV	n.	OBJ.CONC	lathe	
408	d	Da-tor 	 d_ - ' tor 	MGV	v.	ACT.CONC	rotate, turn	
409	d	Dafel 	 ' d_f - el 	MGV	n.	OBJ.CONC	pelvis	anat.
410	d	Dafel-, Dafelik 	NA	MGV	adj.	PROP.CONC	pelvic	anat.
411	d	Dah'es 	NA	MGV	n.	OBJ.CONC	duality	
412	d	Dah-glan 	NA	MGV	n.	OBJ.CONC	double vision, diplopia	med.
413	d	Dah-guv-, Dah-guvik 	NA	MGV	adj.	PROP.CONC	bisexual	
414	d	Dah-halek 	NA	MGV	n.	OBJ.CONC	bicycle	
415	d	Dah-ketil 	NA	MGV	n.	OBJ.CONC	double integral	
416	d	Dah-kharat-, Dah-kharatik 	NA	MGV	adj.	PROP.CONC	bidirectional	
417	d	Dah-kharat-katrom (DKhK)	NA	MGV	n.	OBJ.CONC	alternating current (AC)	
418	d	Dah-kiht 	NA	MGV	n.	OBJ.CONC	binary code	
419	d	Dah-kulan 	NA	MGV	n.	OBJ.CONC	double helix	
420	d	Dah-lan-tol 	NA	MGV	n.	OBJ.CONC	double floor	
421	d	Dah-leh 	NA	MGV	num.	SELEC.MOD	twenty	
422	d	Dah-leh'rak, dah-lehr- 	NA	MGV	adj.	PROP.CONC	twentieth	
423	d	Dah-leh'veh 	NA	MGV	n.	OBJ.CONC	twentieth	
424	d	Dah-mashek 	NA	MGV	n.	OBJ.CONC	emulsifier	
425	d	Dah-masu-tukh 	NA	MGV	n.	OBJ.CONC	deuterium	
426	d	Dah-mavaya 	NA	MGV	n.	OBJ.CONC	duet	
427	d	Dah-narafek 	NA	MGV	n.	OBJ.CONC	diode	
428	d	Dah-pim-folayek 	NA	MGV	n.	OBJ.CONC	dilithium reactor	Star Trek-specific term
429	d	Dah-pim-tukh 	NA	MGV	n.	OBJ.CONC	dilithium	Star Trek-specific term
430	d	Dah-pim-viskulan 	NA	MGV	n.	OBJ.CONC	dilithium matrix	Star Trek-specific term
431	d	Dah-rala-, Dah-ralaik 	NA	MGV	adj.	PROP.CONC	dipterous	
432	d	Dah-ralash-vel 	NA	MGV	n.	OBJ.CONC	diphthong	ling.
433	d	Dah-sashavaya 	NA	MGV	n.	OBJ.CONC	double exposure	
434	d	Dah-shivaya 	NA	MGV	n.	OBJ.CONC	paraplegia	med.
435	d	Dah-stonn-pi'sef |t'shahov| 	NA	MGV	n.	OBJ.CONC	beach cusp	
436	d	Dah-stonn-sef 	NA	MGV	n.	OBJ.CONC	barchan	
437	d	Dah-svep 	NA	MGV	n.	OBJ.CONC	double door	
438	d	Dah-svin 	NA	MGV	n.	OBJ.CONC	double entry	
439	d	Dah-temok 	NA	MGV	n.	OBJ.CONC	double wall, double bulkhead	
440	d	Dah-tukh 	NA	MGV	n.	OBJ.CONC	curium	
441	d	Dah-vla-, Dah-vlaik 	NA	MGV	adj.	PROP.CONC	bilateral	
442	d	Dah-vukh 	NA	MGV	n.	OBJ.CONC	double hull	
443	d	Dah-wak 	NA	MGV	adv.	ACT.CONC.MOD	twice	
444	d	Dah-weizehl 	NA	MGV	n.	OBJ.CONC	double series	
445	d	Dah-wek-, Dah-wekik 	NA	MGV	adj.	PROP.CONC	diphasic	
446	d	Dah-yel 	NA	MGV	n.	OBJ.CONC	binary star	
447	d	Dah-zalu 	NA	MGV	n.	OBJ.CONC	coenzyme	
448	d	Dah-zamasu 	NA	MGV	n.	OBJ.CONC	double agent	
449	d	Dah-zan-vel 	NA	MGV	n.	OBJ.CONC	binoculars	
450	d	Dah-zun 	NA	MGV	n.	OBJ.CONC	digraph	
451	d	Dahal-tor 	 d_ - ' h_l - tor 	MGV	v.	ACT.CONC	go around	
452	d	Dahek 	 ' d_' - ek , ' d_ - 	MGV	n.	OBJ.CONC	duo	
453	d	Dahkvalu 	 d_' - ' kv_ - lu , d_ - 	MGV	n.	OBJ.CONC	parabola	
454	d	Dahl-tor 	NA	MGV	v.	ACT.CONC	detach, disengage	
455	d	Dahli 	NA	MGV	prep.	SITU.MOD	apart	
456	d	Dahli-nesh-tor 	NA	MGV	v.	ACT.CONC	dissect	
457	d	Dahli-neshan 	NA	MGV	n.	OBJ.CONC	dissection	
458	d	Dahpul-vo'ihn 	NA	MGV	n.	OBJ.CONC	quadratic equation	math.
459	d	Dahr-, Dahrik 	NA	MGV	adj.	PROP.CONC	second, secondary	
460	d	Dahs-da-kuv 	NA	MGV	n.	OBJ.CONC	equator	
461	d	Dahsau 	NA	MGV	v.	ACT.CONC	divide	
462	d	Dahsau-nosahp 	NA	MGV	n.	OBJ.CONC	quotient	
463	d	Dahsaya 	NA	MGV	n.	OBJ.CONC	divide, division	
464	d	Dahshau 	NA	MGV	v.	ACT.CONC	separate	
465	d	Dahshaya 	NA	MGV	n.	OBJ.CONC	separation	
466	d	Dahsu'us 	NA	MGV	n.	OBJ.CONC	binomial	math.
467	d	Dahtau 	NA	MGV	v.	ACT.CONC	double	
468	d	Dailissak 	NA	MGV	n.	OBJ.CONC	adventure	
469	d	Dakh	NA	anc.	v.	ACT.CONC	cast out, evict, expel, toss out	
470	d	Dakh-ha'tanaya 	NA	MGV	n.	OBJ.CONC	luminescence	
471	d	Dan 	NA	MGV	n.	OBJ.CONC	rotation, turn	ing
472	d	Dan-, Danik 	NA	MGV	adj.	DEG.MOD	most	
473	d	Dan-fa-, Dan-faik 	NA	MGV	adj.	DEG.MOD	foremost	
474	d	Dan-glu|-| 	NA	MGV	adj.	DEG.MOD	deepest	
475	d	Dan-has-bosh 	NA	MGV	adj.	DEG.MOD	sickest	
476	d	Dan-karik 	NA	MGV	adj.	DEG.MOD	strongest	
477	d	Dan-klon|-| 	NA	MGV	adj.	DEG.MOD	smartest	
478	d	Dan-kobat|-| 	NA	MGV	adj.	DEG.MOD	weakest	
479	d	Dan-lerash|-| 	NA	MGV	adj.	DEG.MOD	hardest (least soft)	
480	d	Dan-nu'ri|-| 	NA	MGV	adj.	DEG.MOD	youngest	
481	d	Dan-nuk|-| 	NA	MGV	adj.	DEG.MOD	lowest	
482	d	Dan-os|-| 	NA	MGV	adj.	DEG.MOD	oldest	
483	d	Dan-pid|-| 	NA	MGV	adj.	DEG.MOD	highest	
484	d	Dan-ras|-| 	NA	MGV	adj.	DEG.MOD	heaviest	
485	d	Dan-rom|-| 	NA	MGV	adj.	DEG.MOD	best	
486	d	Dan-runemek 	NA	MGV	n.	OBJ.CONC	clutch	mech.
487	d	Dan-sahr-, Dan-sahris 	NA	MGV	adj.	DEG.MOD	fastest, quickest	
488	d	Dan-slu-, Dan-sluk 	NA	MGV	adj.	DEG.MOD	freshest	
489	d	Dan-ta'hal|-| 	NA	MGV	adj.	DEG.MOD	lightest (least heavy)	
490	d	Dan-thel-, Dan-thelik 	NA	MGV	adj.	DEG.MOD	fattest	
491	d	Dan-vohr-, Dan-vohris 	NA	MGV	adj.	DEG.MOD	slowest	
492	d	Dan-wonil|-| 	NA	MGV	adj.	DEG.MOD	thinnest	
493	d	Danan 	 ' d_n - _n 	MGV	n.	OBJ.CONC	majority	
494	d	Danau 	 d_n - ' a_ 	MGV	v.	ACT.CONC	explain	
495	d	Danau-dunap 	NA	MGV	n.	OBJ.CONC	encyclopedia	
496	d	Dap 	NA	MGV	n.	OBJ.CONC	mercy	
497	d	Dap-lan-pa 	NA	MGV	n.	OBJ.CONC	children's game similar to Mercy or Uncle	
498	d	Dash 	NA	MGV	n.	OBJ.CONC	injury	
499	d	Dash-tor 	NA	MGV	v.	ACT.CONC	injure	
500	d	Datau 	 d_ - ' ta_ 	MGV	v.	ACT.CONC	propel	
501	d	Datau-tukh 	NA	MGV	n.	OBJ.CONC	propellant	
502	d	Dataya 	NA	MGV	n.	OBJ.CONC	propulsion	
503	d	Datayek 	NA	MGV	n.	OBJ.CONC	propeller	
504	d	Dator 	 ' d_ - tor 	MGV	v.	ACT.CONC	prepare	
505	d	Dau 	NA	MGV	v.	ACT.CONC	affect	
506	d	Dau-bosh 	NA	MGV	adj.	PROP.CONC	effective	
507	d	Dau-tukh 	NA	MGV	n.	OBJ.CONC	hormone	anat.
508	d	Dawan 	 ' d_ - w_n 	anc.	n.	OBJ.CONC	a person who cannot be counted on	
509	d	Daya 	NA	MGV	n.	OBJ.CONC	effect	
510	d	Def 	NA	MGV	n.	OBJ.CONC	batch	
511	d	Deik 	NA	MGV	n.	OBJ.CONC	file (document)	
512	d	Del 	NA	MGV	n.	OBJ.CONC	rim	
513	d	Desh'rak 	 ' de_ - r_k 	MGV	n.	OBJ.CONC.MOD	north	direction
514	d	Desh'rak-, Desh'rakik 	NA	MGV	adj.	PROP.CONC	northern	
515	d	Desh'raksu 	NA	MGV	n.	OBJ.CONC	northerner	
516	d	Desh-she'rak 	NA	MGV	n.	OBJ.CONC.MOD	northeast	direction
517	d	Desh-tev'rak 	NA	MGV	n.	OBJ.CONC.MOD	northwest	direction
518	d	Desh-tukh 	NA	MGV	n.	OBJ.CONC	dolomite	
519	d	Deshkau 	 de_ - ' ka_ 	MGV	v.	ACT.CONC	question	
520	d	Deshker 	 de_ - ' ker 	MGV	n.	OBJ.CONC	question	
521	d	Detra 	NA	MGV	n.	OBJ.CONC	bunch	
522	d	Di'kish-torek 	NA	MGV	n.	OBJ.CONC	metabolism	anat.
523	d	Di'kish-tor 	NA	MGV	v.	ACT.CONC	metabolize	anat.
524	d	Di'kizh 	 di - ' ki_ 	MGV	n.	OBJ.CONC	exchange	
525	d	Dif-tor 	 dif - ' tor 	MGV	v.	ACT.CONC	live a long time, live a full life	
526	d	Dihrf 	NA	MGV	n.	OBJ.CONC	sexual intercourse	
527	d	Din-tor 	NA	MGV	v.	ACT.CONC	miss	
528	d	Dir-, Dirik 	NA	MGV	adj.	PROP.CONC	coarse	
529	d	Do 	NA	MGV	conj.	CONNECTOR	than	
530	d	Dohn 	NA	MGV	n.	OBJ.CONC	board, plank, playing surface for a board game	
531	d	Dok 	NA	MGV	n.	OBJ.CONC	brick	
532	d	Dok-krizhiv 	NA	MGV	n.	OBJ.CONC	brick clay	
533	d	Dok-torvausu 	NA	MGV	n.	OBJ.CONC	bricklayer	
534	d	Dol-hinek 	NA	MGV	n.	OBJ.CONC	clavicle	anat.
535	d	Dom 	NA	MGV	interj.	interjection	so (exclamation)	
536	d	Don-ka 	 don - ' k_ 	anc.	adj.	PROP.CONC	rich, wealthy	
537	d	Don-kut 	 don - ' kut 	anc.	n.	OBJ.CONC	bonanza, financial windfall	
538	d	Don-tak 	 ' don - t_k 	anc.	n.	OBJ.CONC	riches, wealth	
539	d	Donkes-tor 	NA	MGV	v.	ACT.CONC	finance, fund, bankroll	
540	d	Donketu 	 don - ' ket - u 	anc.	n.	OBJ.CONC	funds, monetary resources	
541	d	Donku 	 ' don - ku 	anc.	n.	OBJ.CONC	money, currency	
542	d	Dor 	NA	MGV	n.	OBJ.CONC	honor	
543	d	Dor-tor 	NA	MGV	v.	ACT.CONC	honor	
544	d	Dor-yehat 	NA	MGV	adj.	PROP.CONC	honorable	
545	d	Dorli 	 ' dor - li 	obs.	adj.	PROP.CONC	honorable	
546	d	Dotokau 	 do - to - ' ka_ 	MGV	v.	ACT.CONC	fine (penalize)	
547	d	Dozhuhk 	NA	MGV	n.	OBJ.CONC	troll	
548	d	Drahk 	NA	MGV	n.	OBJ.CONC	throat, pharynx	anat.
549	d	Drahk-pi'nafek 	NA	MGV	n.	OBJ.CONC	thyroid gland	anat.
550	d	Dref 	NA	MGV	n.	OBJ.CONC	rake	
551	d	Drichel-, Drichelik 	NA	MGV	adj.	PROP.CONC	creepy, eerie, spooky	
552	d	Drizh 	NA	MGV	n.	OBJ.CONC	itch	
553	d	Drizh-tor 	NA	MGV	v.	ACT.CONC	itch	
554	d	Drizhaya 	NA	MGV	n.	OBJ.CONC	pruritis	med.
555	d	Drom|-| 	NA	MGV	adj.	PROP.CONC	pure	
556	d	Drom'es 	NA	MGV	n.	OBJ.CONC	purity	
557	d	Drom-tor 	NA	MGV	v.	ACT.CONC	purify	
558	d	Du 	NA	MGV	pron.	OBJ.CONC	you	
559	d	Dud 	NA	MGV	n.	OBJ.CONC	a small piece of paper, film, etc.	
560	d	Duf 	NA	MGV	n.	OBJ.CONC	leather	
561	d	Duh-, Duhik 	NA	MGV	adj.	PROP.CONC	daffy, foolish, goofy	
562	d	Duk 	NA	MGV	n.	OBJ.CONC	bubble	
563	d	Dukal 	 du - ' k_l 	MGV	n.	OBJ.CONC	ball	
564	d	Dukal-guf-lesek 	NA	MGV	n.	OBJ.CONC	ball-and-socket joint	anat.
565	d	Dukal-igen-wesh 	NA	MGV	n.	OBJ.CONC	ball lightning	
566	d	Dukal-kuvish 	NA	MGV	n.	OBJ.CONC	ball bearing	
567	d	Dukal-spunek 	NA	MGV	n.	OBJ.CONC	ball valve	
568	d	Dukau 	 du - ' ka_ 	MGV	v.	ACT.CONC	bubble	
569	d	Dulai|-| 	 du - ' la_ 	MGV	adj.	PROP.CONC	tough	
570	d	Dun 	NA	MGV	n.	OBJ.CONC	paper	
571	d	Dun-zhuksu 	NA	MGV	n.	OBJ.CONC	paper-maker	
572	d	Dunap 	 dun - ' _p 	MGV	n.	OBJ.CONC	book	
573	d	Dunap-krus 	NA	MGV	n.	OBJ.CONC	chapter	
574	d	Dunap-tsorayek 	NA	MGV	n.	OBJ.CONC	bookcase	
575	d	Dunapshausu 	NA	MGV	n.	OBJ.CONC	bookbinder	
576	d	Dunapsu 	NA	MGV	n.	OBJ.CONC	librarian	
577	d	Dunesh 	 ' dun - e_ 	MGV	n.	OBJ.CONC	pamphlet, brochure, leaflet	
578	d	Dungi|-| 	 dun - ' gi 	MGV	v.	ACT.CONC	will, shall	
579	d	Dunusu 	NA	MGV	n.	OBJ.CONC	clerk	
580	d	Duta'es 	NA	MGV	n.	OBJ.CONC	diplomacy	
581	d	Duta-, Dutarik 	NA	MGV	adj.	PROP.CONC	diplomatic	
582	d	Duta-shan-hali 	NA	MGV	n.	OBJ.CONC	diplomatic courier vessel	
583	d	Duta-Sklada-Dvin T'Khasi 	NA	MGV	n.	OBJ.CONC	Vulcan Diplomatic Courier Service	Vulcan-specific term
584	d	Dutar 	 du - ' t_r 	anc.	n.	OBJ.CONC	diplomat	
585	d	Duv 	NA	MGV	n.	OBJ.CONC	shadow	
586	d	Duv-tor 	NA	MGV	v.	ACT.CONC	shadow	
587	d	Duvyan-, Duvyanik 	NA	MGV	adj.	PROP.CONC	shady	
588	d	Dva 	NA	MGV	n.	OBJ.CONC	belief	
589	d	Dva-tor 	NA	MGV	v.	ACT.CONC	believe	
590	d	Dvanik 	NA	MGV	adj.	PROP.CONC	believed	
591	d	Dvar 	NA	MGV	n.	OBJ.CONC	risk	
592	d	Dvar-tor 	NA	MGV	v.	ACT.CONC	risk	
593	d	Dvariben 	NA	MGV	v.	ACT.CONC	preach	
594	d	Dvasu 	 ' dv_ - su 	MGV	n.	OBJ.CONC	believer	
595	d	Dvatai 	 dv_ - ' ta_ 	MGV	n.	OBJ.CONC	doctrine, principle, tenet	
596	d	Dvel 	NA	MGV	n.	OBJ.CONC	choice	
597	d	Dvel'nahr	NA	anc.	adj.	PROP.CONC	old concept of 'Vulcan-by-choice'	Vulcan-specific term
598	d	Dvel-tor 	NA	MGV	v.	ACT.CONC	choose	
599	d	Dvesh-tukh 	NA	MGV	n.	OBJ.CONC	brass	
600	d	Dvin-tor 	NA	MGV	v.	ACT.CONC	serve	
601	d	Dvinsu 	 ' dvin - su 	MGV	n.	OBJ.CONC	servant	
602	d	Dvolau 	 dvo - ' la_ 	MGV	v.	ACT.CONC	set, adjust	
603	d	Dvor-tukh 	NA	MGV	n.	OBJ.CONC	astatine	
604	d	Dvubolau 	 dvu - bo - ' la_ 	MGV	v.	ACT.CONC	motivate	
605	d	Dvubolau-staribsu 	NA	MGV	n.	OBJ.CONC	motivational speaker	
606	d	Dvubolaya 	NA	MGV	n.	OBJ.CONC	motivation	
607	d	Dvubolek 	 dvu - ' bo - lek 	MGV	n.	OBJ.CONC	motive	
608	d	Dvudau-fek 	NA	MGV	n.	OBJ.CONC	crankshaft	
609	d	Dvudau-kes-wun 	NA	MGV	n.	OBJ.CONC	crossbow	
610	d	Dvudau-natuhn 	NA	MGV	n.	OBJ.CONC	crankcase	
611	d	Dvudayek 	NA	MGV	n.	OBJ.CONC	crank	mech.
612	d	Dvun 	NA	MGV	n.	OBJ.CONC	move(ment)	
613	d	Dvun-mesut 	NA	MGV	n.	OBJ.CONC	drawbridge	
614	d	Dvun-tor 	NA	MGV	v.	ACT.CONC	move	
615	d	Dvun-zehl 	NA	MGV	n.	OBJ.CONC	fault(line)	geol.
616	d	Dvunek 	 ' dvun - ek 	MGV	n.	OBJ.CONC	muscle	anat.
617	d	Dvunek-pak-nosh 	NA	MGV	n.	OBJ.CONC	amyotrophia, amyotrophy	
618	d	Dvunek-tash-svitan 	NA	MGV	n.	OBJ.CONC	cerebellum	anat.
619	d	Dvunek-tersayek 	NA	MGV	n.	OBJ.CONC	sinew	
620	d	Dvunel 	 dvun - ' el 	MGV	n.	OBJ.CONC	motion	
621	d	Dvunel-pi'harr 	NA	MGV	n.	OBJ.CONC	flagellum	biol.
622	d	Dwemish ni-an	NA	NGS	n.	OBJ.CONC	training: isolation of identity	Vulcan-specific term
623	d	Dzhal 	NA	MGV	n.	OBJ.CONC	mortise	carpentry
624	d	Dzhan|-khush| 	NA	MGV	n.	OBJ.CONC	beryl	
625	d	Dzhan-tukh 	 ' d__n - tux 	MGV	n.	OBJ.CONC	beryllium	
626	d	Dzharel 	 d__ - ' rel 	NGS	n.	OBJ.CONC	'jarel' a small, horned horse-like animal	Vulcan-specific term
627	d	Dzhasif 	 d__ - ' sif 	NGS	n.	OBJ.CONC	'jasif' type of crystal used to make vre-katras	Vulcan-specific term
628	d	Dzhelu 	 d_e - ' lu 	MGV	n.	OBJ.CONC	envy	
629	d	Dzhih 	NA	MGV	n.	OBJ.CONC	pimple	anat.
630	d	Dzhinau 	 d_i - ' na_ 	MGV	v.	ACT.CONC	refer	
631	d	Dzhinaya 	NA	MGV	n.	OBJ.CONC	reference	
632	d	Dzhya'an'Kahr 	 d_j_ - ' _n - k_'r , - k_r , - k_r 	MGV	n.	OBJ.CONC	'Jia'anKahr' a Vulcan city	Vulcan-specific term
633	d	Dzhya'an-tukh 	 d_j_ - ' _n - tux 	MGV	n.	OBJ.CONC	hafnium	
634	e	Eglus	NA	anc.	n.	OBJ.CONC	religious shrine	
635	e	Eh 	 e, _ 	MGV	conj.	CONNECTOR	and (after a vowel sound)	
636	e	Eifa 	 ' e_ - f_ 	MGV	pron.	SITU.MOD	those	
637	e	Eik 	NA	MGV	adj.	PROP.CONC	wide	
638	e	Eik'es 	 ' e_k - es 	MGV	n.	OBJ.CONC	range	
639	e	Eik-vath 	NA	MGV	n.	OBJ.CONC	width	
640	e	Eiksha 	 e_k - ' __ 	MGV	v.	ACT.CONC	dilate	
641	e	Eiksharu 	NA	MGV	n.	OBJ.CONC	dilation	
642	e	Eiktra 	 ' e_k - tr_ 	MGV	n.	OBJ.CONC	plain	geol.
643	e	Ein 	NA	MGV	pron.	OBJ.CONC	some	
644	e	Ein-veh 	NA	MGV	pron.	OBJ.CONC	someone	
645	e	Ein-wak 	NA	MGV	adv.	ACT.CONC.MOD	someday, sometime	
646	e	Ein-wilat 	NA	MGV	prep.	SITU.MOD	somewhere	
647	e	Eingelsu 	 ' e__el - su 	MGV	n.	OBJ.CONC	English	being/language
648	e	Eitau 	 e_ - ' ta_ 	MGV	v.	ACT.CONC	shear, cut away	
649	e	Ek, Ek' 	NA	MGV	adj.	PROP.CONC	all, total, complete	
650	e	Ek'aifa 	 ek - ' a_ - f_ 	MGV	pron.	SITU.MOD	all (of)	
651	e	Ek'an 	NA	MGV	n.	OBJ.CONC	maximum	
652	e	Ek'anau 	NA	MGV	v.	ACT.CONC	maximize	
653	e	Ek'ariben-, Ek'aribenik 	NA	MGV	adj.	PROP.CONC	fluent (in a language)	ling.
654	e	Ek'au 	NA	MGV	pron.	OBJ.CONC	all of them	
655	e	Ek'dular 	NA	MGV	pron.	OBJ.CONC	all of you	
656	e	Ek'duv 	NA	MGV	n.	OBJ.CONC	eclipse	astronomy
657	e	Ek'eifa 	 ek - ' e_ - f_ 	MGV	pron.	OBJ.CONC	all (of)	
658	e	Ek'eku 	 ek - ' ek - u 	MGV	n.	OBJ.CONC	continuum	
659	e	Ek'elmin 	NA	MGV	n.	OBJ.CONC	petroleum	
660	e	Ek'es-, Ek'esik 	NA	MGV	adj.	PROP.CONC	absolute	
661	e	Ek'es-danan 	NA	MGV	n.	OBJ.CONC	absolute majority	
662	e	Ek'es-rasath 	NA	MGV	n.	OBJ.CONC	absolute weight	
663	e	Ek'es-ris 	NA	MGV	n.	OBJ.CONC	absolute zero	
664	e	Ek'es-tala 	NA	MGV	n.	OBJ.CONC	absolute value	
665	e	Ek'es-tepul 	NA	MGV	n.	OBJ.CONC	absolute power	
666	e	Ek'esik masu'es 	NA	MGV	n.	OBJ.CONC	absolute humidity	
667	e	Ek'esik pul'es 	NA	MGV	n.	OBJ.CONC	absolute magnitude	
668	e	Ek'etek 	NA	MGV	pron.	OBJ.CONC	all of us	
669	e	Ek'ka-, Ek'kayik 	NA	MGV	adj.	PROP.CONC	constant	
670	e	Ek'ka-ferek 	NA	MGV	n.	OBJ.CONC	alternator	
671	e	Ek'kal 	 ek - ' k_l 	MGV	n.	OBJ.CONC	orb, sphere	
672	e	Ek'kal t'Daison 	NA	MGV	n.	OBJ.CONC	Dyson sphere	Star Trek-specific term
