"FRST_LETTER"	"fse"	"vulcan"
"484"	"a"	"Airspeed"	"sov-threshan"
"485"	"a"	"Airspeed indicator (ASI)"	"mik-yal t'sov-threshan"
"486"	"a"	"Airtight(adj.)"	"sov-fenk|-|"
"487"	"a"	"Airway(med.)"	"esh-mev"
"488"	"a"	"Airway obstruction"	"esh-mev-klotaya"
"489"	"a"	"Airworthy"	"hash-ek'manik"
"490"	"a"	"Aisle"	"latyut"
"491"	"a"	"Akinesia"	"fam-dvunel-nosh"
"492"	"a"	"Alabaster"	"tanaf-kov; halihalu(anc.)"
"493"	"a"	"Alarm(n.)"	"vikaya(warning); vikayek(device)"
"494"	"a"	"Alarm clock"	"vikayek-wak-vel"
"495"	"a"	"Alarmed(adj.)"	"pavikalik"
"496"	"a"	"Alate(adj.)"	"ralan-, ralanik"
"497"	"a"	"Albedo"	"ha'gel-haulan-tavat"
"498"	"a"	"Albino(n.)"	"fam-kursu(sentient), fam-kurfa(non-sentient)"
"499"	"a"	"Albumin"	"tesihk"
"500"	"a"	"Alchemical(adj.)"	"fmelaf-, fmelafik"
"501"	"a"	"Alchemist"	"fmel(anc.)"
"502"	"a"	"Alchemy"	"fmelaf(anc.)"
"503"	"a"	"Alcohol"	"naliveh"
"504"	"a"	"Alcoholic(n.)"	"naliveh-tessausu"
"505"	"a"	"Alcoholism"	"naliveh-tessaya"
"506"	"a"	"Ale"	"eil, ei'uhl"
"507"	"a"	"Alee"	"ri-salan-kharat"
"508"	"a"	"Alektorophobia"	"tchihkuhn-pthak"
"509"	"a"	"Alert"	"vikwam(n.), vikwam-tor(v.)"
"510"	"a"	"Alert status"	"vikwam-nosh"
"511"	"a"	"Algae"	"smollar"
"512"	"a"	"Algebra"	"seht-su'us-ek'tal"
"513"	"a"	"Algebraic"	"seht-su'us-, seht-su'usik"
"514"	"a"	"Algebraic curve"	"seht-su'us-tsa"
"515"	"a"	"Algebraic function"	"seht-su'us-kek"
"516"	"a"	"Algebraic number"	"seht-su'us"
"517"	"a"	"Algicide"	"smol-stau-tukh"
"518"	"a"	"Algology"	"smol-tal"
"519"	"a"	"Algophobia"	"kusut-pthak"
"520"	"a"	"Algorithm"	"kilkau-torek"
"521"	"a"	"Alias"	"riyeht-ahm"
"522"	"a"	"Alidade"	"dah-glanekik pa'ash-pasu-skothonek"
"523"	"a"	"Alien"	"akan|-|(adj.); akansu(n.)"
"524"	"a"	"Alien lifeform"	"akan-ha-vel"
"525"	"a"	"Alienate"	"akan-tor"
"526"	"a"	"Alienated(adj.)"	"akanal-, akanalik"
"527"	"a"	"Align(v.)"	"zehl-tor"
"528"	"a"	"Aligned(adj.)"	"zehlik"
"529"	"a"	"Aligned, to be"	"puzehl-tor"
"530"	"a"	"Alignment"	"zehl'es"
"531"	"a"	"Alike"	"kahkwa(anc.)"
"532"	"a"	"Alimentary canal"	"skaun-ek'ur"
"533"	"a"	"Alimentary system"	"skaun-torektra"
"534"	"a"	"Aliquot"	"tukh-nisauk pi'li-fal"
"535"	"a"	"Alive(adj.)"	"kaha'kiv-, kaha'kivik"
"536"	"a"	"Alkalemia"	"pid-sovash-nosh"
"537"	"a"	"Alkali"	"sovash"
"538"	"a"	"Alkali granite"	"sovash-zasuhl"
"539"	"a"	"Alkali metals"	"sovash-mokevlar"
"540"	"a"	"Alkaline"	"sovash-, sovashik"
"541"	"a"	"Alkaline battery"	"sovash-kipof"
"542"	"a"	"Alkaline earth metals"	"sovash-solek-mokevlar"
"543"	"a"	"Alkalinity"	"sovash'es"
"544"	"a"	"Alkalosis"	"ritsuri-sovash-nosh"
"545"	"a"	"All"	"ek(n.); ek'(prep.)"
"546"	"a"	"All of them"	"ek'au"
"547"	"a"	"All of these"	"ek'aifa"
"548"	"a"	"All of those"	"ek'eifa"
"549"	"a"	"All of us"	"ek'etek"
"550"	"a"	"All of you"	"ek'dular"
"551"	"a"	"Allegiance"	"pukrelkot"
"552"	"a"	"Allele"	"tol-shid"
"553"	"a"	"Allelomorph"	"tol-shid"
"554"	"a"	"Allergen"	"tehn-folau-tukh"
"555"	"a"	"Allergic(adj.)"	"tehn-folaunik"
"556"	"a"	"Allergy"	"tehn-folaya"
"557"	"a"	"Alley"	"svayut"
"558"	"a"	"Alliance"	"puk'aya"
"559"	"a"	"Alliumphobia"	"gar'lihk-pthak"
"560"	"a"	"Allochthonous"	"kitok-wilat-shidoralik"
"561"	"a"	"Allophone(linguistics)"	"ralibi-vuhnaya"
"562"	"a"	"Allow"	"kal-tor"
"563"	"a"	"Allowance(money)"	"kalal-donku"
"564"	"a"	"Allowed(adj.)"	"kalal-, kalalik"
"565"	"a"	"Alloy(n.)"	"rish-mokev"
"566"	"a"	"Alluvial"	"nu-tin-, nu-tinik"
"567"	"a"	"Alluvial deposit"	"nu-tin-titaya"
"568"	"a"	"Alluvial fan"	"nu-tin-sovek"
"569"	"a"	"Alluvial mining"	"nu-tin-vanan"
"570"	"a"	"Alluvial placer"	"ek'tukh-titaya t'nu-tin"
"571"	"a"	"Alluvial plain"	"nu-tin-eiktra"
"572"	"a"	"Alluvium"	"nu-tin |s'masu-titaya|"
"573"	"a"	"Ally(n.)"	"puk'ai'la"
"574"	"a"	"Almighty(adj.)"	"maut-lauyik"
"575"	"a"	"Almost"	"siyah"
"576"	"a"	"Aloft"	"abu'shi"
"577"	"a"	"Alogia"	"pak t'stariben-kup'es"
"578"	"a"	"Alone"	"sa'awek"
"579"	"a"	"Along(prep.)"	"bi'"
"580"	"a"	"Alopecia"	"isachaya-pak"
"581"	"a"	"Alpha decay"	"sih-nehaya"
"582"	"a"	"Alpha emitter"	"sih-sayek"
"583"	"a"	"Alpha particle"	"sih-pi'gal"
"584"	"a"	"Alpha radiation"	"sih-saya"
"585"	"a"	"Alpha rays"	"sih-zehllar"
"586"	"a"	"Alphabet"	"ek'zuntra"
"587"	"a"	"Alpine(adj.)"	"pid-kunel-, pid-kunelik"
"588"	"a"	"Also"	"isha"
"589"	"a"	"Altar"	"oslauvoskaf"
"590"	"a"	"Alter"	"rubitau"
"591"	"a"	"Alteration"	"rubitaya"
"592"	"a"	"Alternate(v.)"	"krusitau"
"593"	"a"	"Alternate angle"	"krusit-vulu"
"594"	"a"	"Alternate exterior angle"	"krusit-si-vulu"
"595"	"a"	"Alternate interior angle"	"krusit-tvi-vulu"
"596"	"a"	"Alternating current (AC)"	"dah-kharat-katrom (DKhK)"
"597"	"a"	"Alternating series"	"krusit-weizehl"
"598"	"a"	"Alternative medicine"	"vath-has-tal"
"599"	"a"	"Alternator"	"ek'ka-ferek"
"600"	"a"	"Although"	"hemshin"
"601"	"a"	"Altimeter"	"|sov-|pidek-thonek"
"602"	"a"	"Altitude"	"|sov-|pidek"
"603"	"a"	"Altitude switch"	"sov-pidek-dvelek"
"604"	"a"	"Altitude valve"	"sov-pidek-spunek"
"605"	"a"	"Alto"	"alto-, altoyik(adj.); alto(person)"
"606"	"a"	"Altocumulus(cloud)"	"pid-tra-wan"
"607"	"a"	"Altophobia"	"pidek-pthak"
"608"	"a"	"Altostratus(cloud)"	"pid-tin-wan"
"609"	"a"	"Altricial"	"gol-fam-pukeshtalik"
"610"	"a"	"Altruism"	"vathu-tunan"
"611"	"a"	"Alula"	"kar-nik-kidlar"
"612"	"a"	"Alumina"	"eshu t'wan-tukh"
"613"	"a"	"Aluminum, Aluminium"	"wan-tukh"
"614"	"a"	"Aluminum bronze"	"wan-tukh-krish"
"615"	"a"	"Aluminum foil"	"wan-tukh-thalv"
"616"	"a"	"Aluminum leaf"	"wan-tukh-mor"
"617"	"a"	"Aluminum powder"	"wan-tukh-grazhiv"
"618"	"a"	"Aluminum siding"	"wan-tukhik vla-wein"
"619"	"a"	"Alveolitis"	"esh-nala-yonshaya"
"620"	"a"	"Alveolus"	"esh-nala"
"621"	"a"	"Always"	"kwon-sum"
"622"	"a"	"Amalgam(chem.)"	"masumok-rish-mokev"
"623"	"a"	"Amastia"	"fam-thak-nosh"
"624"	"a"	"Amateur"	"riyigal-, riyigalik(adj.); riyigalsu(n.)"
"625"	"a"	"Amathophobia"	"grazhiv-pthak"
"626"	"a"	"Amaxophobia"	"pthak t'solektra-hali-faun"
"627"	"a"	"Amaze"	"taurau"
"628"	"a"	"Amazed, to be"	"putaurau"
"629"	"a"	"Amazement"	"tauraya"
"630"	"a"	"Amazing"	"taurauk"
"631"	"a"	"Amazonite"	"ahmuh'zan-tukh"
"632"	"a"	"Ambassador"	"kevet-dutar(TGV), kevetsu(MGV)"
"633"	"a"	"Amber"	"puhku-kur(adj.); puhku(n.)"
"634"	"a"	"Ambient(adj.)"	"pa-nosh-, pa-noshik"
"635"	"a"	"Ambient noise"	"pa-nosh-ralash"
"636"	"a"	"Ambient temperature"	"pa-nosh-falek'es"
"637"	"a"	"Ambulance"	"hasausu-hors-hali(horse-drawn), hasausu-hali(modern)"
"638"	"a"	"Ambulatory"	"lates-kupik"
"639"	"a"	"Ambulophobia"	"lates-pthak"
"640"	"a"	"Ambuscade(n.)"	"ip-nashiv"
"641"	"a"	"Ambush"	"ip-nashiv(n.), ip-nashiv-tor(v.)"
"642"	"a"	"Amend"	"tonahau"
"643"	"a"	"America"	"Uhmerikuh"
"644"	"a"	"American"	"uhmerikan-, uhmerikanik(adj.); uhmerikasu(person)"
"645"	"a"	"American Indian"	"salat-uhmerikan-, salat-uhmerikanik(adj.); salat-uhmerikasu(n.)"
"646"	"a"	"Americium"	"wuh-tukh"
"647"	"a"	"Amethyst"	"gahv"
"648"	"a"	"Amid(prep.)"	"svi'"
"649"	"a"	"Amidships(adj.)"	"khihaliyanik"
"650"	"a"	"Amino acid"	"sash t'ha-torek"
"651"	"a"	"Ammeter, Ampmeter"	"norak-thonek"
"652"	"a"	"Ammonia"	"reh-masuyu t'sov-tukh"
"653"	"a"	"Ammonium"	"skrahk-tukh"
"654"	"a"	"Ammonium nitrate"	"sov-reh-eshu t'skrahk-tukh"
"655"	"a"	"Ammonium perchlorate"	"yonuk-lafu t'skrahk-tukh"
"656"	"a"	"Ammonium sulfate"	"vlau-keh-eshu t'skrahk-tukh"
"657"	"a"	"Ammunition (ammo)"	"pohsh-tukh"
"658"	"a"	"Amnesia"	"ek'vokaya-pak"
"659"	"a"	"Amnesiphobia"	"vokaya-pak-pthak"
"660"	"a"	"Amniocentesis"	"sudef-masu-nisan"
"661"	"a"	"Amniotic fluid"	"sudef-masu"
"662"	"a"	"Amniotic sac"	"sudef-masu-sa'haf"
"663"	"a"	"Amoeba"	"stanak"
"664"	"a"	"Amoebic dysentery"	"stanakik rasah-masu-pekh"
"665"	"a"	"Among(prep.)"	"svi'"
"666"	"a"	"Among us"	"akhlami"
"667"	"a"	"Among them"	"ekhlami"
"668"	"a"	"Amorphous"	"fam-shidik"
"669"	"a"	"Amount"	"nosahp"
"670"	"a"	"Amp(ere)"	"norak"
"671"	"a"	"Amperage"	"norak'es"
"672"	"a"	"Amphibian(n.)"	"ulef-masu-aushfa"
"673"	"a"	"Amphibious"	"ulef-masutik"
"674"	"a"	"Amphibious assault vehicle"	"ulef-masutik nashiv-hali"
"675"	"a"	"Amphitheater"	"wehk-isan-shi'torperan"
"676"	"a"	"Amphora"	"am'fora, ahm'foruh |dah-kalukalik krizh'vi-vin-tuhlek|"
"677"	"a"	"Ample"	"hiyuk"
"678"	"a"	"Amplifier"	"ashenayek"
"679"	"a"	"Amplitude"	"tsulaya"
"680"	"a"	"Amplitude distortion"	"tsulau-saznek"
"681"	"a"	"Amplitude limiter"	"tsulau-greyek"
"682"	"a"	"Amplitude modulation (AM)"	"tsulau-nakihtilaya |TsN|"
"683"	"a"	"Amplitude peak"	"tsulau-feh"
"684"	"a"	"Amp(o)ule(med.)"	"has-mashek"
"685"	"a"	"Amputate"	"sanesh-tor"
"686"	"a"	"Amputation"	"sanesh"
"687"	"a"	"Amputee"	"saneshal-veh"
"688"	"a"	"Amulet"	"zaibihk"
"689"	"a"	"Amusement park"	"kertra t'mihrsh-mutaya"
"690"	"a"	"Amychophobia"	"thesh-pthak"
"691"	"a"	"Amyoplasia"	"fam-dvunek-storaya"
"692"	"a"	"Amyotrophia, Amyotrophy"	"dvunek-pak-nosh"
"693"	"a"	"Amylum(bot.)"	"|kas-|slok"
"694"	"a"	"Anabatic"	"abu-dvun-, abu-dvunik"
"695"	"a"	"Anabatic wind"	"|kunelik| abu-dvun-salan"
"696"	"a"	"Anabolic"	"torvau-torik"
"697"	"a"	"Anabolism"	"torvau-torek"
"698"	"a"	"Anadromous"	"zalmatrupik"
"699"	"a"	"Anaerobe"	"risov-ha-vel"
"700"	"a"	"Anaerobic"	"risov-ladik"
"701"	"a"	"Anal"	"pekh-razh-, pekh-razhik"
"702"	"a"	"Analgesic(n.)"	"kusut-nem-tukh"
"703"	"a"	"Analog(ue) clock"	"elek-wak-vel"
"704"	"a"	"Analog(ue) computer"	"vuhna-tum-vel"
"705"	"a"	"Analog(ue) filter"	"vuhna-kapol"
"706"	"a"	"Analog(ue) recorder"	"vuhna-vipladayek"
"707"	"a"	"Analog(ue) signal"	"vuhna-glantokaya"
"708"	"a"	"Analog(ue) watch"	"karik elek-wak-vel"
"709"	"a"	"Analysis"	"nisaya"
"710"	"a"	"Analyst"	"nisausu"
"711"	"a"	"Analytic continuation"	"nisau-fatoran"
"712"	"a"	"Analytic function"	"nisau-kek"
"713"	"a"	"Analytic set"	"nisau-eku"
"714"	"a"	"Analyze"	"nisau"
"715"	"a"	"Anaphase"	"toltra-dahsaya"
"716"	"a"	"Anaphylactic shock"	"pid-folau-kolaya"
"717"	"a"	"Anarchism"	"spanakhat-fam-dva"
"718"	"a"	"Anarchist"	"spanakhat-fam-dvasu"
"719"	"a"	"Anarchy"	"spanakhat-fam"
"720"	"a"	"Anatidaephobia"	"glantaun-duhk-pthak"
"721"	"a"	"Anatomy(study)"	"vukhut-tal"
"722"	"a"	"Ancestor"	"orfikkesu(sentient), orfikkefa(non-sentient), orfikkevel(inanimate)"
"723"	"a"	"Ancestors"	"orfikkel(anc.)"
"724"	"a"	"Ancestry"	"orfiktra"
"725"	"a"	"Anchor"	"mavohrek(n.); mavohrek-tor(v.)"
"726"	"a"	"Anchor ball"	"fimavohrek-dukal"
"727"	"a"	"Anchor bend"	"mavohrek-gor"
"728"	"a"	"Anchor cable"	"mavohrek-elakh"
"729"	"a"	"Anchor chain"	"mavohrek-naf-elakh(TGV), mavohrek-naflakh(MGV)"
"730"	"a"	"Anchor light"	"fimavohrek-ha'gelet"
"731"	"a"	"Anchor locker"	"mavohrek-tsorayek"
"732"	"a"	"Anchor watch"	"mavohrekal-glantaya"
"733"	"a"	"Anchor windlass"	"mavohrek-ashenayek"
"734"	"a"	"Anchorage"	"shi'mavohrekan"
"735"	"a"	"Ancient(adj.)"	"ma'os|-|"
"736"	"a"	"Ancraophobia"	"salan-pthak"
"737"	"a"	"And(conj.)"	"eh, heh"
"738"	"a"	"And/or(conj.)"	"il-eh"
"739"	"a"	"Andesite"	"kraan-zul-tukh"
"740"	"a"	"Andiron"	"yon-lapan-nentu"
"741"	"a"	"Andorian"	"andor-, andorik(adj.); andorsu(person/language)"
"742"	"a"	"Androecious"	"sa-gohik"
"743"	"a"	"Androecium"	"sa-svai-krus"
"744"	"a"	"Androgen"	"dau-tukh t'sa-noshtra"
"745"	"a"	"Androgynous"	"on-noshtra-mayik"
"746"	"a"	"Android"	"sutorsu"
"747"	"a"	"Androphobia"	"sasu-pthak"
"748"	"a"	"Androphilia"	"nasa-ashaya"
"749"	"a"	"Anemia"	"fam-khaf-meil |svi'hasular k'yon-khaf-nalalar|"
"750"	"a"	"Anemometer"	"salan-thonek"
"751"	"a"	"Anemophily"	"k'salan-vikantaya"
"752"	"a"	"Anemophobia"	"salan-pthak"
"753"	"a"	"Aneroid barometer"	"dvunek-elekik sov-vihish-thonek"
"754"	"a"	"Anesthesiologist"	"kashan-nesu"
"755"	"a"	"Anesthesiology"	"kashan-ne-tal"
"756"	"a"	"Anesthetic"	"kashan-ne-meil"
"757"	"a"	"Aneurysm"	"khaf-mev-eikan"
"758"	"a"	"Angel"	"eindzhuhl(VTW), ha'su(usage other than Terran idea)"
"759"	"a"	"Anger"	"reshan(n.), resha(v.)"
"760"	"a"	"Angiologist"	"vukhut-mevsu"
"761"	"a"	"Angiology"	"vukhut-mev-tal"
"762"	"a"	"Angiosperm"	"wein-nei-kastik"
"763"	"a"	"Angle(n.)"	"vulu"
"764"	"a"	"Angle bracket"	"vulu-mad"
"765"	"a"	"Angle gauge"	"vulu-mik-yal"
"766"	"a"	"Angle iron"	"vulu-vel"
"767"	"a"	"Angle of approach"	"betau-vulu"
"768"	"a"	"Angle of arrival"	"lasha-vulu"
"769"	"a"	"Angle of attack(aero.)"	"hash-vulu"
"770"	"a"	"Angle of deflection"	"sakwitau-vulu"
"771"	"a"	"Angle of departure"	"trasha-vulu"
"772"	"a"	"Angle of deviation"	"tekeret-vulu"
"773"	"a"	"Angle of friction"	"tetalau-vulu"
"774"	"a"	"Angle of heel"	"galat-vulu"
"775"	"a"	"Angle of incidence"	"skonn-tev-vulu"
"776"	"a"	"Angle of reflection"	"haul-vulu"
"777"	"a"	"Angle of refraction"	"ha'zehl-vulau-vulu"
"778"	"a"	"Angle of repose"	"ek'an-tuh-vulu"
"779"	"a"	"Angle of roll"	"padukau-vulu"
"780"	"a"	"Angle of slide"	"tuh-tev-vulu"
"781"	"a"	"Angle of stall"	"ek'an-hash-vulu"
"782"	"a"	"Angle of view"	"zan-vulu"
"783"	"a"	"Angle valve"	"vulu-spunek"
"784"	"a"	"Anglesite"	"vlau-keh-eshu t'ras-tukh"
"785"	"a"	"Anglophilia"	"Engluhnd-ashaya"
"786"	"a"	"Anglophile"	"Engluhnd-ashausu"
"787"	"a"	"Anglophobia"	"Engluhnd-pthak"
"788"	"a"	"Angrophobia"	"reshnek-pthak"
"789"	"a"	"Angry"	"reshnek|-|(anc.)"
"790"	"a"	"Anguish"	"thonaya(n.), thonau(v.)"
"791"	"a"	"Anguished(adj.)"	"thonalik"
"792"	"a"	"Angular acceleration"	"vukharat-sahraya"
"793"	"a"	"Angular divergence"	"vukharat-sataya"
"794"	"a"	"Angular frequency"	"vukharat-vakav'es"
"795"	"a"	"Angular momentum"	"vukharat-dvunelinak"
"796"	"a"	"Angular velocity"	"vukharat-threshan"
"797"	"a"	"Anhydrous(adj.)"	"fam-masupik"
"798"	"a"	"Animal"	"aushfamaluhr(adj.); aushfa(n.)"
"799"	"a"	"Animal husbandry"	"aushfa-palutunatra"
"800"	"a"	"Animate(v.)"	"ha'vitor"
"801"	"a"	"Animation"	"ha'vitoran"
"802"	"a"	"Animism"	"ek'pa'kiv-dva"
"803"	"a"	"Animist"	"ek'pa'kiv-dvasu"
"804"	"a"	"Anion"	"u'rak-falun-krus"
"805"	"a"	"Ankle"	"mal-nik"
"806"	"a"	"Ankle bone"	"mal-nik-hinek"
"807"	"a"	"Anklet"	"mal-nik-pakuv"
"808"	"a"	"Anneal(v.)"	"kwoshau"
"809"	"a"	"Annealing(v.)"	"kwoshaya"
"810"	"a"	"Annihilate"	"nitozhau"
"811"	"a"	"Annihilation"	"nitozhaya"
"812"	"a"	"Anniversary"	"tevun-pudorilaya"
"813"	"a"	"Anno Domini (A.D.)"	"Tevun t'Iyi-Nuhs |TIN|"
"814"	"a"	"Announce"	"sastariben"
"815"	"a"	"Annoy"	"iksevau"
"816"	"a"	"Annoyed(adj.)"	"iksevaul-, iksevaulik"
"817"	"a"	"Annoying(adj.)"	"iksevaun-, iksevaunik"
"818"	"a"	"Annual(adj.)"	"tevun-, tevunik; kanok-tevunik(yearly); wuh-tevunik(bot.)"
"819"	"a"	"Annual event"	"kanok-tevunik pavek"
"820"	"a"	"Annual ring"	"tevun-pakuv"
"821"	"a"	"Anode"	"a'rak-narafek"
"822"	"a"	"Anomalous"	"flekh-, flekhik"
"823"	"a"	"Anomaly"	"flekh'es"
"824"	"a"	"Anonymous"	"riahman-, riahmanik"
"825"	"a"	"Anorchia"	"fam-sakal-nosh"
"826"	"a"	"Anosmia"	"fam-fnish-nosh"
"827"	"a"	"Another"	"wuh'ashiv|-|"
"828"	"a"	"Anovulation"	"fam-yukaya"
"829"	"a"	"Anoxia"	"fam-esh-tukh"
"830"	"a"	"Anoxic"	"esh-tukh-famik"
"831"	"a"	"Answer"	"kilko|-srashiv|(n.), kilko-tor(v.)"
"832"	"a"	"Answered, to be"	"pukilko-tor"
"833"	"a"	"Answering machine"	"kilko-el'mish"
"834"	"a"	"Antacid"	"tehn-sash-meil"
"835"	"a"	"Antagonism"	"mulut'es"
"836"	"a"	"Antagonistic"	"mulutik"
"837"	"a"	"Antagonize"	"mulut-tor"
"838"	"a"	"Antarctic Circle"	"Ir-Khu'rak Da-Kuv, Ahnt'ark'tik Da-Kuv"
"839"	"a"	"Antenna"	"kash-gel"
"840"	"a"	"Antenna dish"	"kash-gel-va'er"
"841"	"a"	"Antenna effect"	"kash-gel-daya"
"842"	"a"	"Antenna fairing"	"kash-gel-wein"
"843"	"a"	"Antenna feeder"	"kash-gel-elakh"
"844"	"a"	"Antenna field"	"kash-gel-vunai"
"845"	"a"	"Antenna grid"	"kash-gel-vis"
"846"	"a"	"Antenna housing"	"kash-gel-kelyu"
"847"	"a"	"Antenna impedance"	"kash-gel-rasnertaya"
"848"	"a"	"Antenna resistance"	"kash-gel-tehnaya"
"849"	"a"	"Anterior"	"khom'rak-, khom'rakik"
"850"	"a"	"Anthelion"	"mesyut-yel|-stivan|"
"851"	"a"	"Anther"	"lesh-patam t'kas-sa-nei"
"852"	"a"	"Antheridium"	"sa-guv-nafek t'ek'os-kastiklar"
"853"	"a"	"Antherocyte"	"rivinik kas-sa-nei t'ek'os-kastiklar"
"854"	"a"	"Antherozoid"	"kas-sa-nei t'ek'os-kastiklar"
"855"	"a"	"Anthesis"	"svai-tu'ashya-wak"
"856"	"a"	"Anthocyanin"	"yar-gahv-kurek"
"857"	"a"	"Anthology"	"tersh-dunap"
"858"	"a"	"Anthracite"	"lerash-kastik-kov"
"859"	"a"	"Anthrophobia"	"svai-pthak"
"860"	"a"	"Anthropoid"	"ek'su-eip-, ek'su-eipik(adj.); ek'su-eip-hasu(n.)"
"861"	"a"	"Anthropologist"	"komihn-talsu"
"862"	"a"	"Anthropology"	"komihn-tal"
"863"	"a"	"Anti-aircraft artillery (AAA)"	"tehn-sov-haliyik pohshaituneya"
"864"	"a"	"Anti-aircraft battery"	"tehn-sov-haliyik pohshaikebi"
"865"	"a"	"Anti-aircraft missile"	"tehn-sov-haliyik yon-kliton"
"866"	"a"	"Anti-aircraft weapon"	"tehn-sov-haliyik wun"
"867"	"a"	"Anti-collision beacon"	"tehn-terkwul-glaribek"
"868"	"a"	"Anti-collision lights"	"tehn-terkwul-ha'gellar"
"869"	"a"	"Anti-gravity unit (anti-grav)"	"tehn-nu-seshanek"
"870"	"a"	"Anti-ship missile"	"tehn-masu-haliyik yon-kliton"
"871"	"a"	"Anti-theft system"	"tehn-vazgaya-torektra"
"872"	"a"	"Antibaryon"	"tehn-pu'gal"
"873"	"a"	"Antibiotic(n.)"	"tehn-talvot|-tukh|"
"874"	"a"	"Antibody"	"fosh-galutravek"
"875"	"a"	"Anticline"	"abru-spis"
"876"	"a"	"Anticoagulant"	"tehn-vihk-tukh"
"877"	"a"	"Anticyclone"	"pid-vihish-shal"
"878"	"a"	"Antidote"	"tehn-gisam-tukh"
"879"	"a"	"Antiemetic"	"tehn-slakh-tukh"
"880"	"a"	"Antifouling paint"	"gisam-vukhut-kras |t'masu-halilar|"
"881"	"a"	"Antigen"	"tehn-vel"
"882"	"a"	"Antihero"	"tehn-korkarplasu"
"883"	"a"	"Antilock brake system"	"tehn-klachaik vohrau-torektra"
"884"	"a"	"Antilogarithm"	"satalashenek"
"885"	"a"	"Antimatter"	"tehn-tukh"
"886"	"a"	"Antimony"	"kra-tukh"
"887"	"a"	"Antimutagen"	"tehn-tselayek"
"888"	"a"	"Antimycotic"	"tehn-luk-tukh"
"889"	"a"	"Antineutrino"	"tehn-ska'gal"
"890"	"a"	"Antineutron"	"tehn-ta'gal"
"891"	"a"	"Antiparticle"	"tehn-pi'gal"
"892"	"a"	"Antipodal point"	"mesyut-sfek"
"893"	"a"	"Antiproton"	"tehn-a'gal"
"894"	"a"	"Antipruritic"	"tehn-drizh-tukh"
"895"	"a"	"Antipyretic"	"tehn-tau-tukh"
"896"	"a"	"Antiquark"	"tehn-pihl"
"897"	"a"	"Antique"	"ek'os|-|(adj.); ek'os-vel(n.)"
"898"	"a"	"Antiroll bar"	"tehn-padukau-mofek"
"899"	"a"	"Antisemitic (anti-semitic)"	"tehn-shemit-, tehn-shemitik"
"900"	"a"	"Antisemitism (anti-Semitism, anti-semitism)"	"tehn-shemit'es"
"901"	"a"	"Antiserum"	"tehn-has-masu(against disease), tehn-tormasu(all else)"
"902"	"a"	"Antitoxin"	"tehn-hasam-tukh"
"903"	"a"	"Antitussive"	"tehn-huhsh-tukh"
"904"	"a"	"Antivenin"	"tehn-ausham-tukh"
"905"	"a"	"Antivirus program"	"tumaya t'tehn-rihak-vamlar"
"906"	"a"	"Antivirus software"	"tum-gwan t'tehn-rihak-vamlar"
"907"	"a"	"Antler"	"|gelalik| stonn"
"908"	"a"	"Antlophobia"	"abrash-pthak"
"909"	"a"	"Anuria"	"ritsuri-vazhaya-nosh"
"910"	"a"	"Anus"	"pekh-razh"
"911"	"a"	"Anvil"	"mah-vihpan"
"912"	"a"	"Anxiety"	"navyas'es"
"913"	"a"	"Anxious(fearful)"	"navyasik"
"914"	"a"	"Any"	"fan|-|"
"915"	"a"	"Anyone"	"fan-veh"
"916"	"a"	"Anything"	"fan-vel"
"917"	"a"	"Anything else"	"fan-kitok"
"918"	"a"	"Anytime"	"fan-wak"
"919"	"a"	"Anywhere"	"fan-wilat"
"920"	"a"	"Aorta"	"tik uzh-khaf-mev"
"921"	"a"	"Apart"	"k'wuhli"
"922"	"a"	"Apartment"	"ha-shal"
"923"	"a"	"Apartment building"	"ha-shal-kel"
"924"	"a"	"Apartment complex"	"ha-shal-kelutra"
"925"	"a"	"Apatite"	"riyeht-kov, riyeht-tukh"
"926"	"a"	"Apeirophobia"	"va'es-pthak"
"927"	"a"	"Aperture"	"sharu"
"928"	"a"	"Aperture control"	"sharu-tashek"
"929"	"a"	"Apex"	"um"
"930"	"a"	"Aphagia"	"ritsuri yokul-vinem-nosh"
"931"	"a"	"Aphasia"	"gen-lis-pak |s'shad-sval|"
"932"	"a"	"Aphelion"	"yel-irak-sfek"
"933"	"a"	"Aphenphosmphobia"	"puesthul-pthak"
"934"	"a"	"Aphonia"	"spes-pak|-nosh|"
"935"	"a"	"Aphrodisiac"	"guv-aitlun-tukh"
"936"	"a"	"Apitoxin"	"bi-hasam"
"937"	"a"	"Aplanate"	"pa'ashtrupik"
"938"	"a"	"Apnea"	"esh-pehkaya-nosh"
"939"	"a"	"Apoapsis"	"dan-irak-sfek |s'stukhut|"
"940"	"a"	"Apocalypse"	"ek'koshvar"
"941"	"a"	"Apodal, Apodous"	"ash'ya-fam-, ash'ya-famik"
"942"	"a"	"Apogee"	"dan-irak-sfek |s'Terra|"
"943"	"a"	"Apogee motor"	"dan-irak-sfekik mishu"
"944"	"a"	"Apomorphic"	"stor-shidik"
"945"	"a"	"Apothem"	"svitan-sazehl t'tsuri-wehk-vla"
"946"	"a"	"Appal, Appall"	"guramau"
"947"	"a"	"Appalled(adj.)"	"guramayik"
"948"	"a"	"Apparent"	"saudahik"
"949"	"a"	"Apparatus"	"mish-vel, zuvel, vel-vel"
"950"	"a"	"Apparition"	"hatam'a"
"951"	"a"	"Appeal"	"vaya'akas(n.), vaya'akas-tor(v.)"
