"FRST_LETTER"	"voicing"	"vulcan"	"variety"	"pos"	"croftian_crossling_concepts"	"fse"
"264"	"a"	"voiced"	"Ayayik leh-dah-muk "	"MGV"	"n."	"OBJ.CONC"	"rhombododecahedron"
"265"	"a"	"voiced"	"Azehl "	"MGV"	"n."	"OBJ.CONC"	"ray"
"266"	"a"	"voiced"	"Azehl-, Azehlik "	"MGV"	"adj."	"PROP.CONC"	"radial"
"267"	"b"	"voiced"	"Ba'tak "	"anc."	"n."	"OBJ.CONC"	"tradition"
"268"	"b"	"voiced"	"Bablivau "	"MGV"	"v."	"ACT.CONC"	"designate"
"269"	"b"	"voiced"	"Babloputak "	"MGV"	"n."	"OBJ.CONC"	"crusade"
"270"	"b"	"voiced"	"Bah-ker "	"anc."	"n."	"OBJ.CONC"	"garden"
"271"	"b"	"voiced"	"Bah-tor "	"MGV"	"v."	"ACT.CONC"	"garden"
"272"	"b"	"voiced"	"Bahsu "	"MGV"	"n."	"OBJ.CONC"	"gardener"
"273"	"b"	"voiced"	"Bai-lak-pa"	"anc."	"n."	"OBJ.CONC"	"self-pity"
"274"	"b"	"voiced"	"Bak "	"MGV"	"n."	"OBJ.CONC"	"rib"
"275"	"b"	"voiced"	"Bal "	"MGV"	"n."	"OBJ.CONC"	"group, set"
"276"	"b"	"voiced"	"Bali|-| "	"MGV"	"adj."	"PROP.CONC"	"thick"
"277"	"b"	"voiced"	"Bali-thonek "	"MGV"	"n."	"OBJ.CONC"	"caliper(s)"
"278"	"b"	"voiced"	"Balkra "	"anc."	"n."	"OBJ.CONC"	"an aromatic casserole"
"279"	"b"	"voiced"	"Banut "	"MGV"	"v."	"ACT.CONC"	"speak of or about"
"280"	"b"	"voiced"	"Bar-got"	"anc."	"n."	"OBJ.CONC"	"herb"
"281"	"b"	"voiced"	"Bar-kas"	"anc."	"n."	"OBJ.CONC"	"spice"
"282"	"b"	"voiced"	"Bashan "	"MGV"	"n."	"OBJ.CONC"	"migration"
"283"	"b"	"voiced"	"Batai "	"MGV"	"adj."	"PROP.CONC"	"sturdy"
"284"	"b"	"voiced"	"Bau-tor "	"MGV"	"v."	"ACT.CONC"	"disregard, ignore"
"285"	"b"	"voiced"	"Be' "	"MGV"	"prep."	"SITU.MOD"	"adjacent to, beside, close to, near, next to, in proximity to"
"286"	"b"	"voiced"	"Be'es "	"MGV"	"n."	"OBJ.CONC"	"nearness, proximity"
"287"	"b"	"voiced"	"Be'ru'lutik "	"MGV"	"adj."	"PROP.CONC"	"adoral"
"288"	"b"	"voiced"	"Be-, Beik "	"MGV"	"adj."	"PROP.CONC"	"adjacent, close, near"
"289"	"b"	"voiced"	"Be-wan-kur "	"MGV"	"adj."	"PROP.CONC"	"off-white"
"290"	"b"	"voiced"	"Beglanau "	"MGV"	"v."	"ACT.CONC"	"notice"
"291"	"b"	"voiced"	"Behsu "	"MGV"	"n."	"OBJ.CONC"	"neighbor"
"292"	"b"	"voiced"	"Beidzhorsu "	"MGV"	"n."	"OBJ.CONC"	"Bajoran"
"293"	"b"	"voiced"	"Bek "	"MGV"	"n."	"OBJ.CONC"	"wait"
"294"	"b"	"voiced"	"Bek-tor "	"MGV"	"v."	"ACT.CONC"	"wait"
"295"	"b"	"voiced"	"Belk"	"anc."	"n."	"OBJ.CONC"	"scout"
"296"	"b"	"voiced"	"Ben "	"MGV"	"pron."	"OBJ.CONC"	"to us"
"297"	"b"	"voiced"	"Ben-gun "	"anc."	"n."	"OBJ.CONC"	"therapy"
"298"	"b"	"voiced"	"Bes "	"MGV"	"n."	"OBJ.CONC"	"drawing"
"299"	"b"	"voiced"	"Bes-tor "	"MGV"	"v."	"ACT.CONC"	"draw"
"300"	"b"	"voiced"	"Besan "	"MGV"	"n."	"OBJ.CONC"	"chart, map, plot"
"301"	"b"	"voiced"	"Besan-tanaf "	"MGV"	"n."	"OBJ.CONC"	"cartography"
"302"	"b"	"voiced"	"Besau "	"MGV"	"v."	"ACT.CONC"	"chart, map, plot"
"303"	"b"	"voiced"	"Besayek "	"MGV"	"n."	"OBJ.CONC"	"plotter"
"304"	"b"	"voiced"	"Besu "	"MGV"	"n."	"OBJ.CONC"	"companion"
"305"	"b"	"voiced"	"Besu'es "	"MGV"	"n."	"OBJ.CONC"	"companionship"
"306"	"b"	"voiced"	"Betau "	"MGV"	"v."	"ACT.CONC"	"approach, near"
"307"	"b"	"voiced"	"Bezhun "	"MGV"	"n."	"OBJ.CONC"	"eye, oculus"
"308"	"b"	"voiced"	"Bezhun-hassu "	"MGV"	"n."	"OBJ.CONC"	"ophtalmologist"
"309"	"b"	"voiced"	"Bezhun-isach "	"MGV"	"n."	"OBJ.CONC"	"eyelash"
"310"	"b"	"voiced"	"Bezhun-kal "	"MGV"	"n."	"OBJ.CONC"	"eyeball"
"311"	"b"	"voiced"	"Bezhun-masu "	"MGV"	"n."	"OBJ.CONC"	"tears (multiple drops)"
"312"	"b"	"voiced"	"Bezhun-masu-mev "	"MGV"	"n."	"OBJ.CONC"	"lacrimal duct, tear duct"
"313"	"b"	"voiced"	"Bezhun-ripa'shaya "	"MGV"	"n."	"OBJ.CONC"	"cataract"
"314"	"b"	"voiced"	"Bezhun-tal "	"MGV"	"n."	"OBJ.CONC"	"ophtalmology"
"315"	"b"	"voiced"	"Bezhun-thek "	"MGV"	"n."	"OBJ.CONC"	"tear (a single drop)"
"316"	"b"	"voiced"	"Bezhun-wadi "	"MGV"	"n."	"OBJ.CONC"	"cornea"
"317"	"b"	"voiced"	"Bezhun-wan "	"MGV"	"n."	"OBJ.CONC"	"sclera"
"318"	"b"	"voiced"	"Bezhun-zehl "	"MGV"	"n."	"OBJ.CONC"	"eyebrow"
"319"	"b"	"voiced"	"Bi' "	"MGV"	"prep."	"SITU.MOD"	"along"
"320"	"b"	"voiced"	"Bif-, Bifik "	"MGV"	"adj."	"PROP.CONC"	"sure"
"321"	"b"	"voiced"	"Bikuv "	"MGV"	"n."	"OBJ.CONC"	"picture"
"322"	"b"	"voiced"	"Bikuv-kitaun "	"MGV"	"n."	"OBJ.CONC"	"hieroglyphic (writing)"
"323"	"b"	"voiced"	"Bishau "	"MGV"	"v."	"ACT.CONC"	"swarm, teem"
"324"	"b"	"voiced"	"Bladzh "	"MGV"	"n."	"OBJ.CONC"	"camp"
"325"	"b"	"voiced"	"Bladzh-yon "	"MGV"	"n."	"OBJ.CONC"	"campfire"
"326"	"b"	"voiced"	"Bling "	"MGV"	"n."	"OBJ.CONC"	"cymbal"
"327"	"b"	"voiced"	"Bohrau "	"MGV"	"v."	"ACT.CONC"	"cure"
"328"	"b"	"voiced"	"Bol-, Bolik "	"MGV"	"adj."	"PROP.CONC"	"critical, vital"
"329"	"b"	"voiced"	"Bol-falek'es "	"MGV"	"n."	"OBJ.CONC"	"critical temperature"
"330"	"b"	"voiced"	"Bol-mog'es "	"MGV"	"n."	"OBJ.CONC"	"critical volume"
"331"	"b"	"voiced"	"Bol-shivak "	"MGV"	"n."	"OBJ.CONC"	"critical mass"
"332"	"b"	"voiced"	"Bol-sov-masu'es "	"MGV"	"n."	"OBJ.CONC"	"critical humidity"
"333"	"b"	"voiced"	"Bol-suk'es "	"MGV"	"n."	"OBJ.CONC"	"critical size"
"334"	"b"	"voiced"	"Bol-tav "	"MGV"	"n."	"OBJ.CONC"	"critical rate"
"335"	"b"	"voiced"	"Bol-threshan "	"MGV"	"n."	"OBJ.CONC"	"critical speed"
"336"	"b"	"voiced"	"Bol-toruk'es "	"MGV"	"n."	"OBJ.CONC"	"critical voltage"
"337"	"b"	"voiced"	"Bol-vakav'es "	"MGV"	"n."	"OBJ.CONC"	"critical frequency"
"338"	"b"	"voiced"	"Bol-vihish "	"MGV"	"n."	"OBJ.CONC"	"critical pressure"
"339"	"b"	"voiced"	"Bol-vulu "	"MGV"	"n."	"OBJ.CONC"	"critical angle"
"340"	"b"	"voiced"	"Bolau "	"MGV"	"v."	"ACT.CONC"	"need"
"341"	"b"	"voiced"	"Bolaya "	"MGV"	"n."	"OBJ.CONC"	"need"
"342"	"b"	"voiced"	"Bolaya-, Bolayatik "	"MGV"	"adj."	"PROP.CONC"	"essential"
"343"	"b"	"voiced"	"Bosh|-| "	"MGV"	"adj."	"PROP.CONC"	"full"
"344"	"b"	"voiced"	"Bosh-khaf-masu "	"MGV"	"n."	"OBJ.CONC"	"plasma"
"345"	"b"	"voiced"	"Boshak "	"MGV"	"n."	"OBJ.CONC"	"filling"
"346"	"b"	"voiced"	"Boshau "	"MGV"	"v."	"ACT.CONC"	"fill"
"347"	"b"	"voiced"	"Bov "	"MGV"	"n."	"OBJ.CONC"	"average"
"348"	"b"	"voiced"	"Bov-, Bovik "	"MGV"	"adj."	"PROP.CONC"	"average"
"349"	"b"	"voiced"	"Bov-tor "	"MGV"	"v."	"ACT.CONC"	"average"
"350"	"b"	"voiced"	"Brag "	"MGV"	"n."	"OBJ.CONC"	"crypt, tomb"
"351"	"b"	"voiced"	"Bral-tukh "	"MGV"	"n."	"OBJ.CONC"	"gallium"
"352"	"b"	"voiced"	"Brash'es "	"MGV"	"n."	"OBJ.CONC"	"fecundity"
"353"	"b"	"voiced"	"Breth-tukh "	"MGV"	"n."	"OBJ.CONC"	"praseodymium"
"354"	"b"	"voiced"	"Bru "	"MGV"	"n."	"OBJ.CONC"	"lip"
"355"	"b"	"voiced"	"Bru-yonshaya "	"MGV"	"n."	"OBJ.CONC"	"cheilitis"
"356"	"b"	"voiced"	"Bruhd "	"MGV"	"n."	"OBJ.CONC"	"caterpillar"
"357"	"b"	"voiced"	"Budda-dva "	"MGV"	"n."	"OBJ.CONC"	"Buddhism"
"358"	"b"	"voiced"	"Budda-dvasu "	"MGV"	"n."	"OBJ.CONC"	"Buddhist"
"359"	"b"	"voiced"	"Buhfik "	"MGV"	"adj."	"PROP.CONC"	"perfect"
"360"	"b"	"voiced"	"Buhl'es "	"MGV"	"n."	"OBJ.CONC"	"enthusiasm"
"361"	"b"	"voiced"	"Buhl-, Buhlik "	"MGV"	"adj."	"PROP.CONC"	"enthusiastic"
"362"	"b"	"voiced"	"Buhn "	"MGV"	"n."	"OBJ.CONC"	"coin"
"363"	"b"	"voiced"	"Buk "	"MGV"	"n."	"OBJ.CONC"	"fate, destiny"
"364"	"b"	"voiced"	"Bulom-tukh "	"MGV"	"n."	"OBJ.CONC"	"molybdenum"
"365"	"b"	"voiced"	"Bureki "	"anc."	"n."	"OBJ.CONC"	"a volcanic stone used for construction"
"366"	"b"	"voiced"	"Burun "	"MGV"	"n."	"OBJ.CONC"	"crisis"
"367"	"b"	"voiced"	"Burun-, Burunik "	"MGV"	"adj."	"PROP.CONC"	"critical (in a crisis)"
"368"	"b"	"voiced"	"Burun-palutun-flanapausu "	"MGV"	"n."	"OBJ.CONC"	"critical care specialist"
"369"	"b"	"voiced"	"Burun-palutun-hassu "	"MGV"	"n."	"OBJ.CONC"	"critical care doctor"
"370"	"b"	"voiced"	"Burun-palutun-shal "	"MGV"	"n."	"OBJ.CONC"	"critical care unit"
"371"	"b"	"voiced"	"Burun-palutun-shi'has "	"MGV"	"n."	"OBJ.CONC"	"critical care center"
"372"	"b"	"voiced"	"Burun-palutunik has-golsu "	"MGV"	"n."	"OBJ.CONC"	"critical care nurse"
"373"	"b"	"voiced"	"Busnem "	"MGV"	"n."	"OBJ.CONC"	"abortion"
"374"	"b"	"voiced"	"Busnem-tor "	"MGV"	"v."	"ACT.CONC"	"abort"
"375"	"d"	"voiced"	"D'oh-tor "	"MGV"	"v."	"ACT.CONC"	"confuse, perplex, puzzle"
"376"	"d"	"voiced"	"D'ohan "	"MGV"	"n."	"OBJ.CONC"	"confusion, perplexity, puzzlement"
"377"	"d"	"voiced"	"D'ohik "	"MGV"	"adj."	"PROP.CONC"	"confused, perplexed, puzzled"
"378"	"d"	"voiced"	"Da "	"MGV"	"n."	"OBJ.CONC"	"pebble"
"379"	"d"	"voiced"	"Da-fek "	"MGV"	"n."	"OBJ.CONC"	"axle"
"380"	"d"	"voiced"	"Da-kuv "	"MGV"	"n."	"OBJ.CONC"	"circle"
"381"	"d"	"voiced"	"Da-kuv-falek'es "	"MGV"	"n."	"OBJ.CONC"	"convection"
"382"	"d"	"voiced"	"Da-kuvau "	"MGV"	"v."	"ACT.CONC"	"circulate"
"383"	"d"	"voiced"	"Da-kuvau-katrom "	"MGV"	"n."	"OBJ.CONC"	"circulating current"
"384"	"d"	"voiced"	"Da-kuvau-spol "	"MGV"	"n."	"OBJ.CONC"	"circulating pump"
"385"	"d"	"voiced"	"Da-kuvau-torektra "	"MGV"	"n."	"OBJ.CONC"	"circulatory system"
"386"	"d"	"voiced"	"Da-kuvaya "	"MGV"	"n."	"OBJ.CONC"	"circulation"
"387"	"d"	"voiced"	"Da-kuvayek "	"MGV"	"n."	"OBJ.CONC"	"circulator"
"388"	"d"	"voiced"	"Da-nel "	"MGV"	"n."	"OBJ.CONC"	"cycle"
"389"	"d"	"voiced"	"Da-nel-, Da-nelik "	"MGV"	"adj."	"PROP.CONC"	"cyclic"
"390"	"d"	"voiced"	"Da-rala-hali, Da-rala-hashek "	"MGV"	"n."	"OBJ.CONC"	"helicopter"
"391"	"d"	"voiced"	"Da-sfek "	"MGV"	"n."	"OBJ.CONC"	"axis"
"392"	"d"	"voiced"	"Da-sfek-lerakovayek "	"MGV"	"n."	"OBJ.CONC"	"axial compressor"
"393"	"d"	"voiced"	"Da-sfek-mishu "	"MGV"	"n."	"OBJ.CONC"	"axial engine"
"394"	"d"	"voiced"	"Da-sfek-tavat "	"MGV"	"n."	"OBJ.CONC"	"axial ratio"
"395"	"d"	"voiced"	"Da-sfek-vukharat "	"MGV"	"n."	"OBJ.CONC"	"axial vector"
"396"	"d"	"voiced"	"Da-sfek-yumaya "	"MGV"	"n."	"OBJ.CONC"	"axial flow"
"397"	"d"	"voiced"	"Da-skramek "	"MGV"	"n."	"OBJ.CONC"	"lathe"
"398"	"d"	"voiced"	"Da-tor "	"MGV"	"v."	"ACT.CONC"	"rotate, turn"
"399"	"d"	"voiced"	"Dafel "	"MGV"	"n."	"OBJ.CONC"	"pelvis"
"400"	"d"	"voiced"	"Dafel-, Dafelik "	"MGV"	"adj."	"PROP.CONC"	"pelvic"
"401"	"d"	"voiced"	"Dah'es "	"MGV"	"n."	"OBJ.CONC"	"duality"
"402"	"d"	"voiced"	"Dah-glan "	"MGV"	"n."	"OBJ.CONC"	"double vision, diplopia"
"403"	"d"	"voiced"	"Dah-guv-, Dah-guvik "	"MGV"	"adj."	"PROP.CONC"	"bisexual"
"404"	"d"	"voiced"	"Dah-halek "	"MGV"	"n."	"OBJ.CONC"	"bicycle"
"405"	"d"	"voiced"	"Dah-ketil "	"MGV"	"n."	"OBJ.CONC"	"double integral"
"406"	"d"	"voiced"	"Dah-kharat-, Dah-kharatik "	"MGV"	"adj."	"PROP.CONC"	"bidirectional"
"407"	"d"	"voiced"	"Dah-kharat-katrom (DKhK)"	"MGV"	"n."	"OBJ.CONC"	"alternating current (AC)"
"408"	"d"	"voiced"	"Dah-kiht "	"MGV"	"n."	"OBJ.CONC"	"binary code"
"409"	"d"	"voiced"	"Dah-kulan "	"MGV"	"n."	"OBJ.CONC"	"double helix"
"410"	"d"	"voiced"	"Dah-lan-tol "	"MGV"	"n."	"OBJ.CONC"	"double floor"
"411"	"d"	"voiced"	"Dah-leh "	"MGV"	"num."	"SELEC.MOD"	"twenty"
"412"	"d"	"voiced"	"Dah-leh'rak, dah-lehr- "	"MGV"	"adj."	"PROP.CONC"	"twentieth"
"413"	"d"	"voiced"	"Dah-leh'veh "	"MGV"	"n."	"OBJ.CONC"	"twentieth"
"414"	"d"	"voiced"	"Dah-mashek "	"MGV"	"n."	"OBJ.CONC"	"emulsifier"
"415"	"d"	"voiced"	"Dah-masu-tukh "	"MGV"	"n."	"OBJ.CONC"	"deuterium"
"416"	"d"	"voiced"	"Dah-mavaya "	"MGV"	"n."	"OBJ.CONC"	"duet"
"417"	"d"	"voiced"	"Dah-narafek "	"MGV"	"n."	"OBJ.CONC"	"diode"
"418"	"d"	"voiced"	"Dah-pim-folayek "	"MGV"	"n."	"OBJ.CONC"	"dilithium reactor"
"419"	"d"	"voiced"	"Dah-pim-tukh "	"MGV"	"n."	"OBJ.CONC"	"dilithium"
"420"	"d"	"voiced"	"Dah-pim-viskulan "	"MGV"	"n."	"OBJ.CONC"	"dilithium matrix"
"421"	"d"	"voiced"	"Dah-rala-, Dah-ralaik "	"MGV"	"adj."	"PROP.CONC"	"dipterous"
"422"	"d"	"voiced"	"Dah-ralash-vel "	"MGV"	"n."	"OBJ.CONC"	"diphthong"
"423"	"d"	"voiced"	"Dah-sashavaya "	"MGV"	"n."	"OBJ.CONC"	"double exposure"
"424"	"d"	"voiced"	"Dah-shivaya "	"MGV"	"n."	"OBJ.CONC"	"paraplegia"
"425"	"d"	"voiced"	"Dah-stonn-pi'sef |t'shahov| "	"MGV"	"n."	"OBJ.CONC"	"beach cusp"
"426"	"d"	"voiced"	"Dah-stonn-sef "	"MGV"	"n."	"OBJ.CONC"	"barchan"
"427"	"d"	"voiced"	"Dah-svep "	"MGV"	"n."	"OBJ.CONC"	"double door"
"428"	"d"	"voiced"	"Dah-svin "	"MGV"	"n."	"OBJ.CONC"	"double entry"
"429"	"d"	"voiced"	"Dah-temok "	"MGV"	"n."	"OBJ.CONC"	"double wall, double bulkhead"
"430"	"d"	"voiced"	"Dah-tukh "	"MGV"	"n."	"OBJ.CONC"	"curium"
"431"	"d"	"voiced"	"Dah-vla-, Dah-vlaik "	"MGV"	"adj."	"PROP.CONC"	"bilateral"
"432"	"d"	"voiced"	"Dah-vukh "	"MGV"	"n."	"OBJ.CONC"	"double hull"
"433"	"d"	"voiced"	"Dah-wak "	"MGV"	"adv."	"ACT.CONC.MOD"	"twice"
"434"	"d"	"voiced"	"Dah-weizehl "	"MGV"	"n."	"OBJ.CONC"	"double series"
"435"	"d"	"voiced"	"Dah-wek-, Dah-wekik "	"MGV"	"adj."	"PROP.CONC"	"diphasic"
"436"	"d"	"voiced"	"Dah-yel "	"MGV"	"n."	"OBJ.CONC"	"binary star"
"437"	"d"	"voiced"	"Dah-zalu "	"MGV"	"n."	"OBJ.CONC"	"coenzyme"
"438"	"d"	"voiced"	"Dah-zamasu "	"MGV"	"n."	"OBJ.CONC"	"double agent"
"439"	"d"	"voiced"	"Dah-zan-vel "	"MGV"	"n."	"OBJ.CONC"	"binoculars"
"440"	"d"	"voiced"	"Dah-zun "	"MGV"	"n."	"OBJ.CONC"	"digraph"
"441"	"d"	"voiced"	"Dahal-tor "	"MGV"	"v."	"ACT.CONC"	"go around"
"442"	"d"	"voiced"	"Dahek "	"MGV"	"n."	"OBJ.CONC"	"duo"
"443"	"d"	"voiced"	"Dahkvalu "	"MGV"	"n."	"OBJ.CONC"	"parabola"
"444"	"d"	"voiced"	"Dahl-tor "	"MGV"	"v."	"ACT.CONC"	"detach, disengage"
"445"	"d"	"voiced"	"Dahli "	"MGV"	"prep."	"SITU.MOD"	"apart"
"446"	"d"	"voiced"	"Dahli-nesh-tor "	"MGV"	"v."	"ACT.CONC"	"dissect"
"447"	"d"	"voiced"	"Dahli-neshan "	"MGV"	"n."	"OBJ.CONC"	"dissection"
"448"	"d"	"voiced"	"Dahpul-vo'ihn "	"MGV"	"n."	"OBJ.CONC"	"quadratic equation"
"449"	"d"	"voiced"	"Dahr-, Dahrik "	"MGV"	"adj."	"PROP.CONC"	"second, secondary"
"450"	"d"	"voiced"	"Dahs-da-kuv "	"MGV"	"n."	"OBJ.CONC"	"equator"
"451"	"d"	"voiced"	"Dahsau "	"MGV"	"v."	"ACT.CONC"	"divide"
"452"	"d"	"voiced"	"Dahsau-nosahp "	"MGV"	"n."	"OBJ.CONC"	"quotient"
"453"	"d"	"voiced"	"Dahsaya "	"MGV"	"n."	"OBJ.CONC"	"divide, division"
"454"	"d"	"voiced"	"Dahshau "	"MGV"	"v."	"ACT.CONC"	"separate"
"455"	"d"	"voiced"	"Dahshaya "	"MGV"	"n."	"OBJ.CONC"	"separation"
"456"	"d"	"voiced"	"Dahsu'us "	"MGV"	"n."	"OBJ.CONC"	"binomial"
"457"	"d"	"voiced"	"Dahtau "	"MGV"	"v."	"ACT.CONC"	"double"
"458"	"d"	"voiced"	"Dailissak "	"MGV"	"n."	"OBJ.CONC"	"adventure"
"459"	"d"	"voiced"	"Dakh"	"anc."	"v."	"ACT.CONC"	"cast out, evict, expel, toss out"
"460"	"d"	"voiced"	"Dakh-ha'tanaya "	"MGV"	"n."	"OBJ.CONC"	"luminescence"
"461"	"d"	"voiced"	"Dan "	"MGV"	"n."	"OBJ.CONC"	"rotation, turn"
"462"	"d"	"voiced"	"Dan-, Danik "	"MGV"	"adj."	"DEG.MOD"	"most"
"463"	"d"	"voiced"	"Dan-fa-, Dan-faik "	"MGV"	"adj."	"DEG.MOD"	"foremost"
"464"	"d"	"voiced"	"Dan-glu|-| "	"MGV"	"adj."	"DEG.MOD"	"deepest"
"465"	"d"	"voiced"	"Dan-has-bosh "	"MGV"	"adj."	"DEG.MOD"	"sickest"
"466"	"d"	"voiced"	"Dan-karik "	"MGV"	"adj."	"DEG.MOD"	"strongest"
"467"	"d"	"voiced"	"Dan-klon|-| "	"MGV"	"adj."	"DEG.MOD"	"smartest"
"468"	"d"	"voiced"	"Dan-kobat|-| "	"MGV"	"adj."	"DEG.MOD"	"weakest"
"469"	"d"	"voiced"	"Dan-lerash|-| "	"MGV"	"adj."	"DEG.MOD"	"hardest (least soft)"
"470"	"d"	"voiced"	"Dan-nu'ri|-| "	"MGV"	"adj."	"DEG.MOD"	"youngest"
"471"	"d"	"voiced"	"Dan-nuk|-| "	"MGV"	"adj."	"DEG.MOD"	"lowest"
"472"	"d"	"voiced"	"Dan-os|-| "	"MGV"	"adj."	"DEG.MOD"	"oldest"
"473"	"d"	"voiced"	"Dan-pid|-| "	"MGV"	"adj."	"DEG.MOD"	"highest"
"474"	"d"	"voiced"	"Dan-ras|-| "	"MGV"	"adj."	"DEG.MOD"	"heaviest"
"475"	"d"	"voiced"	"Dan-rom|-| "	"MGV"	"adj."	"DEG.MOD"	"best"
"476"	"d"	"voiced"	"Dan-runemek "	"MGV"	"n."	"OBJ.CONC"	"clutch"
"477"	"d"	"voiced"	"Dan-sahr-, Dan-sahris "	"MGV"	"adj."	"DEG.MOD"	"fastest, quickest"
"478"	"d"	"voiced"	"Dan-slu-, Dan-sluk "	"MGV"	"adj."	"DEG.MOD"	"freshest"
"479"	"d"	"voiced"	"Dan-ta'hal|-| "	"MGV"	"adj."	"DEG.MOD"	"lightest (least heavy)"
"480"	"d"	"voiced"	"Dan-thel-, Dan-thelik "	"MGV"	"adj."	"DEG.MOD"	"fattest"
"481"	"d"	"voiced"	"Dan-vohr-, Dan-vohris "	"MGV"	"adj."	"DEG.MOD"	"slowest"
"482"	"d"	"voiced"	"Dan-wonil|-| "	"MGV"	"adj."	"DEG.MOD"	"thinnest"
"483"	"d"	"voiced"	"Danan "	"MGV"	"n."	"OBJ.CONC"	"majority"
"484"	"d"	"voiced"	"Danau "	"MGV"	"v."	"ACT.CONC"	"explain"
"485"	"d"	"voiced"	"Danau-dunap "	"MGV"	"n."	"OBJ.CONC"	"encyclopedia"
"486"	"d"	"voiced"	"Dap "	"MGV"	"n."	"OBJ.CONC"	"mercy"
"487"	"d"	"voiced"	"Dap-lan-pa "	"MGV"	"n."	"OBJ.CONC"	"children's game similar to Mercy or Uncle"
"488"	"d"	"voiced"	"Dash "	"MGV"	"n."	"OBJ.CONC"	"injury"
"489"	"d"	"voiced"	"Dash-tor "	"MGV"	"v."	"ACT.CONC"	"injure"
"490"	"d"	"voiced"	"Datau "	"MGV"	"v."	"ACT.CONC"	"propel"
"491"	"d"	"voiced"	"Datau-tukh "	"MGV"	"n."	"OBJ.CONC"	"propellant"
"492"	"d"	"voiced"	"Dataya "	"MGV"	"n."	"OBJ.CONC"	"propulsion"
"493"	"d"	"voiced"	"Datayek "	"MGV"	"n."	"OBJ.CONC"	"propeller"
"494"	"d"	"voiced"	"Dator "	"MGV"	"v."	"ACT.CONC"	"prepare"
"495"	"d"	"voiced"	"Dau "	"MGV"	"v."	"ACT.CONC"	"affect"
"496"	"d"	"voiced"	"Dau-bosh "	"MGV"	"adj."	"PROP.CONC"	"effective"
"497"	"d"	"voiced"	"Dau-tukh "	"MGV"	"n."	"OBJ.CONC"	"hormone"
"498"	"d"	"voiced"	"Dawan "	"anc."	"n."	"OBJ.CONC"	"a person who cannot be counted on"
"499"	"d"	"voiced"	"Daya "	"MGV"	"n."	"OBJ.CONC"	"effect"
"500"	"d"	"voiced"	"Def "	"MGV"	"n."	"OBJ.CONC"	"batch"
"501"	"d"	"voiced"	"Deik "	"MGV"	"n."	"OBJ.CONC"	"file (document)"
"502"	"d"	"voiced"	"Del "	"MGV"	"n."	"OBJ.CONC"	"rim"
"503"	"d"	"voiced"	"Desh'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"north"
"504"	"d"	"voiced"	"Desh'rak-, Desh'rakik "	"MGV"	"adj."	"PROP.CONC"	"northern"
"505"	"d"	"voiced"	"Desh'raksu "	"MGV"	"n."	"OBJ.CONC"	"northerner"
"506"	"d"	"voiced"	"Desh-she'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"northeast"
"507"	"d"	"voiced"	"Desh-tev'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"northwest"
"508"	"d"	"voiced"	"Desh-tukh "	"MGV"	"n."	"OBJ.CONC"	"dolomite"
"509"	"d"	"voiced"	"Deshkau "	"MGV"	"v."	"ACT.CONC"	"question"
"510"	"d"	"voiced"	"Deshker "	"MGV"	"n."	"OBJ.CONC"	"question"
"511"	"d"	"voiced"	"Detra "	"MGV"	"n."	"OBJ.CONC"	"bunch"
"512"	"d"	"voiced"	"Di'kish-torek "	"MGV"	"n."	"OBJ.CONC"	"metabolism"
"513"	"d"	"voiced"	"Di'kish-tor "	"MGV"	"v."	"ACT.CONC"	"metabolize"
"514"	"d"	"voiced"	"Di'kizh "	"MGV"	"n."	"OBJ.CONC"	"exchange"
"515"	"d"	"voiced"	"Dif-tor "	"MGV"	"v."	"ACT.CONC"	"live a long time, live a full life"
"516"	"d"	"voiced"	"Dihrf "	"MGV"	"n."	"OBJ.CONC"	"sexual intercourse"
"517"	"d"	"voiced"	"Din-tor "	"MGV"	"v."	"ACT.CONC"	"miss"
"518"	"d"	"voiced"	"Dir-, Dirik "	"MGV"	"adj."	"PROP.CONC"	"coarse"
"519"	"d"	"voiced"	"Do "	"MGV"	"conj."	"CONNECTOR"	"than"
"520"	"d"	"voiced"	"Dohn "	"MGV"	"n."	"OBJ.CONC"	"board, plank, playing surface for a board game"
"521"	"d"	"voiced"	"Dok "	"MGV"	"n."	"OBJ.CONC"	"brick"
"522"	"d"	"voiced"	"Dok-krizhiv "	"MGV"	"n."	"OBJ.CONC"	"brick clay"
"523"	"d"	"voiced"	"Dok-torvausu "	"MGV"	"n."	"OBJ.CONC"	"bricklayer"
"524"	"d"	"voiced"	"Dol-hinek "	"MGV"	"n."	"OBJ.CONC"	"clavicle"
"525"	"d"	"voiced"	"Dom "	"MGV"	"interj."	"interjection"	"so (exclamation)"
"526"	"d"	"voiced"	"Don-ka "	"anc."	"adj."	"PROP.CONC"	"rich, wealthy"
"527"	"d"	"voiced"	"Don-kut "	"anc."	"n."	"OBJ.CONC"	"bonanza, financial windfall"
"528"	"d"	"voiced"	"Don-tak "	"anc."	"n."	"OBJ.CONC"	"riches, wealth"
"529"	"d"	"voiced"	"Donkes-tor "	"MGV"	"v."	"ACT.CONC"	"finance, fund, bankroll"
