"FRST_LETTER"	"vulcan"	"pronunciation"	"variety"	"pos"	"fse"	"misc"
"326"	"b"	"Bezhun-zehl "	NA	"MGV"	NA	" eyebrow"	""
"327"	"b"	"Bi' "	NA	"MGV"	"prep."	" along"	""
"328"	"b"	"Bif-, Bifik "	NA	"MGV"	"adj."	" sure"	""
"329"	"b"	"Bikuv "	" bi - ' kuv "	"MGV"	NA	" picture"	""
"330"	"b"	"Bikuv-kitaun "	NA	"MGV"	NA	" hieroglyphic"	"writing"
"331"	"b"	"Bishau "	NA	"MGV"	"v."	" swarm, teem"	""
"332"	"b"	"Bladzh "	NA	"MGV"	"n."	" camp"	""
"333"	"b"	"Bladzh-yon "	NA	"MGV"	NA	" campfire"	""
"334"	"b"	"Bling "	NA	"MGV"	NA	" cymbal"	""
"335"	"b"	"Bohrau "	NA	"MGV"	"v."	" cure"	""
"336"	"b"	"Bol-, Bolik "	NA	"MGV"	NA	" critical, vital"	""
"337"	"b"	"Bol-falek'es "	NA	"MGV"	NA	" critical temperature"	""
"338"	"b"	"Bol-mog'es "	NA	"MGV"	NA	" critical volume"	""
"339"	"b"	"Bol-shivak "	NA	"MGV"	NA	" critical mass"	""
"340"	"b"	"Bol-sov-masu'es "	NA	"MGV"	NA	" critical humidity"	""
"341"	"b"	"Bol-suk'es "	NA	"MGV"	NA	" critical size"	""
"342"	"b"	"Bol-tav "	NA	"MGV"	NA	" critical rate"	""
"343"	"b"	"Bol-threshan "	NA	"MGV"	NA	" critical speed"	""
"344"	"b"	"Bol-toruk'es "	NA	"MGV"	NA	" critical voltage"	""
"345"	"b"	"Bol-vakav'es "	NA	"MGV"	NA	" critical frequency"	""
"346"	"b"	"Bol-vihish "	NA	"MGV"	NA	" critical pressure"	""
"347"	"b"	"Bol-vulu "	NA	"MGV"	NA	" critical angle"	""
"348"	"b"	"Bolau "	NA	"MGV"	"v."	" need"	""
"349"	"b"	"Bolaya "	NA	"MGV"	"n."	" need"	""
"350"	"b"	"Bolaya-, Bolayatik "	NA	"MGV"	"adj."	" essential"	""
"351"	"b"	"Bosh|-| "	NA	"MGV"	NA	" full"	""
"352"	"b"	"Bosh-khaf-masu "	NA	"MGV"	NA	" plasma"	"med."
"353"	"b"	"Boshak "	" ' bo_ - _k "	"MGV"	"n."	" filling"	""
"354"	"b"	"Boshau "	" bo_ - ' a_ "	"MGV"	"v."	" fill"	""
"355"	"b"	"Bov "	NA	"MGV"	"n."	" average"	""
"356"	"b"	"Bov-, Bovik "	NA	"MGV"	"adj."	" average"	""
"357"	"b"	"Bov-tor "	NA	"MGV"	"v."	" average"	""
"358"	"b"	"Brag "	NA	"MGV"	NA	" crypt, tomb"	""
"359"	"b"	"Bral-tukh "	NA	"MGV"	NA	" gallium"	""
"360"	"b"	"Brash'es "	NA	"MGV"	NA	" fecundity"	""
"361"	"b"	"Breth-tukh "	NA	"MGV"	NA	" praseodymium"	""
"362"	"b"	"Bru "	NA	"MGV"	"n."	" lip"	""
"363"	"b"	"Bru-yonshaya "	NA	"MGV"	NA	" cheilitis"	""
"364"	"b"	"Bruhd "	NA	"MGV"	NA	" caterpillar"	""
"365"	"b"	"Budda-dva "	NA	"MGV"	NA	" Buddhism"	""
"366"	"b"	"Budda-dvasu "	NA	"MGV"	"n."	" Buddhist"	""
"367"	"b"	"Buhfik "	" ' b_f - ik , ' b_f - "	"MGV"	NA	" perfect"	""
"368"	"b"	"Buhl'es "	NA	"MGV"	NA	" enthusiasm"	""
"369"	"b"	"Buhl-, Buhlik "	NA	"MGV"	NA	" enthusiastic"	""
"370"	"b"	"Buhn "	NA	"MGV"	"n."	" coin"	""
"371"	"b"	"Buk "	NA	"MGV"	NA	" fate, destiny"	""
"372"	"b"	"Bulom-tukh "	NA	"MGV"	NA	" molybdenum"	""
"373"	"b"	"Bureki "	" bu - ' re - ki "	"anc."	NA	" a volcanic stone used for construction"	""
"374"	"b"	"Burun "	" bu - ' run "	"MGV"	NA	" crisis"	""
"375"	"b"	"Burun-, Burunik "	NA	"MGV"	NA	" critical "	"in a crisis"
"376"	"b"	"Burun-palutun-flanapausu "	NA	"MGV"	NA	" critical care specialist"	""
"377"	"b"	"Burun-palutun-hassu "	NA	"MGV"	NA	" critical care doctor"	""
"378"	"b"	"Burun-palutun-shal "	NA	"MGV"	NA	" critical care unit"	""
"379"	"b"	"Burun-palutun-shi'has "	NA	"MGV"	NA	" critical care center"	""
"380"	"b"	"Burun-palutunik has-golsu "	NA	"MGV"	NA	" critical care nurse"	""
"381"	"b"	"Busnem "	NA	"MGV"	NA	" abortion"	"med."
"382"	"b"	"Busnem-tor "	NA	"MGV"	NA	" abort"	"med."
"383"	"d"	"D'mallu "	" d - ' m_ - __u "	"NGS"	NA	" large, carnivorous Vulcan plant"	""
"384"	"d"	"D'oh-tor "	NA	"MGV"	NA	" confuse, perplex, puzzle"	""
"385"	"d"	"D'ohan "	" ' d_ - _n "	"MGV"	NA	" confusion, perplexity, puzzlement"	""
"386"	"d"	"D'ohik "	" ' d_ - ik "	"MGV"	"adj."	" confused, perplexed, puzzled"	""
"387"	"d"	"Da "	NA	"MGV"	NA	" pebble"	""
"388"	"d"	"Da'Nikhirch"	NA	"NGS"	NA	" Eye of Fire, Fire-Eye,ie.the Vulcan Sun"	""
"389"	"d"	"Da-fek "	" ' d_ - fek "	"MGV"	NA	" axle"	""
"390"	"d"	"Da-kuv "	" d_ - ' kuv "	"MGV"	"n."	" circle"	""
"391"	"d"	"Da-kuv-falek'es "	NA	"MGV"	NA	" convection"	""
"392"	"d"	"Da-kuvau "	NA	"MGV"	NA	" circulate"	""
"393"	"d"	"Da-kuvau-katrom "	NA	"MGV"	NA	" circulating current"	""
"394"	"d"	"Da-kuvau-spol "	NA	"MGV"	NA	" circulating pump"	""
"395"	"d"	"Da-kuvau-torektra "	NA	"MGV"	NA	" circulatory system"	""
"396"	"d"	"Da-kuvaya "	NA	"MGV"	NA	" circulation"	""
"397"	"d"	"Da-kuvayek "	NA	"MGV"	NA	" circulator"	""
"398"	"d"	"Da-nel "	NA	"MGV"	"n."	" cycle"	""
"399"	"d"	"Da-nel-, Da-nelik "	NA	"MGV"	"adj."	" cyclic"	""
"400"	"d"	"Da-rala-hali, Da-rala-hashek "	NA	"MGV"	NA	" helicopter"	""
"401"	"d"	"Da-sfek "	NA	"MGV"	NA	" axis"	""
"402"	"d"	"Da-sfek-lerakovayek "	NA	"MGV"	NA	" axial compressor"	""
"403"	"d"	"Da-sfek-mishu "	NA	"MGV"	NA	" axial engine"	""
"404"	"d"	"Da-sfek-tavat "	NA	"MGV"	NA	" axial ratio"	""
"405"	"d"	"Da-sfek-vukharat "	NA	"MGV"	NA	" axial vector"	""
"406"	"d"	"Da-sfek-yumaya "	NA	"MGV"	NA	" axial flow"	""
"407"	"d"	"Da-skramek "	" d_ - ' skr_m - ek "	"MGV"	"n."	" lathe"	""
"408"	"d"	"Da-tor "	" d_ - ' tor "	"MGV"	NA	" rotate, turn"	""
"409"	"d"	"Dafel "	" ' d_f - el "	"MGV"	NA	" pelvis"	""
"410"	"d"	"Dafel-, Dafelik "	NA	"MGV"	NA	" pelvic"	""
"411"	"d"	"Dah'es "	NA	"MGV"	NA	" duality"	""
"412"	"d"	"Dah-glan "	NA	"MGV"	NA	" double vision, diplopia"	""
"413"	"d"	"Dah-guv-, Dah-guvik "	NA	"MGV"	"adj."	" bisexual"	""
"414"	"d"	"Dah-halek "	NA	"MGV"	"n."	" bicycle"	""
"415"	"d"	"Dah-ketil "	NA	"MGV"	NA	" double integral"	""
"416"	"d"	"Dah-kharat-, Dah-kharatik "	NA	"MGV"	"adj."	" bidirectional"	""
"417"	"d"	"Dah-kharat-katrom "	NA	"DKhK"	NA	" alternating current "	"AC"
"418"	"d"	"Dah-kiht "	NA	"MGV"	NA	" binary code"	""
"419"	"d"	"Dah-kulan "	NA	"MGV"	NA	" double helix"	""
"420"	"d"	"Dah-lan-tol "	NA	"MGV"	NA	" double floor"	""
"421"	"d"	"Dah-leh "	NA	"MGV"	NA	" twenty"	""
"422"	"d"	"Dah-leh'rak, dah-lehr- "	NA	"MGV"	"adj."	" twentieth"	""
"423"	"d"	"Dah-leh'veh "	NA	"MGV"	"n."	" twentieth"	""
"424"	"d"	"Dah-mashek "	NA	"MGV"	NA	" emulsifier"	""
"425"	"d"	"Dah-masu-tukh "	NA	"MGV"	NA	" deuterium"	""
"426"	"d"	"Dah-mavaya "	NA	"MGV"	"n."	" duet"	""
"427"	"d"	"Dah-narafek "	NA	"MGV"	NA	" diode"	""
"428"	"d"	"Dah-pim-folayek "	NA	"MGV"	NA	" dilithium reactor"	""
"429"	"d"	"Dah-pim-tukh "	NA	"MGV"	NA	" dilithium"	""
"430"	"d"	"Dah-pim-viskulan "	NA	"MGV"	NA	" dilithium matrix"	""
"431"	"d"	"Dah-rala-, Dah-ralaik "	NA	"MGV"	NA	" dipterous"	""
"432"	"d"	"Dah-ralash-vel "	NA	"MGV"	NA	" diphthong"	""
"433"	"d"	"Dah-sashavaya "	NA	"MGV"	NA	" double exposure"	""
"434"	"d"	"Dah-shivaya "	NA	"MGV"	NA	" paraplegia"	""
"435"	"d"	"Dah-stonn-pi'sef |t'shahov| "	NA	"MGV"	NA	" beach cusp"	""
"436"	"d"	"Dah-stonn-sef "	NA	"MGV"	NA	" barchan"	""
"437"	"d"	"Dah-svep "	NA	"MGV"	NA	" double door"	""
"438"	"d"	"Dah-svin "	NA	"MGV"	NA	" double entry"	""
"439"	"d"	"Dah-temok "	NA	"MGV"	NA	" double wall, double bulkhead"	""
"440"	"d"	"Dah-tukh "	NA	"MGV"	NA	" curium"	""
"441"	"d"	"Dah-vla-, Dah-vlaik "	NA	"MGV"	"adj."	" bilateral"	""
"442"	"d"	"Dah-vukh "	NA	"MGV"	NA	" double hull"	""
"443"	"d"	"Dah-wak "	NA	"MGV"	NA	" twice"	""
"444"	"d"	"Dah-weizehl "	NA	"MGV"	NA	" double series"	""
"445"	"d"	"Dah-wek-, Dah-wekik "	NA	"MGV"	NA	" diphasic"	""
"446"	"d"	"Dah-yel "	NA	"MGV"	NA	" binary star"	""
"447"	"d"	"Dah-zalu "	NA	"MGV"	NA	" coenzyme"	""
"448"	"d"	"Dah-zamasu "	NA	"MGV"	NA	" double agent"	""
"449"	"d"	"Dah-zan-vel "	NA	"MGV"	NA	" binoculars"	""
"450"	"d"	"Dah-zun "	NA	"MGV"	NA	" digraph"	""
"451"	"d"	"Dahal-tor "	" d_ - ' h_l - tor "	"MGV"	"v."	" go around"	""
"452"	"d"	"Dahek "	" ' d_' - ek , ' d_ - "	"MGV"	NA	" duo"	""
"453"	"d"	"Dahkvalu "	" d_' - ' kv_ - lu , d_ - "	"MGV"	NA	" parabola"	""
"454"	"d"	"Dahl-tor "	NA	"MGV"	NA	" detach, disengage"	""
"455"	"d"	"Dahli "	NA	"MGV"	NA	" apart"	""
"456"	"d"	"Dahli-nesh-tor "	NA	"MGV"	NA	" dissect"	""
"457"	"d"	"Dahli-neshan "	NA	"MGV"	NA	" dissection"	""
"458"	"d"	"Dahpul-vo'ihn "	NA	"MGV"	NA	" quadratic equation"	""
"459"	"d"	"Dahr-, Dahrik "	NA	"MGV"	"adj."	" second, secondary"	""
"460"	"d"	"Dahs-da-kuv "	NA	"MGV"	NA	" equator"	""
"461"	"d"	"Dahsau "	NA	"MGV"	"v."	" divide"	""
"462"	"d"	"Dahsau-nosahp "	NA	"MGV"	NA	" quotient"	""
"463"	"d"	"Dahsaya "	NA	"MGV"	"n."	" divide, division"	""
"464"	"d"	"Dahshau "	NA	"MGV"	"v."	" separate"	""
"465"	"d"	"Dahshaya "	NA	"MGV"	NA	" separation"	""
"466"	"d"	"Dahsu'us "	NA	"MGV"	"n."	" binomial"	"math."
"467"	"d"	"Dahtau "	NA	"MGV"	"v."	" double"	""
"468"	"d"	"Dailissak "	NA	"MGV"	"n."	" adventure"	""
"469"	"d"	"Dakh"	NA	"anc."	NA	" cast out, evict, expel, toss out"	""
"470"	"d"	"Dakh-ha'tanaya "	NA	"MGV"	NA	" luminescence"	""
"471"	"d"	"Dan "	NA	"MGV"	NA	" rotation, turn"	"ing"
"472"	"d"	"Dan-, Danik "	NA	"MGV"	"adj."	" most"	""
"473"	"d"	"Dan-fa-, Dan-faik "	NA	"MGV"	"adj."	" foremost"	""
"474"	"d"	"Dan-glu|-| "	NA	"MGV"	"adj."	" deepest"	""
"475"	"d"	"Dan-has-bosh "	NA	"MGV"	"adj."	" sickest"	""
"476"	"d"	"Dan-karik "	NA	"MGV"	"adj."	" strongest"	""
"477"	"d"	"Dan-klon|-| "	NA	"MGV"	"adj."	" smartest"	""
"478"	"d"	"Dan-kobat|-| "	NA	"MGV"	"adj."	" weakest"	""
"479"	"d"	"Dan-lerash|-| "	NA	"MGV"	"adj."	" hardest"	"least soft"
"480"	"d"	"Dan-nu'ri|-| "	NA	"MGV"	"adj."	" youngest"	""
"481"	"d"	"Dan-nuk|-| "	NA	"MGV"	"adj."	" lowest"	""
"482"	"d"	"Dan-os|-| "	NA	"MGV"	"adj."	" oldest"	""
"483"	"d"	"Dan-pid|-| "	NA	"MGV"	"adj."	" highest"	""
"484"	"d"	"Dan-ras|-| "	NA	"MGV"	"adj."	" heaviest"	""
"485"	"d"	"Dan-rom|-| "	NA	"MGV"	"adj."	" best"	""
"486"	"d"	"Dan-runemek "	NA	"MGV"	NA	" clutch"	"mech."
"487"	"d"	"Dan-sahr-, Dan-sahris "	NA	"MGV"	"adj."	" fastest, quickest"	""
"488"	"d"	"Dan-slu-, Dan-sluk "	NA	"MGV"	"adj."	" freshest"	""
"489"	"d"	"Dan-ta'hal|-| "	NA	"MGV"	"adj."	" lightest"	"least heavy"
"490"	"d"	"Dan-thel-, Dan-thelik "	NA	"MGV"	"adj."	" fattest"	""
"491"	"d"	"Dan-vohr-, Dan-vohris "	NA	"MGV"	"adj."	" slowest"	""
"492"	"d"	"Dan-wonil|-| "	NA	"MGV"	"adj."	" thinnest"	""
"493"	"d"	"Danan "	" ' d_n - _n "	"MGV"	NA	" majority"	""
"494"	"d"	"Danau "	" d_n - ' a_ "	"MGV"	NA	" explain"	""
"495"	"d"	"Danau-dunap "	NA	"MGV"	NA	" encyclopedia"	""
"496"	"d"	"Dap "	NA	"MGV"	NA	" mercy"	""
"497"	"d"	"Dap-lan-pa "	NA	"MGV"	NA	" children's game similar to Mercy or Uncle"	""
"498"	"d"	"Dash "	NA	"MGV"	NA	" injury"	""
"499"	"d"	"Dash-tor "	NA	"MGV"	NA	" injure"	""
"500"	"d"	"Datau "	" d_ - ' ta_ "	"MGV"	NA	" propel"	""
"501"	"d"	"Datau-tukh "	NA	"MGV"	"n."	" propellant"	""
"502"	"d"	"Dataya "	NA	"MGV"	NA	" propulsion"	""
"503"	"d"	"Datayek "	NA	"MGV"	NA	" propeller"	""
"504"	"d"	"Dator "	" ' d_ - tor "	"MGV"	NA	" prepare"	""
"505"	"d"	"Dau "	NA	"MGV"	NA	" affect"	""
"506"	"d"	"Dau-bosh "	NA	"MGV"	NA	" effective"	""
"507"	"d"	"Dau-tukh "	NA	"MGV"	NA	" hormone"	""
"508"	"d"	"Dawan "	" ' d_ - w_n "	"anc."	NA	" a person who cannot be counted on"	""
"509"	"d"	"Daya "	NA	"MGV"	NA	" effect"	""
"510"	"d"	"Def "	NA	"MGV"	"n."	" batch"	""
"511"	"d"	"Deik "	NA	"MGV"	NA	" file"	"document"
"512"	"d"	"Del "	NA	"MGV"	NA	" rim"	""
"513"	"d"	"Desh'rak "	" ' de_ - r_k "	"MGV"	NA	" north"	""
"514"	"d"	"Desh'rak-, Desh'rakik "	NA	"MGV"	NA	" northern"	""
"515"	"d"	"Desh'raksu "	NA	"MGV"	NA	" northerner"	""
"516"	"d"	"Desh-she'rak "	NA	"MGV"	NA	" northeast"	""
"517"	"d"	"Desh-tev'rak "	NA	"MGV"	NA	" northwest"	""
"518"	"d"	"Desh-tukh "	NA	"MGV"	NA	" dolomite"	""
"519"	"d"	"Deshkau "	" de_ - ' ka_ "	"MGV"	"v."	" question"	""
"520"	"d"	"Deshker "	" de_ - ' ker "	"MGV"	"n."	" question"	""
"521"	"d"	"Detra "	NA	"MGV"	NA	" bunch"	""
"522"	"d"	"Di'kish-torek "	NA	"MGV"	NA	" metabolism"	""
"523"	"d"	"Di'kish-tor "	NA	"MGV"	NA	" metabolize"	""
"524"	"d"	"Di'kizh "	" di - ' ki_ "	"MGV"	"n."	" exchange"	""
"525"	"d"	"Dif-tor "	" dif - ' tor "	"MGV"	NA	" live a long time, live a full life"	""
"526"	"d"	"Dihrf "	NA	"MGV"	NA	" sexual intercourse"	""
"527"	"d"	"Din-tor "	NA	"MGV"	"v."	" miss"	""
"528"	"d"	"Dir-, Dirik "	NA	"MGV"	NA	" coarse"	""
"529"	"d"	"Do "	NA	"MGV"	NA	" than"	""
"530"	"d"	"Dohn "	NA	"MGV"	NA	" board, plank, playing surface for a board game"	""
"531"	"d"	"Dok "	NA	"MGV"	"n."	" brick"	""
"532"	"d"	"Dok-krizhiv "	NA	"MGV"	NA	" brick clay"	""
"533"	"d"	"Dok-torvausu "	NA	"MGV"	NA	" bricklayer"	""
"534"	"d"	"Dol-hinek "	NA	"MGV"	NA	" clavicle"	""
"535"	"d"	"Dom "	NA	"MGV"	NA	" so"	"exclamation"
"536"	"d"	"Don-ka "	" don - ' k_ "	"anc."	NA	" rich, wealthy"	""
"537"	"d"	"Don-kut "	" don - ' kut "	"anc."	NA	" bonanza, financial windfall"	""
"538"	"d"	"Don-tak "	" ' don - t_k "	"anc."	NA	" riches, wealth"	""
"539"	"d"	"Donkes-tor "	NA	"MGV"	"v."	" finance, fund, bankroll"	""
"540"	"d"	"Donketu "	" don - ' ket - u "	"anc."	NA	" funds, monetary resources"	""
"541"	"d"	"Donku "	" ' don - ku "	"anc."	NA	" money, currency"	""
"542"	"d"	"Dor "	NA	"MGV"	"n."	" honor"	""
"543"	"d"	"Dor-tor "	NA	"MGV"	"v."	" honor"	""
"544"	"d"	"Dor-yehat "	NA	"MGV"	NA	" honorable"	""
"545"	"d"	"Dorli "	" ' dor - li "	"MGV"	NA	" honorable"	"mostly obs."
"546"	"d"	"Dotokau "	" do - to - ' ka_ "	"MGV"	"v."	" fine"	"penalize"
"547"	"d"	"Dozhuhk "	NA	"MGV"	NA	" troll"	""
"548"	"d"	"Drahk "	NA	"MGV"	NA	" throat, pharynx"	""
"549"	"d"	"Drahk-pi'nafek "	NA	"MGV"	NA	" thyroid gland"	""
"550"	"d"	"Dref "	NA	"MGV"	NA	" rake"	""
"551"	"d"	"Drichel-, Drichelik "	NA	"MGV"	NA	" creepy, eerie, spooky"	""
"552"	"d"	"Drizh "	NA	"MGV"	"n."	" itch"	""
"553"	"d"	"Drizh-tor "	NA	"MGV"	"v."	" itch"	""
"554"	"d"	"Drizhaya "	NA	"MGV"	NA	" pruritis"	""
"555"	"d"	"Drom|-| "	NA	"MGV"	"adj."	" pure"	""
"556"	"d"	"Drom'es "	NA	"MGV"	NA	" purity"	""
"557"	"d"	"Drom-tor "	NA	"MGV"	NA	" purify"	""
"558"	"d"	"Du "	NA	"MGV"	NA	" you"	""
"559"	"d"	"Dud "	NA	"MGV"	NA	" a small piece of paper, film, etc."	""
"560"	"d"	"Duf "	NA	"MGV"	NA	" leather"	""
"561"	"d"	"Duh-, Duhik "	NA	"MGV"	NA	" daffy, foolish, goofy"	""
"562"	"d"	"Duk "	NA	"MGV"	"n."	" bubble"	""
"563"	"d"	"Dukal "	" du - ' k_l "	"MGV"	NA	" ball"	""
"564"	"d"	"Dukal-guf-lesek "	NA	"MGV"	NA	" ball-and-socket joint"	""
"565"	"d"	"Dukal-igen-wesh "	NA	"MGV"	NA	" ball lightning"	""
"566"	"d"	"Dukal-kuvish "	NA	"MGV"	NA	" ball bearing"	""
"567"	"d"	"Dukal-spunek "	NA	"MGV"	NA	" ball valve"	""
"568"	"d"	"Dukau "	" du - ' ka_ "	"MGV"	"v."	" bubble"	""
"569"	"d"	"Dulai|-| "	" du - ' la_ "	"MGV"	"adj."	" tough"	""
"570"	"d"	"Dun "	NA	"MGV"	NA	" paper"	""
"571"	"d"	"Dun-zhuksu "	NA	"MGV"	NA	" paper-maker"	""
"572"	"d"	"Dunap "	" dun - ' _p "	"MGV"	"n."	" book"	""
"573"	"d"	"Dunap-krus "	NA	"MGV"	NA	" chapter"	""
"574"	"d"	"Dunap-tsorayek "	NA	"MGV"	NA	" bookcase"	""
"575"	"d"	"Dunapshausu "	NA	"MGV"	NA	" bookbinder"	""
"576"	"d"	"Dunapsu "	NA	"MGV"	NA	" librarian"	""
"577"	"d"	"Dunesh "	" ' dun - e_ "	"MGV"	NA	" pamphlet, brochure, leaflet"	""
"578"	"d"	"Dungi|-| "	" dun - ' gi "	"MGV"	"v."	" will, shall"	""
"579"	"d"	"Dunusu "	NA	"MGV"	"n."	" clerk"	""
"580"	"d"	"Duta'es "	NA	"MGV"	NA	" diplomacy"	""
"581"	"d"	"Duta-, Dutarik "	NA	"MGV"	NA	" diplomatic"	""
"582"	"d"	"Duta-shan-hali "	NA	"MGV"	NA	" diplomatic courier vessel"	""
"583"	"d"	"Duta-Sklada-Dvin T'Khasi "	NA	"MGV"	NA	" Vulcan Diplomatic Courier Service"	""
"584"	"d"	"Dutar "	" du - ' t_r "	"anc."	NA	" diplomat"	""
"585"	"d"	"Duv "	NA	"MGV"	"n."	" shadow"	""
"586"	"d"	"Duv-tor "	NA	"MGV"	"v."	" shadow"	""
"587"	"d"	"Duvyan-, Duvyanik "	NA	"MGV"	"adj."	" shady"	""
"588"	"d"	"Dva "	NA	"MGV"	NA	" belief"	""
"589"	"d"	"Dva-tor "	NA	"MGV"	NA	" believe"	""
"590"	"d"	"Dvanik "	NA	"MGV"	"adj."	" believed"	""
"591"	"d"	"Dvar "	NA	"MGV"	"n."	" risk"	""
"592"	"d"	"Dvar-tor "	NA	"MGV"	"v."	" risk"	""
"593"	"d"	"Dvariben "	NA	"MGV"	"v."	" preach"	""
"594"	"d"	"Dvasu "	" ' dv_ - su "	"MGV"	NA	" believer"	""
"595"	"d"	"Dvatai "	" dv_ - ' ta_ "	"MGV"	NA	" doctrine, principle, tenet"	""
"596"	"d"	"Dvel "	NA	"MGV"	NA	" choice"	""
"597"	"d"	"Dvel'nahr"	NA	"anc."	NA	" old concept of \"Vulcan-by-choice\""	""
"598"	"d"	"Dvel-tor "	NA	"MGV"	NA	" choose"	""
"599"	"d"	"Dvesh-tukh "	NA	"MGV"	NA	" brass"	""
"600"	"d"	"Dvin-tor "	NA	"MGV"	NA	" serve"	""
"601"	"d"	"Dvinsu "	" ' dvin - su "	"MGV"	NA	" servant"	""
"602"	"d"	"Dvolau "	" dvo - ' la_ "	"MGV"	NA	" set, adjust"	""
"603"	"d"	"Dvor-tukh "	NA	"MGV"	NA	" astatine"	""
"604"	"d"	"Dvubolau "	" dvu - bo - ' la_ "	"MGV"	NA	" motivate"	""
"605"	"d"	"Dvubolau-staribsu "	NA	"MGV"	NA	" motivational speaker"	""
"606"	"d"	"Dvubolaya "	NA	"MGV"	NA	" motivation"	""
"607"	"d"	"Dvubolek "	" dvu - ' bo - lek "	"MGV"	"n."	" motive"	""
"608"	"d"	"Dvudau-fek "	NA	"MGV"	NA	" crankshaft"	""
"609"	"d"	"Dvudau-kes-wun "	NA	"MGV"	NA	" crossbow"	""
"610"	"d"	"Dvudau-natuhn "	NA	"MGV"	NA	" crankcase"	""
"611"	"d"	"Dvudayek "	NA	"MGV"	NA	" crank"	"mech."
"612"	"d"	"Dvun "	NA	"MGV"	NA	" move"	"ment"
"613"	"d"	"Dvun-mesut "	NA	"MGV"	NA	" drawbridge"	""
"614"	"d"	"Dvun-tor "	NA	"MGV"	"v."	" move"	""
"615"	"d"	"Dvun-zehl "	NA	"MGV"	NA	" fault"	"line"
"616"	"d"	"Dvunek "	" ' dvun - ek "	"MGV"	"n."	" muscle"	""
"617"	"d"	"Dvunek-pak-nosh "	NA	"MGV"	NA	" amyotrophia, amyotrophy"	""
"618"	"d"	"Dvunek-tash-svitan "	NA	"MGV"	NA	" cerebellum"	""
"619"	"d"	"Dvunek-tersayek "	NA	"MGV"	NA	" sinew"	""
"620"	"d"	"Dvunel "	" dvun - ' el "	"MGV"	NA	" motion"	""
"621"	"d"	"Dvunel-pi'harr "	NA	"MGV"	NA	" flagellum"	""
"622"	"d"	"Dwemish ni-an"	NA	"NGS"	NA	" training: isolation of identity"	""
"623"	"d"	"Dzhal "	NA	"MGV"	NA	" mortise"	""
"624"	"d"	"Dzhan|-khush| "	NA	"MGV"	NA	" beryl"	""
"625"	"d"	"Dzhan-tukh "	" ' d__n - tux "	"MGV"	NA	" beryllium"	""
"626"	"d"	"Dzharel "	" d__ - ' rel "	"NGS"	NA	" \"jarel\", a small, horned horse-like animal"	""
"627"	"d"	"Dzhasif "	" d__ - ' sif "	"NGS"	NA	" \"jasif\", type of crystal used to make vre-katras"	""
"628"	"d"	"Dzhelu "	" d_e - ' lu "	"MGV"	"n."	" envy"	""
"629"	"d"	"Dzhih "	NA	"MGV"	"n."	" pimple"	""
"630"	"d"	"Dzhinau "	" d_i - ' na_ "	"MGV"	NA	" refer"	""
"631"	"d"	"Dzhinaya "	NA	"MGV"	NA	" reference"	""
"632"	"d"	"Dzhya'an'Kahr "	" d_j_ - ' _n - k_'r , - k_r , - k_r "	"MGV"	NA	" \"Jia'anKahr\", a Vulcan city"	""
"633"	"d"	"Dzhya'an-tukh "	" d_j_ - ' _n - tux "	"MGV"	NA	" hafnium"	""
"634"	"e"	"Eglus"	NA	"anc."	NA	" religious shrine"	""
"635"	"e"	"Eh "	" e, _ "	"MGV"	NA	" and"	"after a vowel sound"
"636"	"e"	"Eifa "	" ' e_ - f_ "	"MGV"	NA	" those"	""
"637"	"e"	"Eik "	NA	"MGV"	NA	" wide"	""
"638"	"e"	"Eik'es "	" ' e_k - es "	"MGV"	"n."	" range"	""
"639"	"e"	"Eik-vath "	NA	"MGV"	NA	" width"	""
"640"	"e"	"Eiksha "	" e_k - ' __ "	"MGV"	NA	" dilate"	""
"641"	"e"	"Eiksharu "	NA	"MGV"	NA	" dilation"	""
"642"	"e"	"Eiktra "	" ' e_k - tr_ "	"MGV"	NA	" plain"	"geol."
"643"	"e"	"Ein "	NA	"MGV"	NA	" some"	""
"644"	"e"	"Ein-veh "	NA	"MGV"	NA	" someone"	""
"645"	"e"	"Ein-wak "	NA	"MGV"	NA	" someday, sometime"	""
"646"	"e"	"Ein-wilat "	NA	"MGV"	NA	" somewhere"	""
"647"	"e"	"Eingelsu "	" ' e__el - su "	"MGV"	NA	" English"	"language/person"
"648"	"e"	"Eitau "	" e_ - ' ta_ "	"MGV"	"v."	" shear, cut away"	""
"649"	"e"	"Ek, Ek' "	NA	"MGV"	NA	" all, total, complete"	""
"650"	"e"	"Ek'aifa "	" ek - ' a_ - f_ "	"MGV"	NA	" all "	"of"
"651"	"e"	"Ek'an "	NA	"MGV"	NA	" maximum"	""
"652"	"e"	"Ek'anau "	NA	"MGV"	NA	" maximize"	""
"653"	"e"	"Ek'ariben-, Ek'aribenik "	NA	"MGV"	NA	" fluent"	"in a language"
"654"	"e"	"Ek'au "	NA	"MGV"	NA	" all of them"	""
"655"	"e"	"Ek'dular "	NA	"MGV"	NA	" all of you"	""
"656"	"e"	"Ek'duv "	NA	"MGV"	"n."	" eclipse"	""
"657"	"e"	"Ek'eifa "	" ek - ' e_ - f_ "	"MGV"	NA	" all "	"of"
"658"	"e"	"Ek'eku "	" ek - ' ek - u "	"MGV"	NA	" continuum"	""
"659"	"e"	"Ek'elmin "	NA	"MGV"	NA	" petroleum"	""
