FRST_LETTER	WORD-FSE
a	Anabatic wind -- |kunelik| abu-dvun-salan
a	Anabolic -- torvau-torik
a	Anabolism -- torvau-torek
a	Anadromous -- zalmatrupik
a	Anaerobe -- risov-ha-vel
a	Anaerobic -- risov-ladik
a	Anal -- pekh-razh-, pekh-razhik
a	Analgesic (n.) -- kusut-nem-tukh
a	Analog(ue) clock -- elek-wak-vel
a	Analog(ue) computer -- vuhna-tum-vel
a	Analog(ue) filter -- vuhna-kapol
a	Analog(ue) recorder -- vuhna-vipladayek
a	Analog(ue) signal -- vuhna-glantokaya
a	Analog(ue) watch -- karik elek-wak-vel
a	Analysis -- nisaya
a	Analyst -- nisausu
a	Analytic continuation -- nisau-fatoran
a	Analytic function -- nisau-kek
a	Analytic set -- nisau-eku
a	Analyze -- nisau
a	Anaphase -- toltra-dahsaya
a	Anaphylactic shock -- pid-folau-kolaya
a	Anarchism -- spanakhat-fam-dva
a	Anarchist -- spanakhat-fam-dvasu
a	Anarchy -- spanakhat-fam
a	Anatidaephobia -- glantaun-duhk-pthak
a	Anatomy (study) -- vukhut-tal
a	Ancestor -- orfikkesu (sentient), orfikkefa (non-sentient), orfikkevel (inanimate)
a	Ancestors -- orfikkel (anc.)
a	Ancestry -- orfiktra
a	"Anchor -- mavohrek (n.); mavohrek-tor (v.)"
a	Anchor ball -- fimavohrek-dukal
a	Anchor bend -- mavohrek-gor
a	Anchor cable -- mavohrek-elakh
a	Anchor chain -- mavohrek-naf-elakh (TGV), mavohrek-naflakh (MGV)
a	Anchor light -- fimavohrek-ha'gelet
a	Anchor locker -- mavohrek-tsorayek
a	Anchor watch -- mavohrekal-glantaya
a	Anchor windlass -- mavohrek-ashenayek
a	Anchorage -- shi'mavohrekan
a	Ancient (adj.) -- ma'os|-|
a	Ancraophobia -- salan-pthak
a	And (conj.) -- eh, heh
a	And/or (conj.) -- il-eh
a	Andesite -- kraan-zul-tukh
a	Andiron -- yon-lapan-nentu
a	"Andorian -- andor-, andorik (adj.); andorsu (person/language)"
a	Androecious -- sa-gohik
a	Androecium -- sa-svai-krus
a	Androgen -- dau-tukh t'sa-noshtra
a	Androgynous -- on-noshtra-mayik
a	Android -- sutorsu
a	Androphobia -- sasu-pthak
a	Androphilia -- nasa-ashaya
a	Anemia -- fam-khaf-meil |svi'hasular k'yon-khaf-nalalar|
a	Anemometer -- salan-thonek
a	Anemophily -- k'salan-vikantaya
a	Anemophobia -- salan-pthak
a	Aneroid barometer -- dvunek-elekik sov-vihish-thonek
a	Anesthesiologist -- kashan-nesu
a	Anesthesiology -- kashan-ne-tal
a	Anesthetic -- kashan-ne-meil
a	Aneurysm -- khaf-mev-eikan
a	Angel -- eindzhuhl (VTW), ha'su (usage other than Terran idea)
a	Anger -- reshan (n.), resha (v.)
a	Angiologist -- vukhut-mevsu
a	Angiology -- vukhut-mev-tal
a	Angiosperm -- wein-nei-kastik
a	Angle (n.) -- vulu
a	Angle bracket -- vulu-mad
a	Angle gauge -- vulu-mik-yal
a	Angle iron -- vulu-vel
a	Angle of approach -- betau-vulu
a	Angle of arrival -- lasha-vulu
a	Angle of attack (aero.) -- hash-vulu
a	Angle of deflection -- sakwitau-vulu
a	Angle of departure -- trasha-vulu
a	Angle of deviation -- tekeret-vulu
a	Angle of friction -- tetalau-vulu
a	Angle of heel -- galat-vulu
a	Angle of incidence -- skonn-tev-vulu
a	Angle of reflection -- haul-vulu
a	Angle of refraction -- ha'zehl-vulau-vulu
a	Angle of repose -- ek'an-tuh-vulu
a	Angle of roll -- padukau-vulu
a	Angle of slide -- tuh-tev-vulu
a	Angle of stall -- ek'an-hash-vulu
a	Angle of view -- zan-vulu
a	Angle valve -- vulu-spunek
a	Anglesite -- vlau-keh-eshu t'ras-tukh
a	Anglophilia -- Engluhnd-ashaya
a	Anglophile -- Engluhnd-ashausu
a	Anglophobia -- Engluhnd-pthak
a	Angrophobia -- reshnek-pthak
a	Angry -- reshnek|-| (anc.)
a	Anguish -- thonaya (n.), thonau (v.)
a	Anguished (adj.) -- thonalik
a	Angular acceleration -- vukharat-sahraya
a	Angular divergence -- vukharat-sataya
a	Angular frequency -- vukharat-vakav'es
a	Angular momentum -- vukharat-dvunelinak
a	Angular velocity -- vukharat-threshan
a	Anhydrous (adj.) -- fam-masupik
a	"Animal -- aushfamaluhr (adj.); aushfa (n.)"
a	Animal husbandry -- aushfa-palutunatra
a	Animate (v.) -- ha'vitor
a	Animation -- ha'vitoran
a	Animism -- ek'pa'kiv-dva
a	Animist -- ek'pa'kiv-dvasu
a	Anion -- u'rak-falun-krus
a	Ankle -- mal-nik
a	Ankle bone -- mal-nik-hinek
a	Anklet -- mal-nik-pakuv
a	Anneal (v.) -- kwoshau
a	Annealing (v.) -- kwoshaya
a	Annihilate -- nitozhau
a	Annihilation -- nitozhaya
a	Anniversary -- tevun-pudorilaya
a	Anno Domini (A.D.) -- Tevun t'Iyi-Nuhs |TIN|
a	Announce -- sastariben
a	Annoy -- iksevau
a	Annoyed (adj.) -- iksevaul-, iksevaulik
a	Annoying (adj.) -- iksevaun-, iksevaunik
a	"Annual (adj.) -- tevun-, tevunik; kanok-tevunik (yearly); wuh-tevunik (bot.)"
a	Annual event -- kanok-tevunik pavek
a	Annual ring -- tevun-pakuv
a	Anode -- a'rak-narafek
a	Anomalous -- flekh-, flekhik
a	Anomaly -- flekh'es
a	Anonymous -- riahman-, riahmanik
a	Anorchia -- fam-sakal-nosh
a	Anosmia -- fam-fnish-nosh
a	Another -- wuh'ashiv|-|
a	Anovulation -- fam-yukaya
a	Anoxia -- fam-esh-tukh
a	Anoxic -- esh-tukh-famik
a	Answer -- kilko|-srashiv| (n.), kilko-tor (v.)
a	Answered, to be -- pukilko-tor
a	Answering machine -- kilko-el'mish
a	Antacid -- tehn-sash-meil
a	Antagonism -- mulut'es
a	Antagonistic -- mulutik
a	Antagonize -- mulut-tor
a	Antarctic Circle -- Ir-Khu'rak Da-Kuv, Ahnt'ark'tik Da-Kuv
a	Antenna -- kash-gel
a	Antenna dish -- kash-gel-va'er
a	Antenna effect -- kash-gel-daya
a	Antenna fairing -- kash-gel-wein
a	Antenna feeder -- kash-gel-elakh
a	Antenna field -- kash-gel-vunai
a	Antenna grid -- kash-gel-vis
a	Antenna housing -- kash-gel-kelyu
a	Antenna impedance -- kash-gel-rasnertaya
a	Antenna resistance -- kash-gel-tehnaya
a	Anterior -- khom'rak-, khom'rakik
a	Anthelion -- mesyut-yel|-stivan|
a	Anther -- lesh-patam t'kas-sa-nei
a	Antheridium -- sa-guv-nafek t'ek'os-kastiklar
a	Antherocyte -- rivinik kas-sa-nei t'ek'os-kastiklar
a	Antherozoid -- kas-sa-nei t'ek'os-kastiklar
a	Anthesis -- svai-tu'ashya-wak
a	Anthocyanin -- yar-gahv-kurek
a	Anthology -- tersh-dunap
a	Anthracite -- lerash-kastik-kov
a	Anthrophobia -- svai-pthak
a	"Anthropoid -- ek'su-eip-, ek'su-eipik (adj.); ek'su-eip-hasu(n.)"
a	Anthropologist -- komihn-talsu
a	Anthropology -- komihn-tal
a	Anti-aircraft artillery (AAA) -- tehn-sov-haliyik pohshaituneya
a	Anti-aircraft battery -- tehn-sov-haliyik pohshaikebi
a	Anti-aircraft missile -- tehn-sov-haliyik yon-kliton
a	Anti-aircraft weapon -- tehn-sov-haliyik wun
a	Anti-collision beacon -- tehn-terkwul-glaribek
a	Anti-collision lights -- tehn-terkwul-ha'gellar
a	Anti-gravity unit (anti-grav) -- tehn-nu-seshanek
a	Anti-ship missile -- tehn-masu-haliyik yon-kliton
a	Anti-theft system -- tehn-vazgaya-torektra
a	Antibaryon -- tehn-pu'gal
a	Antibiotic (n.) -- tehn-talvot|-tukh|
a	Antibody -- fosh-galutravek
a	Anticline -- abru-spis
a	Anticoagulant -- tehn-vihk-tukh
a	Anticyclone -- pid-vihish-shal
a	Antidote -- tehn-gisam-tukh
a	Antiemetic -- tehn-slakh-tukh
a	Antifouling paint -- gisam-vukhut-kras |t'masu-halilar|
a	Antigen -- tehn-vel
a	Antihero -- tehn-korkarplasu
a	Antilock brake system -- tehn-klachaik vohrau-torektra
a	Antilogarithm -- satalashenek
a	Antimatter -- tehn-tukh
a	Antimony -- kra-tukh
a	Antimutagen -- tehn-tselayek
a	Antimycotic -- tehn-luk-tukh
a	Antineutrino -- tehn-ska'gal
a	Antineutron -- tehn-ta'gal
a	Antiparticle -- tehn-pi'gal
a	Antipodal point -- mesyut-sfek
a	Antiproton -- tehn-a'gal
a	Antipruritic -- tehn-drizh-tukh
a	Antipyretic -- tehn-tau-tukh
a	Antiquark -- tehn-pihl
a	"Antique -- ek'os|-| (adj.); ek'os-vel (n.)"
a	Antiroll bar -- tehn-padukau-mofek
a	Antisemitic (anti-semitic) -- tehn-shemit-, tehn-shemitik
a	Antisemitism (anti-Semitism, anti-semitism) -- tehn-shemit'es
a	Antiserum -- tehn-has-masu (against disease), tehn-tormasu (all else)
a	Antitoxin -- tehn-hasam-tukh
a	Antitussive -- tehn-huhsh-tukh
a	Antivenin -- tehn-ausham-tukh
a	Antivirus program -- tumaya t'tehn-rihak-vamlar
a	Antivirus software -- tum-gwan t'tehn-rihak-vamlar
a	Antler -- |gelalik| stonn
a	Antlophobia -- abrash-pthak
a	Anuria -- ritsuri-vazhaya-nosh
a	Anus -- pekh-razh
a	Anvil -- mah-vihpan
a	Anxiety -- navyas'es
a	Anxious (fearful) -- navyasik
a	Any -- fan|-|
a	Anyone -- fan-veh
a	Anything -- fan-vel
a	Anything else -- fan-kitok
a	Anytime -- fan-wak
a	Anywhere -- fan-wilat
a	Aorta -- tik uzh-khaf-mev
a	Apart -- k'wuhli
a	Apartment -- ha-shal
a	Apartment building -- ha-shal-kel
a	Apartment complex -- ha-shal-kelutra
a	Apatite -- riyeht-kov, riyeht-tukh
a	Apeirophobia -- va'es-pthak
a	Aperture -- sharu
a	Aperture control -- sharu-tashek
a	Apex -- um
a	Aphagia -- ritsuri yokul-vinem-nosh
a	Aphasia -- gen-lis-pak |s'shad-sval|
a	Aphelion -- yel-irak-sfek
a	Aphenphosmphobia -- puesthul-pthak
a	Aphonia -- spes-pak|-nosh|
a	Aphrodisiac -- guv-aitlun-tukh
a	Apitoxin -- bi-hasam
a	Aplanate -- pa'ashtrupik
a	Apnea -- esh-pehkaya-nosh
a	Apoapsis -- dan-irak-sfek |s'stukhut|
a	Apocalypse -- ek'koshvar
a	Apodal, Apodous -- ash'ya-fam-, ash'ya-famik
a	Apogee -- dan-irak-sfek |s'Terra|
a	Apogee motor -- dan-irak-sfekik mishu
a	Apomorphic -- stor-shidik
a	Apothem -- svitan-sazehl t'tsuri-wehk-vla
a	Appal, Appall -- guramau
a	Appalled (adj.) -- guramayik
a	Apparent -- saudahik
a	Apparatus -- mish-vel, zuvel, vel-vel
a	Apparition -- hatam'a
a	Appeal -- vaya'akas (n.), vaya'akas-tor (v.)
a	"Appendage -- si-krus (anat., zool.); si-vel (bot.)"
a	Appendicitis -- yonshaya t'pekh-mev-ozhak
a	Appendix (med.) -- pekh-mev-ozhak
a	Appetite -- yeht-avon
a	Appear -- saudau
a	Appearance -- saudaya
a	Apple (n.) -- ahpuhl
a	Apple cider -- ahpuhl-hishal-masu
a	Apple fritter -- ahpuhl-pol-flikormit
a	Apple juice -- ahpuhl-masu
a	Apple pie -- ahpuhl-torta
a	Apple sauce -- ahpuhl-mun
a	Apple strudel -- ahpuhl-shtruduhl
a	Apple tree -- ahpuhl-lap
a	Apple turnover -- ahpuhl-dan-flikormit
a	Appliance (n.) -- kel'golek
a	Application (putting on) -- nashizaya
a	Apply (put on) -- nashizau
a	Appoint (v.) -- kru'minaakh (anc.)
a	"Appointment -- kru'mina (to a position, etc.); latva (meeting)"
a	Appraisal -- patalavaya
a	Appraise -- patalavau
a	Appreciate -- paitaren
a	Appreciation -- paitaret
a	Appreciative -- paitaren-, paitarenik
a	Apprehensive -- tushetik
a	Apprentice (n.) -- oren-ne-lan
a	Approach -- betaya (n.), betau (v.)
a	Approach lights -- betau-ha'gellar
a	Approach speed -- betau-threshan
a	Approach vector -- betau-vukharat
a	Approval -- messaya
a	Approve -- messau
a	"Appurtenance -- rimevel (old contraction of ""rimev-vel"")"
a	Apricot -- ahprih'kat
a	Apricot ice cream -- le-suma-krim t'ahprih'kat
a	Apricot jam -- ahprih'kat-khlumuk
a	Apricot jelly -- ahprih'kat-khlup
a	Apricot juice -- ahprih'kat-masu
a	Apricot pie -- ahprih'kat-torta
a	Apricot slice -- ahprih'kat-fnaneshat
a	Apricot wine -- aphprih'kat-vin
a	Apse -- ahps (VTW)
a	Aquaculture -- masu|tra|-uroshitaya
a	Aquamarine -- muzh-kur (color), muzh-khush (gemstone)
a	"Aquarium -- aluk-kelek, aluk-tuhlek (home/office); shi'masutra-ha-vellar (attraction)"
a	Aqualung -- nemasu-eshek
a	Aquatic -- masu-hatik
a	Aqueduct -- masu-ur
a	Aqueous -- masupik
a	Aqueous humor -- tvi-bezhun-masu
a	Aqueous tissue -- masu-tsorau-nalatra
a	Aquiculture -- uromashaya
a	Aquifer -- masu-kovtra
a	Aquifuge -- rimasu-shan-kov|tra|
a	Arab (n.) -- arabsu
a	Arachnid (n.) -- keh-shif-malfa
a	Aramid fiber -- klath-slah
a	Arboreal -- lap-hatik
a	Arc (n.) -- kes
a	Arc deflector -- kes-sakwitayek
a	Arc lamp -- kes-ha'gelet
a	Arc minute -- kes-suk'krus
a	Arc second -- kes-pi'krus
a	Arc suppressor -- kes-nelayek
a	Arc voltage -- kes-toruk'es
a	Arc welder (device) -- kes-falterayek
a	Arcade -- kesek-weizehl
a	Arccosecant -- abomesayik vath-sfek-aus
a	Arccosine -- abomesayik vath-tavat-zes
a	Arccotangent -- abomesayik vath-sfek-vel
a	Arch (n.) -- kesek
a	Arch bridge -- kesek-mesut
a	Archaeologist -- veshtsu-talsu
a	Archaeology -- veshtsu-tal
a	Archaic -- os-shid-nartauk
a	Archbishop -- pid-bihshuhp
a	Archdeacon -- pid-dikuhn
a	Archegonium -- ko-guv-nafek t'ek'os-kastiklar
a	Archer -- kes-wunsu
a	Archery -- kes-wun-toru
a	Archibenthic zone -- gan-gosh-shal
a	Archipelago -- vikuvtra-travek
a	Architect -- te'koshfet (anc.)
a	Architecture -- te'koshif (anc.)
a	Architype -- nen-ves
a	Archives -- oska
a	Arclight -- kes-ha'gelet
a	Archway - kesek-sharu
a	Arcsecant -- abomesayik weht-sfek-aus
a	Arcsine -- abomesayik vul-tavat-zes
a	Arctangent -- abomesayik wuh-sfek-vel
a	The Arctic Circle -- Ark'tik Da-Kuv |Ir-Desh'rak Da-Kuv|
a	The Arctic Ocean -- Ark'tik Masutra |Ir-Desh'rak-Masutra|
a	Area -- shal
a	Arena -- shi'kuhlaya
a	Arenaceous -- mazhiv-lef'es-kahk
a	Areola -- kur-kuv
a	Ar_te -- nas-rihk-tauf
a	Argentite -- vlau'u t'dah-haul-tukh
a	Argillaceous -- pid-krizhivik
a	Argon -- im-tukh
a	Argon-argon dating -- im-im-tukhik kinufan
a	Argue -- zhit-puk-tor
a	"Argument -- zhit-puk (quarrel); nerau-kek-vuhnayek (math.)"
a	Arid (adj.) -- maut-pseth|-|
a	Aril -- nei-si-to'ovak
a	Arithmetic -- nen-su'us-ek'tal
a	Arithmophobia -- su'us-pthak
a	Ark (ship) -- |korsau-|lesh-hali
a	, rishan-hali
a	Arkose -- tashuhl-mazhiv-kov
a	"Arm -- kar (n.); nawun-tor (v.)"
a	Armageddon -- armuh'geduhn |ek'kim-faukh|
a	Armament -- wuntra
a	Armature -- radanek
a	Armature coil -- radanek-pakuv
a	Armature core -- radanek-tviyan
a	Armature ratio -- radanek-tavat
a	Armature relay -- radanek-gol'dvunek
a	Armature winding -- radanek-kuvoran
a	Armchair -- kar-ku-san
a	Armistice -- ripuk-sep-wafikhan
a	Armor, Armour (n.) -- fo-wein (protection), fo-weinal-halitra (armored vehicles)
a	Armor plate, Armour plate -- fo-wein-math
a	Armored car -- fo-weinalik soletra-hali
a	Armored personnel carrier (APC) -- fo-weinalik sutra-leshek
a	Armored vehicle -- fo-weinal-hali
a	Armorer -- zupsu t'wunlar heh fo-wein
a	Armory -- shi'wun|lar|
a	Army (n.) -- ask'er
a	Around (prep.) -- pa'
a	Arouse (v.) -- sagwapau
a	Arrange -- nazehlau
a	Array -- zehlaya (n.), zehlau (v.)
a	"Arrest -- pehkaya (n., delay/stop), pehkau (v., delay/stop); to-tasnem (n.), to-tasnem-tor (v., take into custody)"
a	Arrester (device) -- pehkayek
a	Arrester cable -- pehkau-elakh
a	Arrester gear -- pehkau-veltra
a	Arrester hook -- pehkau-kik
a	Arresting officer -- to-mesksu t'to-tasnem
a	Arrhythmia -- ritsuri nel-dath t'khaf-spol
a	Arrival -- lashan
a	Arrive -- lasha
a	Arrow -- kliton
a	Arrowhead -- kliton-sfek
a	Arroyo -- pi'spathel
a	Arsenic -- gis-tukh
a	Arsenic trioxide -- reh-eshu t'dah-gis-tukh
a	Arsenic trisulfide -- reh-vlau'u t'dah-gis-tukh
a	Arson -- yon-buhshaya
a	Arson investigator -- men-hilsu t'yon-buhshaya
a	Arsonist -- yon-buhshasu
a	Art -- tanaf
a	Arteriole -- pi'uzh-khaf-mev
a	Artery (anat.) -- uzh-khaf-mev
a	Artesian well -- sol-vihishik masu-razh
a	Arthralgia -- lesek-kusut
a	Arthritis -- lesek-yonshaya
a	Arthropod -- lesek-mal-aushfa
a	Article (n.) -- zhinaup
a	Articulate brachiopod -- dah-folik kar-ash'yafa
a	Articulation -- terfitilaya
a	Artifact -- zatrasha-vel
a	Artificial (adj.) -- sutor-, sutorik
a	Artificial gravity -- sutor-nu-seshan
a	Artificial gravity generator -- ferek t'sutor-nu-seshan
a	Artificial gravity plate (grav-plate) -- nu-seshan-math
a	Artificial heart -- sutorik khaf-spol
a	Artificial insemination -- sutorik sa-neitaya
a	Artificial intelligence (AI) -- sutor-kash-tok'es
a	Artificial kidney -- sutorik kapol-nafek
a	Artificial lighting -- sutor-ha'gelan
a	Artificial satellite -- sutor-aikum
a	Artillery -- pohshaituneya
a	Artillery barrage -- pohshinatra t'pohshaituneya
a	Artillery officer -- pohshaituneya-lansu
a	Artist -- tanafsu
a	Artistic -- tanafluk
a	"As -- vah (adv., conj.); u, u' (prep., pron.)"
a	As if -- vah-kuv
a	Asbestos -- slah-tukh, slah-kov
a	Asbestosis -- slah-eshaf-has
a	Ascend -- she-tor
a	Ascending node -- sheyan-sfek
a	Ascent -- shen
a	Ascent stage -- shen-hashkaf
a	Ascent thruster -- shen-kwitek
a	Ascorbic acid -- nen-savas-sash
a	Ascus (bot.) -- fuhndu
a	Asexual -- riguv-, riguvik
a	Asexual reproduction -- riguv-kanashivaya
a	Ash(es) -- vitush
a	Ashamed -- kafus-, kafusik
a	Ashtray -- vitush-va'er
a	Asia -- Eizhuh
a	"Asian -- eizhyat-, eizhyatik (adj.); eizhuhsu (n.)"
a	Ask -- ya'akash (anc.)
a	Ask for -- naya'akash (anc.)
a	Asleep -- pukat-, pukatik
a	Aspect (n.) -- pulva
a	Aspect ratio (aero.) -- rala-pul-tavat
a	"Asphalt -- solektra-ulm (geol.); elyutau-ulm (paving)"
a	Asphalt felt -- elyutau-ulm-nihflak
a	"Asphaltene -- solektra-ulm-satukh; elyutau-ulm-satukh"
a	Asphaltic concrete -- |elyutau-|ulm-nok
a	Assassin -- to'ankha-stausu
a	Assassinate -- to'ankha-stau
a	Assassination -- to'ankha-staya
a	Assault -- nashiv (n.), nashiv-tor (v.)
a	Assault vehicle -- nashiv-hali
a	Assay (v.) -- tukh-nisau
a	Assayer -- tukh-nisausu
a	Assaying -- tukh-nisaun
a	"Assemble -- feretau (come together); feretah (put together)"
a	"Assembly -- feretaya (gathering); feretai (mech.)"
a	Assembly line (n.) -- feretah-zehl
a	Assess -- zamistanau
a	Assessment -- zamistanaya
a	Asset -- liht'guhr (anc.)
a	Assimilate -- vinem-tor
a	Assimilated, to be -- puvinem-tor
a	Assimilation -- vinem
a	Assist (v.) -- gol-tor
a	Assistance -- golan
a	Assistant (n.) -- golsu, gol'nevsu
a	Assistant district attorney (A.D.A.) -- gol-kahkrusik to-gov-foshsu
a	Assisted (adj.) -- golal-, golalik
a	Associate -- katravahsu (n.), katravah (v.)
a	Association -- katravek
a	Associative learning -- katravek-orenan
a	Associative memory -- katravek-vokaya
a	Associative storage -- katravek-tsoraya
a	Assortative mating -- ka-ves-katelaya
a	Assume -- miyusau
a	Assumption -- miyusaya
a	Astatine -- dvor-tukh
a	Asterism -- yel-daya |svi'ek'zerlar|
a	Asteroid -- pi'ek'tra
a	Asthenia -- |dvunekik| karik'es-pak-nosh
a	Asthenosphere -- abru-tvi-kovtra
a	Astigmatism -- rika-tchakat-nosh
a	Astringent (n.) -- |wadi-|wufkau-tukh
a	Astrobleme -- skrash-kwul-razh
a	Astrogator -- stukh-kharayek
a	Astrogeologist -- s'udish-solektra-talsu
a	Astrogeology -- s'udish-solektra-tal
a	Astrologer -- fa-wak-glansu t'yellar heh ek'tralar
a	Astrometric sensor -- stukh-thonau-kashek
a	Astronaut -- stukh-hashsu
a	Astronomer -- yel-talsu
a	Astronomy -- yel-tal
a	Astrophysicist -- stukh-talsu
a	Astrophysics -- stukh-tal
a	Asylum -- shi'rikohsu
a	Asymmetric -- ritalikalik
a	Asymmetry -- ritalikal
a	At -- na'
a	At anchor -- fimavohrek-, fimavohrekik
a	Ataraxis -- kash-hayal'es
a	Athazagoraphobia -- zhuk-fak-pthak
a	Atheism -- ri'ekon-dva
a	Atheist -- ri'ekon-dvasu
a	Athlete -- vukhulausu
a	Athletics -- vukhulayalar
a	Athwart (prep.) -- mes'
a	The Atlantic Ocean -- Aht'lahntik Masutra
a	Atlas -- besan-dunap
a	Atmosphere -- sovtra, igen-tukh (obs.)
a	Atmospheric absorption -- sovtra-viseshaya
a	Atmospheric acoustics (study) -- sovtra-ralash-tal
a	Atmospheric line -- sovtra-vihish-zehl
a	Atmospheric motion -- sov|tra|-dvun
a	Atmospheric pressure -- sov|tra|-vihish
a	Atmospheric reentry -- sovtra-vasvin
a	Atmospheric tides -- sovtra-vihish-mashenlar
a	Atmospheric water -- sovtra-masu-nakh
a	Atoll -- mokuv-rif |s'ne'halan-zul-vikuvtra|
a	Atom -- galu
a	Atomic -- galu-, galupik
a	Atomic bomb -- galu-thorshek
a	Atomic clock -- galu-wak-vel
a	Atomic energy -- galu-tepul
a	Atomic mass -- galu-shivak
a	Atomic number -- galu-su'us
a	Atomic plane -- galu-pa'ashtra
a	Atomic power -- galu-tepul
a	Atomic radius -- galu-sakuvu
a	Atomic structure -- galu-velek
a	Atomic transmutation -- galu-mesurubah
a	Atomic weapon -- galu-wun
a	Atomic weight -- galu-rasath
a	Atone -- ek'oyeht-tor
a	Atonement -- ek'oyehtan
a	Atop (prep.) -- fi'
a	Atresia -- fam-sharushan-nosh
a	Atrium -- tu'ash-tvi-shal (TGV), tu'ash-tvihal (MGV)
a	Attach -- asteronau
a	Attache (diplomat) -- kevet-golsu
a	Attachment -- asteronaya (process), asteronayek (device)
a	Attachment point -- asteronaya-sfek
a	Attack -- nashiv (n.), nashiv-tor (v.)
a	Attainment -- akteibuhl (anc.)
a	Attempt -- provulaya (n.), provulau (v.)
a	Attention -- nagwum
a	Attic -- fik-tvi-shal (TGV), fik-tvihal (MGV)
a	Attitude control (aero.) -- hash-shul-tash
a	Attitude control system -- hash-shul-torektra
a	Attitude control thruster -- hash-shul-kwitek
a	Attitude indicator -- hash-shul-yal
a	Attorney -- to-gav-foshsu
a	Attorney general -- ek'to-gav-foshsu
a	Attract -- skamau
a	Attractant -- skamau-tukh
a	Attraction -- skamaya (attracted to), skamuvaya (circus, fair, etc.)
a	Attractive (adj.) -- skamayik
a	Attribute to -- tvedzhinau s'
a	Atychiphobia -- vravshaya-pthak
a	Atypical -- rivesal-, rivesalik
a	Auction (n.) -- nadonemes-makaya
a	Audibility -- zhu'es
a	Audible -- zhu-yehat
a	Audience (spectators) -- glantautra, glantausular
a	Audiofrequency -- zhu-vakav'es
a	Audiology -- zhu-tal
a	Audiometer -- zhu-thonek
a	Audit (n.) -- fnasuthanaya
a	Audition -- perprovulaya (n.), perprovulau (v.)
a	Auditorium -- zhu-shal
a	Auditory canal -- zhu-ur
